StepId,RecordingId,ProcessId,TimeStamp,StepName,StepDescription,ApplicationProcessName,ApplicationParentWindowName,AutomationStep,NextStepId,label_EventName,label_EventId,Process_Name,Connectors,duration
0,Recording_150,Process_50,2021-12-14T07:00:50+00:00,Press button in window,Google Chrome - 1 running window in Quick Launch Bar,,,"[""UIAutomation.PressButton Button: appmask['Quick Launch Bar']['Google Chrome - 1 running window']\n""]",2.0,Open the project tracking tool and open the roadmap.,Event_688,commondataservice/projectonline (project roadmap),Projectonline,0.0
0,Recording_150,Process_50,2021-12-14T07:00:50+00:00,Press button in window,Google Chrome - 1 running window in Quick Launch Bar,,,"[""UIAutomation.PressButton Button: appmask['Quick Launch Bar']['Google Chrome - 1 running window']\n""]",2.0,Open the project tracking tool and open the roadmap.,Event_688,commondataservice/projectonline (project roadmap),Projectonline,4.0
1,Recording_150,Process_50,2021-12-14T07:00:54+00:00,Click UI element in window,Hyperlink 'Project' in Pane 'Microsoft Office Home - Google Chrome - Person 1',chrome,Microsoft Office Home - Google Chrome - Person 1,"[""UIAutomation.Click Element: appmask['Pane \\'Microsoft Office Home - Google Chrome - Person 1\\'']['Hyperlink \\'Project\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 2 OffsetY: -4 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",3.0,Open the project tracking tool and open the roadmap.,Event_688,commondataservice/projectonline (project roadmap),Projectonline,10.0
2,Recording_150,Process_50,2021-12-14T07:01:04+00:00,Press button in window,Microsoft Teams - 1 running window in Quick Launch Bar,,,"[""UIAutomation.PressButton Button: appmask['Quick Launch Bar']['Microsoft Teams - 1 running window']\n""]",4.0,Open the project tracking tool and open the roadmap.,Event_688,commondataservice/projectonline (project roadmap),Projectonline,3.0
3,Recording_150,Process_50,2021-12-14T07:01:07+00:00,Select tab in window,"Tab Item 'New Project (1). Press Enter to select or press Shift+F10 for more options' in Pane 'General  ...  Teams, Main Window'",Teams,"General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomation.SelectTab Tab: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Tab Item \\'New Project (1). Press Enter to select or press Shift+F10 for more options\\'']\n""]",5.0,Open the project tracking tool and open the roadmap.,Event_688,commondataservice/projectonline (project roadmap),Projectonline,7.0
4,Recording_150,Process_50,2021-12-14T07:01:14+00:00,Select menu option in window,"Menu Item 'Add row' in Pane 'General  ...  Teams, Main Window'",Teams,"General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomation.SelectMenuOption Control: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Menu Item \\'Add row\\'']\n""]",6.0,Create different tasks based on project requirement.,Event_689,commondataservice/projectonline (project roadmap),Projectonline,9.0
5,Recording_150,Process_50,2021-12-14T07:01:23+00:00,Populate text field in window,"Edit 'Row title' in Pane 'General  ...  Teams, Main Window'; Text:'Guideline Training'",Teams,"General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Edit \\'Row title\\''] Text: 'Guideline Training' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",7.0,Create different tasks based on project requirement.,Event_689,commondataservice/projectonline (project roadmap),Projectonline,2.0
6,Recording_150,Process_50,2021-12-14T07:01:25+00:00,Click UI element in window,"Combo Box 'Owner' in Pane 'General  ...  Teams, Main Window'",Teams,"General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomation.Click Element: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Combo Box \\'Owner\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 8 OffsetY: -5 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",8.0,Create different tasks based on project requirement.,Event_689,commondataservice/projectonline (project roadmap),Projectonline,2.0
7,Recording_150,Process_50,2021-12-14T07:01:27+00:00,Send keys,TextToSend:'Name',,,"['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: 'Name'\n""]",9.0,Create different tasks based on project requirement.,Event_689,commondataservice/projectonline (project roadmap),Projectonline,8.0
8,Recording_150,Process_50,2021-12-14T07:01:35+00:00,Click UI element in window,"List Item 'Name Surname Exe.Lead' in Pane 'General  ...  Teams, Main Window'",Teams,"General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomation.Click Element: appmask['Pane \\'General  ...  Teams, Main Window\\'']['List Item \\'Name Surname Exe.Lead\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 46 OffsetY: 2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopLeft\n""]",10.0,Create different tasks based on project requirement.,Event_689,commondataservice/projectonline (project roadmap),Projectonline,5.0
