StepId,RecordingId,ProcessId,TimeStamp,StepName,StepDescription,ApplicationProcessName,ApplicationParentWindowName,AutomationStep,NextStepId,label_EventName,label_EventId,Process_Name,Connectors
0,Recording_138,Process_26,2021-12-14T10:57:51+00:00,Select menu option in window,Google Chrome - 2 running windows in Quick Launch Bar,,,"[""UIAutomation.SelectMenuOption Control: appmask['Quick Launch Bar']['Google Chrome - 2 running windows']\n""]",2.0,Open your task planning application.,Event_632,approvals/planner,Planner
1,Recording_138,Process_26,2021-12-14T10:57:56+00:00,Click UI element in window,List Item 'Mail - NameSurname - Outlook - Google Chrome' in List 'Task Switcher',,Task Switcher,"[""UIAutomation.Click Element: appmask['List \\'Task Switcher\\'']['List Item \\'Mail - NameSurname - Outlook - Google Chrome\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 44 OffsetY: 3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",3.0,Open your task planning application.,Event_632,approvals/planner,Planner
2,Recording_138,Process_26,2021-12-14T10:57:58+00:00,Press button in window,Button 'New Tab' in Pane 'Mail - Name ...  Chrome - Person 1',chrome,Mail - NameSurname - Outlook - Google Chrome - Person 1,"[""UIAutomation.PressButton Button: appmask['Pane \\'Mail - Name ...  Chrome - Person 1\\'']['Button \\'New Tab\\'']\n""]",4.0,Open your task planning application.,Event_632,approvals/planner,Planner
3,Recording_138,Process_26,2021-12-14T10:58:01+00:00,Populate text field in window,Edit 'Address and search bar' in Pane 'Mail - Name ...  Chrome - Person 1'; Text:'O365',chrome,Mail - NameSurname - Outlook - Google Chrome - Person 1,"[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'Mail - Name ...  Chrome - Person 1\\'']['Edit \\'Address and search bar\\''] Text: 'O365' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",5.0,Open your task planning application.,Event_632,approvals/planner,Planner
4,Recording_138,Process_26,2021-12-14T10:58:02+00:00,Send keys,TextToSend:'{Return}',,,"['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}'\n""]",6.0,Open your task planning application.,Event_632,approvals/planner,Planner
5,Recording_138,Process_26,2021-12-14T10:58:05+00:00,Click UI element in window,Hyperlink ' Office  ... office.com' in Pane 'Mail - Name ...  Chrome - Person 1',chrome,Mail - NameSurname - Outlook - Google Chrome - Person 1,"[""UIAutomation.Click Element: appmask['Pane \\'Mail - Name ...  Chrome - Person 1\\'']['Hyperlink \\' Office  ... office.com\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 32 OffsetY: 9 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopCenter\n""]",7.0,Open your task planning application.,Event_632,approvals/planner,Planner
6,Recording_138,Process_26,2021-12-14T10:58:09+00:00,Click UI element in window,Hyperlink 'Planner' in Pane 'Mail - Name ...  Chrome - Person 1',chrome,Mail - NameSurname - Outlook - Google Chrome - Person 1,"[""UIAutomation.Click Element: appmask['Pane \\'Mail - Name ...  Chrome - Person 1\\'']['Hyperlink \\'Planner\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -2 OffsetY: -6 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",8.0,Open your task planning application.,Event_632,approvals/planner,Planner
7,Recording_138,Process_26,2021-12-14T10:58:13+00:00,Select menu option in window,Menu Item 'New plan' in Pane 'Mail - Name ...  Chrome - Person 1',chrome,Mail - NameSurname - Outlook - Google Chrome - Person 1,"[""UIAutomation.SelectMenuOption Control: appmask['Pane \\'Mail - Name ...  Chrome - Person 1\\'']['Menu Item \\'New plan\\'']\n""]",9.0,Open your task planning application.,Event_632,approvals/planner,Planner
8,Recording_138,Process_26,2021-12-14T10:58:35+00:00,Populate text field in window,Edit 'Plan name' in Pane 'Mail - Name ...  Chrome - Person 1'; Text:'Project alpha',chrome,Mail - NameSurname - Outlook - Google Chrome - Person 1,"[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'Mail - Name ...  Chrome - Person 1\\'']['Edit \\'Plan name\\''] Text: 'Project alpha' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",10.0,Open your task planning application.,Event_632,approvals/planner,Planner
9,Recording_138,Process_26,2021-12-14T10:58:40+00:00,Press button in window,Button 'Choose a group for your plan' in Pane 'Mail - Name ...  Chrome - Person 1',chrome,Mail - NameSurname - Outlook - Google Chrome - Person 1,"[""UIAutomation.PressButton Button: appmask['Pane \\'Mail - Name ...  Chrome - Person 1\\'']['Button \\'\ue710Choose a group for your plan\\'']\n""]",11.0,Open your task planning application.,Event_632,approvals/planner,Planner
