StepId,RecordingId,ProcessId,TimeStamp,StepName,StepDescription,ApplicationProcessName,ApplicationParentWindowName,AutomationStep,NextStepId,label_EventName,label_EventId,Process_Name,Connectors
0,Recording_114,Process_29,2022-02-14T08:27:54+00:00,Press button in window,Microsoft Teams - 1 running window in Quick Launch Bar,,,"[""UIAutomation.PressButton Button: appmask['Quick Launch Bar']['Microsoft Teams - 1 running window']\n""]",2.0,Open Deskop messaging app,Event_531,teams/msnweather,
1,Recording_114,Process_29,2022-02-14T08:27:57+00:00,Press button in window,"Button 'Chat Toolbar more options' in Pane 'Name Surname | Microsoft Teams, Main Window'",Teams,"Name Surname | Microsoft Teams, Main Window","[""UIAutomation.PressButton Button: appmask['Pane \\'Name Surname | Microsoft Teams, Main Window\\'']['Button \\'Chat Toolbar more options\\'']\n""]",3.0, Send a message to Site Incharge at New York about GM visit,Event_532,teams/msnweather,
2,Recording_114,Process_29,2022-02-14T08:28:03+00:00,Click UI element in window,"Hyperlink 'Profile  ...  chat More options' in Pane 'Name Surname | Microsoft Teams, Main Window'",Teams,"Name Surname | Microsoft Teams, Main Window","[""UIAutomation.Click Element: appmask['Pane \\'Name Surname | Microsoft Teams, Main Window\\'']['Hyperlink \\'Profile  ...  chat More options\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -19 OffsetY: 15 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopCenter\n""]",4.0, Send a message to Site Incharge at New York about GM visit,Event_532,teams/msnweather,
3,Recording_114,Process_29,2022-02-14T08:28:06+00:00,Click UI element in window,"Edit 'Type a new message' in Pane 'Name Surname | Microsoft Teams, Main Window'",Teams,"Name Surname | Microsoft Teams, Main Window","[""UIAutomation.Click Element: appmask['Pane \\'Name Surname | Microsoft Teams, Main Window\\'']['Edit \\'Type a new message\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 44 OffsetY: 0 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",5.0, Send a message to Site Incharge at New York about GM visit,Event_532,teams/msnweather,
4,Recording_114,Process_29,2022-02-14T08:28:53+00:00,Populate text field in window,"Edit in Pane 'Name Surname | Microsoft Teams, Main Window'; Text:'Hi mr.Surname I wants to visit our NY site on nect week 19th feb. Are you available on that day?'",Teams,"Name Surname | Microsoft Teams, Main Window","[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'Name Surname | Microsoft Teams, Main Window\\'']['Edit'] Text: 'Hi mr.Surname I wants to visit our NY site on nect week 19th feb. Are you available on that day?' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",6.0, Send a message to Site Incharge at New York about GM visit,Event_532,teams/msnweather,
5,Recording_114,Process_29,2022-02-14T08:29:03+00:00,Press button in window,"Button 'Send' in Pane 'Name Surname | Microsoft Teams, Main Window'",Teams,"Name Surname | Microsoft Teams, Main Window","[""UIAutomation.PressButton Button: appmask['Pane \\'Name Surname | Microsoft Teams, Main Window\\'']['Button \\'Send\\'']\n""]",7.0, Send a message to Site Incharge at New York about GM visit,Event_532,teams/msnweather,
6,Recording_114,Process_29,2022-02-14T08:29:31+00:00,Press button in window,Google Chrome - 1 running window in Quick Launch Bar,,,"[""UIAutomation.PressButton Button: appmask['Quick Launch Bar']['Google Chrome - 1 running window']\n""]",8.0,Check weather for decided date,Event_533,teams/msnweather,
7,Recording_114,Process_29,2022-02-14T08:29:33+00:00,Press button in window,Button 'New Tab' in Pane 'Mail - Name ...  Chrome - Person 1',chrome,Mail - NameSurname - Outlook - Google Chrome - Person 1,"[""UIAutomation.PressButton Button: appmask['Pane \\'Mail - Name ...  Chrome - Person 1\\'']['Button \\'New Tab\\'']\n""]",9.0,Check weather for decided date,Event_533,teams/msnweather,
8,Recording_114,Process_29,2022-02-14T08:29:41+00:00,Populate text field in window,Edit 'Address and search bar' in Pane 'Mail - Name ...  Chrome - Person 1'; Text:'MSN weather',chrome,Mail - NameSurname - Outlook - Google Chrome - Person 1,"[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'Mail - Name ...  Chrome - Person 1\\'']['Edit \\'Address and search bar\\''] Text: 'MSN weather' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",10.0,Check weather for decided date,Event_533,teams/msnweather,
9,Recording_114,Process_29,2022-02-14T08:29:42+00:00,Send keys,TextToSend:'{Return}',,,"['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}'\n""]",11.0,Check weather for decided date,Event_533,teams/msnweather,
10,Recording_114,Process_29,2022-02-14T08:29:49+00:00,Click UI element in window,Hyperlink ' India  ...  › en-in › weather' in Pane 'Mail - Name ...  Chrome - Person 1',chrome,Mail - NameSurname - Outlook - Google Chrome - Person 1,"[""UIAutomation.Click Element: appmask['Pane \\'Mail - Name ...  Chrome - Person 1\\'']['Hyperlink \\' India  ...  › en-in › weather\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 33 OffsetY: 4 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",12.0,Check weather for decided date,Event_533,teams/msnweather,
