StepId,RecordingId,ProcessId,TimeStamp,StepName,StepDescription,ApplicationProcessName,ApplicationParentWindowName,AutomationStep,NextStepId,label_EventName,label_EventId,Process_Name,Connectors
0,Recording_63,Process_18,2022-02-28T09:17:30+00:00,Press button in window,Firefox - 1 running window in Quick Launch Bar,,,"[""UIAutomation.PressButton Button: appmask['Quick Launch Bar']['Firefox - 1 running window']\n""]",2.0,Login to the crm app,Event_315,rss/powerbi/dynamicscrmonline,
1,Recording_63,Process_18,2022-02-28T09:17:39+00:00,Populate text field in window,Edit 'Search with Google or enter address' in Window 'Mozilla Firefox'; Text:'dynemic crm',firefox,Mozilla Firefox,"[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Mozilla Firefox\\'']['Edit \\'Search with Google or enter address\\''] Text: 'dynemic crm' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",3.0,Login to the crm app,Event_315,rss/powerbi/dynamicscrmonline,
2,Recording_63,Process_18,2022-02-28T09:17:40+00:00,Send keys,TextToSend:'{Return}',,,"['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}'\n""]",4.0,Login to the crm app,Event_315,rss/powerbi/dynamicscrmonline,
3,Recording_63,Process_18,2022-02-28T09:17:46+00:00,Click UI element in window,Hyperlink 'What is  ...  en-us › what-is-crm' in Window 'dynemic crm - Google Search — Mozilla Firefox',firefox,dynemic crm - Google Search — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'dynemic crm - Google Search — Mozilla Firefox\\'']['Hyperlink \\'What is  ...  en-us › what-is-crm\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -58 OffsetY: -12 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomRight\n""]",5.0,Login to the crm app,Event_315,rss/powerbi/dynamicscrmonline,
4,Recording_63,Process_18,2022-02-28T09:17:51+00:00,Click UI element in window,Hyperlink 'Start free' in Window 'What is  ...  — Mozilla Firefox',firefox,What is CRM?| Microsoft Dynamics 365 — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'What is  ...  — Mozilla Firefox\\'']['Hyperlink \\'Start free\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -2 OffsetY: -10 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomRight\n""]",6.0,Login to the crm app,Event_315,rss/powerbi/dynamicscrmonline,
5,Recording_63,Process_18,2022-02-28T09:18:00+00:00,Click UI element in window,Hyperlink 'Click this button to try sales app for free' in Window 'Start a Free  ...  — Mozilla Firefox',firefox,Start a Free Trial for Microsoft Dynamics 365| Microsoft Dynamics 365 — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'Start a Free  ...  — Mozilla Firefox\\'']['Hyperlink \\'Click this button to try sales app for free\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -12 OffsetY: -3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]",7.0,Login to the crm app,Event_315,rss/powerbi/dynamicscrmonline,
6,Recording_63,Process_18,2022-02-28T09:18:10+00:00,Click UI element in window,Tree Item 'Leads' in Window 'Sales dashboard - Dynamics 365 — Mozilla Firefox',firefox,Sales dashboard - Dynamics 365 — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'Sales dashboard - Dynamics 365 — Mozilla Firefox\\'']['Tree Item \\'Leads\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 3 OffsetY: -5 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",8.0,Get the customer data,Event_316,rss/powerbi/dynamicscrmonline,
7,Recording_63,Process_18,2022-02-28T09:18:16+00:00,Select menu option in window,Menu Item 'Export to Excel' in Window 'Leads My  ...  — Mozilla Firefox',firefox,Leads My Open Leads - Dynamics 365 — Mozilla Firefox,"[""UIAutomation.SelectMenuOption Control: appmask['Window \\'Leads My  ...  — Mozilla Firefox\\'']['Menu Item \\'Export to Excel\\'']\n""]",9.0,Get the customer data,Event_316,rss/powerbi/dynamicscrmonline,
8,Recording_63,Process_18,2022-02-28T09:18:20+00:00,Select radio button in window,Radio Button 'Save File' in Window 'Leads My  ...  — Mozilla Firefox',firefox,Leads My Open Leads - Dynamics 365 — Mozilla Firefox,"[""UIAutomation.SelectRadioButton RadioButton: appmask['Window \\'Leads My  ...  — Mozilla Firefox\\'']['Radio Button \\'Save File\\'']\n""]",10.0,Get the customer data,Event_316,rss/powerbi/dynamicscrmonline,
9,Recording_63,Process_18,2022-02-28T09:18:23+00:00,Press button in window,Button 'OK' in Window 'Leads My  ...  — Mozilla Firefox',firefox,Leads My Open Leads - Dynamics 365 — Mozilla Firefox,"[""UIAutomation.PressButton Button: appmask['Window \\'Leads My  ...  — Mozilla Firefox\\'']['Button \\'OK\\'']\n""]",11.0,Get the customer data,Event_316,rss/powerbi/dynamicscrmonline,
10,Recording_63,Process_18,2022-02-28T09:18:31+00:00,Press button in window,Button 'Distill Web Monitor' in Window 'Leads My  ...  — Mozilla Firefox',firefox,Leads My Open Leads - Dynamics 365 — Mozilla Firefox,"[""UIAutomation.PressButton Button: appmask['Window \\'Leads My  ...  — Mozilla Firefox\\'']['Button \\'Distill Web Monitor\\'']\n""]",12.0,Open the rss feed,Event_317,rss/powerbi/dynamicscrmonline,
11,Recording_63,Process_18,2022-02-28T09:18:34+00:00,Press button in window,Button 'Select parts of page' in Window 'Leads My  ...  — Mozilla Firefox',firefox,Leads My Open Leads - Dynamics 365 — Mozilla Firefox,"[""UIAutomation.PressButton Button: appmask['Window \\'Leads My  ...  — Mozilla Firefox\\'']['Button \\'Select parts of page\\'']\n""]",13.0,Prepare a feed for inclusion of new customer in crm,Event_318,rss/powerbi/dynamicscrmonline,
12,Recording_63,Process_18,2022-02-28T09:18:44+00:00,Click UI element in window,Edit '1 - 16 of 16' in Window 'Leads My  ...  — Mozilla Firefox',firefox,Leads My Open Leads - Dynamics 365 — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'Leads My  ...  — Mozilla Firefox\\'']['Edit \\'1 - 16 of 16\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -9 OffsetY: -2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",18.0,Prepare a feed for inclusion of new customer in crm,Event_318,rss/powerbi/dynamicscrmonline,
13,Recording_63,Process_18,2022-02-28T09:19:06+00:00,Press button in window,Button ' Save selections' in Window 'Leads My  ...  — Mozilla Firefox',firefox,Leads My Open Leads - Dynamics 365 — Mozilla Firefox,"[""UIAutomation.PressButton Button: appmask['Window \\'Leads My  ...  — Mozilla Firefox\\'']['Button \\'\uf0c7 Save selections\\'']\n""]",20.0,Prepare a feed for inclusion of new customer in crm,Event_318,rss/powerbi/dynamicscrmonline,
14,Recording_63,Process_18,2022-02-28T09:19:16+00:00,Click UI element in window,Hyperlink 'Add action' in Window 'Watchlist - Distill — Mozilla Firefox',firefox,Watchlist - Distill — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'Watchlist - Distill — Mozilla Firefox\\'']['Hyperlink \\'Add action\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -3 OffsetY: 4 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopCenter\n""]",22.0,Prepare a feed for inclusion of new customer in crm,Event_318,rss/powerbi/dynamicscrmonline,
15,Recording_63,Process_18,2022-02-28T09:19:20+00:00,Click UI element in window,Edit 'Popup Notification (for local monitor)' in Window 'Watchlist - Distill — Mozilla Firefox',firefox,Watchlist - Distill — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'Watchlist - Distill — Mozilla Firefox\\'']['Edit \\'Popup Notification (for local monitor)\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 8 OffsetY: -3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",23.0,Prepare a feed for inclusion of new customer in crm,Event_318,rss/powerbi/dynamicscrmonline,
16,Recording_63,Process_18,2022-02-28T09:19:23+00:00,Click UI element in window,Hyperlink 'Add Condition' in Window 'Watchlist - Distill — Mozilla Firefox',firefox,Watchlist - Distill — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'Watchlist - Distill — Mozilla Firefox\\'']['Hyperlink \\'Add Condition\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -22 OffsetY: -3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomRight\n""]",24.0,Prepare a feed for inclusion of new customer in crm,Event_318,rss/powerbi/dynamicscrmonline,
17,Recording_63,Process_18,2022-02-28T09:19:28+00:00,Set drop-down list value in window,Combo Box in Window 'Watchlist - Distill — Mozilla Firefox',firefox,Watchlist - Distill — Mozilla Firefox,"[""UIAutomation.SetDropDownListValueInWindow.SetDropDownListValueByName DropDownList: appmask['Window \\'Watchlist - Distill — Mozilla Firefox\\'']['Combo Box'] OptionsNames: 'has number more than (>)'\n""]",25.0,Prepare a feed for inclusion of new customer in crm,Event_318,rss/powerbi/dynamicscrmonline,
18,Recording_63,Process_18,2022-02-28T09:19:41+00:00,Populate text field in window,Edit 'Number' in Window 'Watchlist - Distill — Mozilla Firefox'; Text:'1 - 16 of 16',firefox,Watchlist - Distill — Mozilla Firefox,"[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Watchlist - Distill — Mozilla Firefox\\'']['Edit \\'Number\\''] Text: '1 - 16 of 16' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",26.0,Prepare a feed for inclusion of new customer in crm,Event_318,rss/powerbi/dynamicscrmonline,
19,Recording_63,Process_18,2022-02-28T09:19:44+00:00,Press button in window,Button 'Save' in Window 'Watchlist - Distill — Mozilla Firefox',firefox,Watchlist - Distill — Mozilla Firefox,"[""UIAutomation.PressButton Button: appmask['Window \\'Watchlist - Distill — Mozilla Firefox\\'']['Button \\'Save\\'']\n""]",27.0,Prepare a feed for inclusion of new customer in crm,Event_318,rss/powerbi/dynamicscrmonline,
20,Recording_63,Process_18,2022-02-28T09:19:50+00:00,Press button in window,Button 'Type here to search' in TaskBar,,,"[""UIAutomation.PressButton Button: appmask['TaskBar']['Button \\'Type here to search\\'']\n""]",28.0,Go to Bi tool & import the data,Event_319,rss/powerbi/dynamicscrmonline,
