"RecordingId","ProcessId","TimeStamp","StepName","StepDescription","ApplicationProcessName","ApplicationParentWindowName","AutomationStep","NextStepId","label_EventName","label_EventId","Process_Name","Connectors"
"Recording_12","Process_10","2022-02-22T09:28:55+00:00","Press button in window","Microsoft Teams - 1 running window in Quick Launch Bar","","","[""UIAutomation.PressButton Button: appmask['Quick Launch Bar']['Microsoft Teams - 1 running window']\n""]","2","Open the planning app and prepare a task","Event_51","Microsoftforms/rss/planner","Planner"
"Recording_12","Process_10","2022-02-22T09:28:58+00:00","Press button in window","Button 'Add a tab' in Pane 'General  ...  Teams, Main Window'","Teams","General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomation.PressButton Button: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Button \\'Add a tab\\'']\n""]","3","Open the planning app and prepare a task","Event_51","Microsoftforms/rss/planner","Planner"
"Recording_12","Process_10","2022-02-22T09:29:04+00:00","Populate text field in window","Edit 'Search' in Pane 'General  ...  Teams, Main Window'; Text:'task'","Teams","General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Edit \\'Search\\''] Text: 'task' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]","4","Open the planning app and prepare a task","Event_51","Microsoftforms/rss/planner","Planner"
"Recording_12","Process_10","2022-02-22T09:29:08+00:00","Click UI element in window","List Item 'Tasks by Planner and To Do' in Pane 'General  ...  Teams, Main Window'","Teams","General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomation.Click Element: appmask['Pane \\'General  ...  Teams, Main Window\\'']['List Item \\'Tasks by Planner and To Do\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -9 OffsetY: -32 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomRight\n""]","5","Open the planning app and prepare a task","Event_51","Microsoftforms/rss/planner","Planner"
"Recording_12","Process_10","2022-02-22T09:29:14+00:00","Click UI element in window","Document 'Microsoft Teams Tasks' in Pane 'General  ...  Teams, Main Window'","Teams","General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomation.Click Element: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Document \\'Microsoft Teams Tasks\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 76 OffsetY: -33 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]","6","Open the planning app and prepare a task","Event_51","Microsoftforms/rss/planner","Planner"
"Recording_12","Process_10","2022-02-22T09:29:17+00:00","Drag and drop UI element in window","Document 'General (Project RoadMap) | Microsoft Teams' in Document 'Microsoft Teams Tasks' in Pane 'General  ...  Teams, Main Window'","Teams","General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomation.DragAndDropElement MouseDownOffsetY: -33 MouseDownOffsetX: 76 RectangleEdgePointForMouseDown: UIAutomation.RectangleEdgePoint.MiddleLeft ControlToDrag: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Document \\'Microsoft Teams Tasks\\''] MouseUpOffsetY: -32 MouseUpOffsetX: 378 RectangleEdgePointForMouseUp: UIAutomation.RectangleEdgePoint.MiddleLeft ControlToDropOver: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Document \\'General (Project RoadMap) | Microsoft Teams\\''] ClickType: UIAutomation.DragAndDropClickType.LeftClick\n""]","7","Open the planning app and prepare a task","Event_51","Microsoftforms/rss/planner","Planner"
"Recording_12","Process_10","2022-02-22T09:29:36+00:00","Populate text field in window","Edit 'Tab name' in Pane 'General  ...  Teams, Main Window'; Text:'Plan for employee feedback on new cafeteria'","Teams","General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Edit \\'Tab name\\''] Text: 'Plan for employee feedback on new cafeteria' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]","8","Open the planning app and prepare a task","Event_51","Microsoftforms/rss/planner","Planner"
"Recording_12","Process_10","2022-02-22T09:29:40+00:00","Press button in window","Button 'Save' in Pane 'General  ...  Teams, Main Window'","Teams","General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomation.PressButton Button: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Button \\'Save\\'']\n""]","9","Open the planning app and prepare a task","Event_51","Microsoftforms/rss/planner","Planner"
"Recording_12","Process_10","2022-02-22T09:29:56+00:00","Press button in window","Button 'Add task card in To do column' in Pane 'General  ...  Teams, Main Window'","Teams","General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomation.PressButton Button: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Button \\'Add task card in To do column\\'']\n""]","10","Open the planning app and prepare a task","Event_51","Microsoftforms/rss/planner","Planner"
"Recording_12","Process_10","2022-02-22T09:30:20+00:00","Populate text field in window","Edit 'Task name' in Pane 'General  ...  Teams, Main Window'; Text:'Create a survey form for new cafeteria facility'","Teams","General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Edit \\'Task name\\''] Text: 'Create a survey form for new cafeteria facility' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]","11","Open the planning app and prepare a task","Event_51","Microsoftforms/rss/planner","Planner"
