"StepId","RecordingId","ProcessId","TimeStamp","DurationSec","StepName","StepDescription","ApplicationProcessName","ApplicationParentWindowName","AutomationStep","NextStepId","label_EventName","label_EventId","Process_Name","Connectors"
0,"Recording_45","Process_19",1646106392,"3","Press button in window","Microsoft Teams - 1 running window in Quick Launch Bar","","","[""UIAutomation.PressButton Button: appmask['Quick Launch Bar']['Microsoft Teams - 1 running window']\n""]","2"," Open planning tool","Event_216","planner/sql/projectonline","Planner"
1,"Recording_45","Process_19",1646106395,"7","Select menu option in window","Menu Item 'More added apps Toolbar' in Pane 'General  ...  Teams, Main Window'","Teams","General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomation.SelectMenuOption Control: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Menu Item \\'More added apps Toolbar\\'']\n""]","3"," Open planning tool","Event_216","planner/sql/projectonline","Planner"
2,"Recording_45","Process_19",1646106402,"11","Populate text field in window","Edit 'Search for apps' in Pane 'General  ...  Teams, Main Window'; Text:'project'","Teams","General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Edit \\'Search for apps\\''] Text: 'project' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]","4"," Open planning tool","Event_216","planner/sql/projectonline","Planner"
3,"Recording_45","Process_19",1646106413,"3","Press button in window","Button in Pane 'General  ...  Teams, Main Window'","Teams","General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomation.PressButton Button: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Button']\n""]","5"," Open planning tool","Event_216","planner/sql/projectonline","Planner"
4,"Recording_45","Process_19",1646106416,"12","Select menu option in window","Menu Item 'OnePlan' in Pane 'General  ...  Teams, Main Window'","Teams","General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomation.SelectMenuOption Control: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Menu Item \\'OnePlan\\'']\n""]","6"," Open planning tool","Event_216","planner/sql/projectonline","Planner"
5,"Recording_45","Process_19",1646106428,"6","Click UI element in window","Hyperlink 'Change Group' in Pane 'General  ...  Teams, Main Window'","Teams","General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomation.Click Element: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Hyperlink \\'Change Group\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -14 OffsetY: -13 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomCenter\n""]","7"," Open planning tool","Event_216","planner/sql/projectonline","Planner"
6,"Recording_45","Process_19",1646106434,"8","Select menu option in window","Menu Item '--Select Group--' in Pane 'General  ...  Teams, Main Window'","Teams","General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomation.SelectMenuOption Control: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Menu Item \\'--Select Group--\\'']\n""]","8"," Open planning tool","Event_216","planner/sql/projectonline","Planner"
7,"Recording_45","Process_19",1646106442,"8","Click UI element in window","Hyperlink 'Create a New Trial' in Pane 'General  ...  Teams, Main Window'","Teams","General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomation.Click Element: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Hyperlink \\'Create a New Trial\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -27 OffsetY: -3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]","9"," Open planning tool","Event_216","planner/sql/projectonline","Planner"
8,"Recording_45","Process_19",1646106450,"8","Click UI element in window","Hyperlink 'Continue' in Pane 'General  ...  Teams, Main Window'","Teams","General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomation.Click Element: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Hyperlink \\'Continue\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -5 OffsetY: 2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]","10"," Open planning tool","Event_216","planner/sql/projectonline","Planner"
9,"Recording_45","Process_19",1646106458,"19","Select menu option in window","Menu Item in Pane 'General  ...  Teams, Main Window'","Teams","General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomation.SelectMenuOption Control: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Menu Item']\n""]","11","Download the data file of all task","Event_217","planner/sql/projectonline","Planner"
10,"Recording_45","Process_19",1646106477,"19","Click UI element in window","Pane 3 in Pane 'General  ...  Teams, Main Window'","Teams","General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomation.Click Element: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Pane 3'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -107 OffsetY: -23 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomRight\n""]","12","Download the data file of all task","Event_217","planner/sql/projectonline","Planner"
11,"Recording_45","Process_19",1646106496,"4","Press button in window","File Explorer - 1 running window in Quick Launch Bar","","","[""UIAutomation.PressButton Button: appmask['Quick Launch Bar']['File Explorer - 1 running window']\n""]","13","Download the data file of all task","Event_217","planner/sql/projectonline","Planner"
12,"Recording_45","Process_19",1646106500,"7","Click UI element in window","Edit 'Name' in Window 'Downloads'","explorer","Downloads","[""UIAutomation.Click Element: appmask['Window \\'Downloads\\'']['Edit \\'Name\\''] ClickType: UIAutomation.ClickType.DoubleClick OffsetX: 8 OffsetY: -4 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]","14","Download the data file of all task","Event_217","planner/sql/projectonline","Planner"
13,"Recording_45","Process_19",1646106507,"3","Press button in window","UIAutomation.PressButtonButton:appmask['Window \'Wor ...  View] - Excel\'']['Button \'Enable Editing\'']","","","[""UIAutomation.PressButton Button: appmask['Window \\'Wor ...  View] - Excel\\'']['Button \\'Enable Editing\\'']\n""]","15","Download the data file of all task","Event_217","planner/sql/projectonline","Planner"
14,"Recording_45","Process_19",1646106510,"4","Press button in window","Button 'File Tab' in Window 'WorkPlan_Taskdistributionofnewproject.csv - Excel'","EXCEL","WorkPlan_Taskdistributionofnewproject.csv - Excel","[""UIAutomation.PressButton Button: appmask['Window \\'WorkPlan_Taskdistributionofnewproject.csv - Excel\\'']['Button \\'File Tab\\'']\n""]","16","Download the data file of all task","Event_217","planner/sql/projectonline","Planner"
15,"Recording_45","Process_19",1646106514,"3","Select tab in window","Tab Item 'Save As' in Window 'WorkPlan_Taskdistributionofnewproject.csv - Excel'","EXCEL","WorkPlan_Taskdistributionofnewproject.csv - Excel","[""UIAutomation.SelectTab Tab: appmask['Window \\'WorkPlan_Taskdistributionofnewproject.csv - Excel\\'']['Tab Item \\'Save As\\'']\n""]","17","Download the data file of all task","Event_217","planner/sql/projectonline","Planner"
16,"Recording_45","Process_19",1646106517,"17","Press button in window","Button 'Downloads' in Window 'WorkPlan_Taskdistributionofnewproject.csv - Excel'","EXCEL","WorkPlan_Taskdistributionofnewproject.csv - Excel","[""UIAutomation.PressButton Button: appmask['Window \\'WorkPlan_Taskdistributionofnewproject.csv - Excel\\'']['Button \\'Downloads\\'']\n""]","18","Download the data file of all task","Event_217","planner/sql/projectonline","Planner"
17,"Recording_45","Process_19",1646106534,"4","Populate text field in window","Edit 'File name:' in Window 'WorkPlan_Taskdistributionofnewproject.csv - Excel'; Text:'WorkPlan for new project'","EXCEL","WorkPlan_Taskdistributionofnewproject.csv - Excel","[""UIAutomation.PopulateTextField TextField: appmask['Window \\'WorkPlan_Taskdistributionofnewproject.csv - Excel\\'']['Edit \\'File name:\\''] Text: 'WorkPlan for new project' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]","19","Download the data file of all task","Event_217","planner/sql/projectonline","Planner"
18,"Recording_45","Process_19",1646106538,"4","Set drop-down list value in window","Combo Box 'Save as type:' in Window 'WorkPlan_Taskdistributionofnewproject.csv - Excel'","EXCEL","WorkPlan_Taskdistributionofnewproject.csv - Excel","[""UIAutomation.SetDropDownListValueInWindow.SetDropDownListValueByName DropDownList: appmask['Window \\'WorkPlan_Taskdistributionofnewproject.csv - Excel\\'']['Combo Box \\'Save as type:\\''] OptionsNames: 'CSV (Comma delimited) '\n""]","20","Download the data file of all task","Event_217","planner/sql/projectonline","Planner"
19,"Recording_45","Process_19",1646106542,"2","Press button in window","Button 'Save' in Window 'WorkPlan_Taskdistributionofnewproject.csv - Excel'","EXCEL","WorkPlan_Taskdistributionofnewproject.csv - Excel","[""UIAutomation.PressButton Button: appmask['Window \\'WorkPlan_Taskdistributionofnewproject.csv - Excel\\'']['Button \\'Save\\'']\n""]","21","Download the data file of all task","Event_217","planner/sql/projectonline","Planner"
20,"Recording_45","Process_19",1646106544,"6","Press button in window","Button 'Yes' in Window 'WorkPlan for new project - Excel'","EXCEL","WorkPlan for new project - Excel","[""UIAutomation.PressButton Button: appmask['Window \\'WorkPlan for new project - Excel\\'']['Button \\'Yes\\'']\n""]","22","Download the data file of all task","Event_217","planner/sql/projectonline","Planner"
21,"Recording_45","Process_19",1646106550,"2","Press button in window","Button 'Close' in Window 'WorkPlan for new project - Excel'","EXCEL","WorkPlan for new project - Excel","[""UIAutomation.PressButton Button: appmask['Window \\'WorkPlan for new project - Excel\\'']['Button \\'Close\\'']\n""]","23","Download the data file of all task","Event_217","planner/sql/projectonline","Planner"
22,"Recording_45","Process_19",1646106552,"2","Press button in window","Button 'Save' in Window 'WorkPlan for new project - Excel'","EXCEL","WorkPlan for new project - Excel","[""UIAutomation.PressButton Button: appmask['Window \\'WorkPlan for new project - Excel\\'']['Button \\'Save\\'']\n""]","24","Download the data file of all task","Event_217","planner/sql/projectonline","Planner"
23,"Recording_45","Process_19",1646106554,"3","Press button in window","Button 'Save' in Window 'WorkPlan for new project - Excel'","EXCEL","WorkPlan for new project - Excel","[""UIAutomation.PressButton Button: appmask['Window \\'WorkPlan for new project - Excel\\'']['Button \\'Save\\'']\n""]","25","Download the data file of all task","Event_217","planner/sql/projectonline","Planner"
24,"Recording_45","Process_19",1646106557,"2","Press button in window","Button 'Save' in Window 'WorkPlan for new project - Excel'","EXCEL","WorkPlan for new project - Excel","[""UIAutomation.PressButton Button: appmask['Window \\'WorkPlan for new project - Excel\\'']['Button \\'Save\\'']\n""]","26","Download the data file of all task","Event_217","planner/sql/projectonline","Planner"
25,"Recording_45","Process_19",1646106559,"6","Populate text field in window","Edit 'Search box' in Window 'Search'; Text:'sql'","SearchApp","Search","[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Search\\'']['Edit \\'Search box\\''] Text: 'sql' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]","27","Go to SQL server","Event_218","planner/sql/projectonline","sql"
26,"Recording_45","Process_19",1646106565,"11","Click UI element in window","List Item 'Microsoft  ...  to switch preview' in Window 'Search'","SearchApp","Search","[""UIAutomation.Click Element: appmask['Window \\'Search\\'']['List Item \\'Microsoft  ...  to switch preview\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -93 OffsetY: -14 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]","28","Go to SQL server","Event_218","planner/sql/projectonline","sql"
27,"Recording_45","Process_19",1646106576,"13","Press button in window","Button 'Connect' in Window 'Microsoft SQL Server Management Studio'","Ssms","Microsoft SQL Server Management Studio","[""UIAutomation.PressButton Button: appmask['Window \\'Microsoft SQL Server Management Studio\\'']['Button \\'Connect\\'']\n""]","29","Go to SQL server","Event_218","planner/sql/projectonline","sql"
28,"Recording_45","Process_19",1646106589,"7","Click UI element in window","Tree Item 'Databases' in Window 'Microsoft SQL Server Management Studio'","Ssms","Microsoft SQL Server Management Studio","[""UIAutomation.Click Element: appmask['Window \\'Microsoft SQL Server Management Studio\\'']['Tree Item \\'Databases\\''] ClickType: UIAutomation.ClickType.LeftClick\n""]","30","Add the data file","Event_219","planner/sql/projectonline","sql"
29,"Recording_45","Process_19",1646106596,"13","Click UI element in window","Tree Item 'sqlpowerbi' in Window 'Microsoft SQL Server Management Studio'","Ssms","Microsoft SQL Server Management Studio","[""UIAutomation.Click Element: appmask['Window \\'Microsoft SQL Server Management Studio\\'']['Tree Item \\'sqlpowerbi\\''] ClickType: UIAutomation.ClickType.RightClick OffsetX: -11 OffsetY: -1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]","31","Add the data file","Event_219","planner/sql/projectonline","sql"
30,"Recording_45","Process_19",1646106609,"4","Click UI element in window","Tool Bar 'TasksDropDown' in Window 'Microsoft SQL Server Management Studio'","Ssms","Microsoft SQL Server Management Studio","[""UIAutomation.Click Element: appmask['Window \\'Microsoft SQL Server Management Studio\\'']['Tool Bar \\'TasksDropDown\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 65 OffsetY: -56 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomLeft\n""]","32","Add the data file","Event_219","planner/sql/projectonline","sql"
31,"Recording_45","Process_19",1646106613,"16","Press button in window","UIAutomation.PressButtonButton:appmask['Window \'Import Flat File \'sqlpowerbi\'\'']['Button \'Next >\'']","","","[""UIAutomation.PressButton Button: appmask['Window \\'Import Flat File \\'sqlpowerbi\\'\\'']['Button \\'Next >\\'']\n""]","33","Add the data file","Event_219","planner/sql/projectonline","sql"
