"StepId","RecordingId","ProcessId","TimeStamp","DurationSec","StepName","StepDescription","ApplicationProcessName","ApplicationParentWindowName","AutomationStep","NextStepId","label_EventName","label_EventId","Process_Name","Connectors"
0,"Recording_46","Process_19","2022-03-01T05:08:46",2,"Select menu option in window","Google Chrome - 2 running windows in Quick Launch Bar","","","[""UIAutomation.SelectMenuOption Control: appmask['Quick Launch Bar']['Google Chrome - 2 running windows']\n""]",2,"Go to the planning tool","Event_222","planner/sql/projectonline","Planner"
1,"Recording_46","Process_19","2022-03-01T05:08:48",9,"Click UI element in window","List Item 'New Tab - Google Chrome' in List 'Task Switcher'","","Task Switcher","[""UIAutomation.Click Element: appmask['List \\'Task Switcher\\'']['List Item \\'New Tab - Google Chrome\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 6 OffsetY: -46 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomCenter\n""]",3,"Go to the planning tool","Event_222","planner/sql/projectonline","Planner"
2,"Recording_46","Process_19","2022-03-01T05:08:57",1,"Populate text field in window","Edit 'Address and search bar' in Pane 'New Tab - Google Chrome - Person 1'; Text:'Zoho planner'","chrome","New Tab - Google Chrome - Person 1","[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Edit \\'Address and search bar\\''] Text: 'Zoho planner' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",4,"Go to the planning tool","Event_222","planner/sql/projectonline","Planner"
3,"Recording_46","Process_19","2022-03-01T05:08:58",3,"Send keys","TextToSend:'{Return}'","","","['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}'\n""]",5,"Go to the planning tool","Event_222","planner/sql/projectonline","Planner"
4,"Recording_46","Process_19","2022-03-01T05:09:01",5,"Click UI element in window","Hyperlink ' Project  ...  › project-planning' in Pane 'New Tab - Google Chrome - Person 1'","chrome","New Tab - Google Chrome - Person 1","[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Hyperlink \\' Project  ...  › project-planning\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 154 OffsetY: 1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",6,"Go to the planning tool","Event_222","planner/sql/projectonline","Planner"
5,"Recording_46","Process_19","2022-03-01T05:09:06",6,"Click UI element in window","Hyperlink 'ACCESS ZOHO PROJECTS' in Pane 'New Tab - Google Chrome - Person 1'","chrome","New Tab - Google Chrome - Person 1","[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Hyperlink \\'ACCESS ZOHO PROJECTS\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -24 OffsetY: 0 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",7,"Go to the planning tool","Event_222","planner/sql/projectonline","Planner"
6,"Recording_46","Process_19","2022-03-01T05:09:12",9,"Click UI element in window","Hyperlink 'Action plan to on-board Project A' in Pane 'New Tab - Google Chrome - Person 1'","chrome","New Tab - Google Chrome - Person 1","[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Hyperlink \\'Action plan to on-board Project A\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -36 OffsetY: -4 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",8,"Go to the planning tool","Event_222","planner/sql/projectonline","Planner"
7,"Recording_46","Process_19","2022-03-01T05:09:21",14,"Click UI element in window","Text '' in Pane 'New Tab - Google Chrome - Person 1'","chrome","New Tab - Google Chrome - Person 1","[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Text \\'\ueaf6\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 0 OffsetY: -2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",9,"Export the tasks file","Event_223","planner/sql/projectonline","Planner"
8,"Recording_46","Process_19","2022-03-01T05:09:35",6,"Click UI element in window","Text 'Export Tasks' in Pane 'New Tab - Google Chrome - Person 1'","chrome","New Tab - Google Chrome - Person 1","[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Text \\'Export Tasks\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 16 OffsetY: 2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",10,"Export the tasks file","Event_223","planner/sql/projectonline","Planner"
9,"Recording_46","Process_19","2022-03-01T05:09:41",2,"Click UI element in window","Hyperlink 'XLS' in Pane 'New Tab - Google Chrome - Person 1'","chrome","New Tab - Google Chrome - Person 1","[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Hyperlink \\'XLS\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -11 OffsetY: -2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]",11,"Export the tasks file","Event_223","planner/sql/projectonline","Planner"
10,"Recording_46","Process_19","2022-03-01T05:09:43",5,"Click UI element in window","Edit in Pane 'New Tab - Google Chrome - Person 1'","chrome","New Tab - Google Chrome - Person 1","[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Edit'] ClickType: UIAutomation.ClickType.LeftClick\n""]",12,"Export the tasks file","Event_223","planner/sql/projectonline","Planner"
11,"Recording_46","Process_19","2022-03-01T05:09:48",5,"Press button in window","Button 'Export' in Pane 'New Tab - Google Chrome - Person 1'","chrome","New Tab - Google Chrome - Person 1","[""UIAutomation.PressButton Button: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Button \\'Export\\'']\n""]",13,"Export the tasks file","Event_223","planner/sql/projectonline","Planner"
12,"Recording_46","Process_19","2022-03-01T05:09:53",4,"Press button in window","Button 'Yes' in Pane 'New Tab - Google Chrome - Person 1'","chrome","New Tab - Google Chrome - Person 1","[""UIAutomation.PressButton Button: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Button \\'Yes\\'']\n""]",14,"Export the tasks file","Event_223","planner/sql/projectonline","Planner"
13,"Recording_46","Process_19","2022-03-01T05:09:57",9,"Press button in window","Button 'Yes' in Pane 'New Tab - Google Chrome - Person 1'","chrome","New Tab - Google Chrome - Person 1","[""UIAutomation.PressButton Button: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Button \\'Yes\\'']\n""]",15,"Export the tasks file","Event_223","planner/sql/projectonline","Planner"
14,"Recording_46","Process_19","2022-03-01T05:10:06",17,"Click UI element in window","Hyperlink 'Download' in Pane 'New Tab - Google Chrome - Person 1'","chrome","New Tab - Google Chrome - Person 1","[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Hyperlink \\'Download\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -5 OffsetY: -1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",16,"Export the tasks file","Event_223","planner/sql/projectonline","Planner"
15,"Recording_46","Process_19","2022-03-01T05:10:23",6,"Press button in window","File Explorer in Quick Launch Bar","","","[""UIAutomation.PressButton Button: appmask['Quick Launch Bar']['File Explorer']\n""]",17,"Export the tasks file","Event_223","planner/sql/projectonline","Planner"
16,"Recording_46","Process_19","2022-03-01T05:10:29",5,"Click UI element in window","Tree Item 'Downloads (pinned)' in Window 'File Explorer'","explorer","File Explorer","[""UIAutomation.Click Element: appmask['Window \\'File Explorer\\'']['Tree Item \\'Downloads (pinned)\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -5 OffsetY: 2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",18,"Export the tasks file","Event_223","planner/sql/projectonline","Planner"
17,"Recording_46","Process_19","2022-03-01T05:10:34",4,"Click UI element in window","Edit 'Name' in Window 'Downloads'","explorer","Downloads","[""UIAutomation.Click Element: appmask['Window \\'Downloads\\'']['Edit \\'Name\\''] ClickType: UIAutomation.ClickType.RightClick OffsetX: 34 OffsetY: 0 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",19,"Export the tasks file","Event_223","planner/sql/projectonline","Planner"
18,"Recording_46","Process_19","2022-03-01T05:10:38",8,"Select menu option in window","Menu Item 'Extract All...' in ContextMenu","","","[""UIAutomation.SelectMenuOption Control: appmask['ContextMenu']['Menu Item \\'Extract All...\\'']\n""]",20,"Export the tasks file","Event_223","planner/sql/projectonline","Planner"
19,"Recording_46","Process_19","2022-03-01T05:10:46",8,"Press button in window","Button 'Extract' in Window 'Extract Compressed (Zipped) Folders'","explorer","Extract Compressed (Zipped) Folders","[""UIAutomation.PressButton Button: appmask['Window \\'Extract Compressed (Zipped) Folders\\'']['Button \\'Extract\\'']\n""]",21,"Export the tasks file","Event_223","planner/sql/projectonline","Planner"
20,"Recording_46","Process_19","2022-03-01T05:10:54",5,"Populate text field in window","Edit 'Password:' in Window '0% complete'; Text:P'password_secret_text'","explorer","0% complete","[""UIAutomation.PopulateTextField TextField: appmask['Window \\'0% complete\\'']['Edit \\'Password:\\''] Text: P'password_secret_text' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",22,"Export the tasks file","Event_223","planner/sql/projectonline","Planner"
21,"Recording_46","Process_19","2022-03-01T05:10:59",4,"Press button in window","Button 'OK' in Window '0% complete'","explorer","0% complete","[""UIAutomation.PressButton Button: appmask['Window \\'0% complete\\'']['Button \\'OK\\'']\n""]",23,"Export the tasks file","Event_223","planner/sql/projectonline","Planner"
22,"Recording_46","Process_19","2022-03-01T05:11:03",5,"Click UI element in window","Edit 'Name' in Window 'task_export_112718000000025949'","explorer","task_export_112718000000025949","[""UIAutomation.Click Element: appmask['Window \\'task_export_112718000000025949\\'']['Edit \\'Name\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 15 OffsetY: 1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",24,"Export the tasks file","Event_223","planner/sql/projectonline","Planner"
23,"Recording_46","Process_19","2022-03-01T05:11:08",4,"Press button in window","Button 'Type here to search' in TaskBar","","","[""UIAutomation.PressButton Button: appmask['TaskBar']['Button \\'Type here to search\\'']\n""]",25,"Open SQL server","Event_224","planner/sql/projectonline","Planner"
