StepId,RecordingId,ProcessId,TimeStamp,StepName,StepDescription,ApplicationProcessName,ApplicationParentWindowName,AutomationStep,NextStepId,label_EventName,label_EventId,Process_Name,Connectors
0,Recording_48,Process_20,2022-03-01T05:09:29+00:00,Press button in window,Name RKH - Chrome - 1 running window in Quick Launch Bar,,,"[""UIAutomation.PressButton Button: appmask['Quick Launch Bar']['Name RKH - Chrome - 1 running window']\n""]",2.0,Review ping in messaging app,Event_232,teams/excelonlinebusiness/dynamicscrmonline,
1,Recording_48,Process_20,2022-03-01T05:09:36+00:00,Click UI element in window,Hyperlink 'Offline  ...  s More options' in Pane '(1) Name Surname  ...  Chrome - Name RKH',chrome,(1) Name Surname | Microsoft Teams - Google Chrome - Name RKH,"[""UIAutomation.Click Element: appmask['Pane \\'(1) Name Surname  ...  Chrome - Name RKH\\'']['Hyperlink \\'Offline  ...  s More options\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 44 OffsetY: -2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",3.0,Review ping in messaging app,Event_232,teams/excelonlinebusiness/dynamicscrmonline,
2,Recording_48,Process_20,2022-03-01T05:09:45+00:00,Click UI element in window,Group 'Please add  ...  Today at 10:37 AM.' in Pane '(1) Name Surname  ...  Chrome - Name RKH',chrome,(1) Name Surname | Microsoft Teams - Google Chrome - Name RKH,"[""UIAutomation.Click Element: appmask['Pane \\'(1) Name Surname  ...  Chrome - Name RKH\\'']['Group \\'Please add  ...  Today at 10:37 AM.\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 167 OffsetY: 15 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopLeft\n""]",4.0,Review ping in messaging app,Event_232,teams/excelonlinebusiness/dynamicscrmonline,
3,Recording_48,Process_20,2022-03-01T05:09:49+00:00,Click UI element in window,Group 'Please add  ...  Today at 10:37 AM.' in Pane '(1) Name Surname  ...  Chrome - Name RKH',chrome,(1) Name Surname | Microsoft Teams - Google Chrome - Name RKH,"[""UIAutomation.Click Element: appmask['Pane \\'(1) Name Surname  ...  Chrome - Name RKH\\'']['Group \\'Please add  ...  Today at 10:37 AM.\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -70 OffsetY: -10 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",5.0,Review ping in messaging app,Event_232,teams/excelonlinebusiness/dynamicscrmonline,
4,Recording_48,Process_20,2022-03-01T05:09:57+00:00,Select menu option in window,Microsoft Edge (2) - 2 running windows in Quick Launch Bar,,,"[""UIAutomation.SelectMenuOption Control: appmask['Quick Launch Bar']['Microsoft Edge (2) - 2 running windows']\n""]",6.0,Go to the spreadsheet with new customer detail from cloud storage,Event_233,teams/excelonlinebusiness/dynamicscrmonline,
5,Recording_48,Process_20,2022-03-01T05:10:03+00:00,Click UI element in window,List Item 'New tab - Personal - Microsoft​ Edge' in List 'Task Switcher',,Task Switcher,"[""UIAutomation.Click Element: appmask['List \\'Task Switcher\\'']['List Item \\'New tab - Personal - Microsoft\u200b Edge\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -47 OffsetY: 0 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]",7.0,Go to the spreadsheet with new customer detail from cloud storage,Event_233,teams/excelonlinebusiness/dynamicscrmonline,
6,Recording_48,Process_20,2022-03-01T05:10:07+00:00,Click UI element in window,Edit 'Address and search bar' in Window 'New tab and  ...  - Microsoft​ Edge',msedge,New tab and 1 more page - Personal - Microsoft​ Edge,"[""UIAutomation.Click Element: appmask['Window \\'New tab and  ...  - Microsoft\u200b Edge\\'']['Edit \\'Address and search bar\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 60 OffsetY: 0 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",8.0,Go to the spreadsheet with new customer detail from cloud storage,Event_233,teams/excelonlinebusiness/dynamicscrmonline,
7,Recording_48,Process_20,2022-03-01T05:10:10+00:00,Populate text field in window,Edit 'Address and search bar' in Window 'New tab - Personal - Microsoft​ Edge'; Text:'o365',msedge,New tab - Personal - Microsoft​ Edge,"[""UIAutomation.PopulateTextField TextField: appmask['Window \\'New tab - Personal - Microsoft\u200b Edge\\'']['Edit \\'Address and search bar\\''] Text: 'o365' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",9.0,Go to the spreadsheet with new customer detail from cloud storage,Event_233,teams/excelonlinebusiness/dynamicscrmonline,
8,Recording_48,Process_20,2022-03-01T05:10:11+00:00,Send keys,TextToSend:'{Return}',,,"['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}'\n""]",10.0,Go to the spreadsheet with new customer detail from cloud storage,Event_233,teams/excelonlinebusiness/dynamicscrmonline,
9,Recording_48,Process_20,2022-03-01T05:10:17+00:00,Click UI element in window,Hyperlink 'Office 365 login' in Window 'o365 - Search - Personal - Microsoft​ Edge',msedge,o365 - Search - Personal - Microsoft​ Edge,"[""UIAutomation.Click Element: appmask['Window \\'o365 - Search - Personal - Microsoft\u200b Edge\\'']['Hyperlink \\'Office 365 login\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -8 OffsetY: -3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",11.0,Go to the spreadsheet with new customer detail from cloud storage,Event_233,teams/excelonlinebusiness/dynamicscrmonline,
10,Recording_48,Process_20,2022-03-01T05:10:25+00:00,Click UI element in window,Hyperlink 'SharePoint' in Window 'Microsoft  ...  - Microsoft​ Edge',msedge,Microsoft Office Home and 1 more page - Personal - Microsoft​ Edge,"[""UIAutomation.Click Element: appmask['Window \\'Microsoft  ...  - Microsoft\u200b Edge\\'']['Hyperlink \\'SharePoint\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 3 OffsetY: 2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",12.0,Go to the spreadsheet with new customer detail from cloud storage,Event_233,teams/excelonlinebusiness/dynamicscrmonline,
11,Recording_48,Process_20,2022-03-01T05:10:40+00:00,Click UI element in window,Hyperlink 'Site Project RoadMap.' in Window 'SharePoint  ...  - Microsoft​ Edge',msedge,SharePoint and 2 more pages - Personal - Microsoft​ Edge,"[""UIAutomation.Click Element: appmask['Window \\'SharePoint  ...  - Microsoft\u200b Edge\\'']['Hyperlink \\'Site Project RoadMap.\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -57 OffsetY: -16 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomRight\n""]",13.0,Go to the spreadsheet with new customer detail from cloud storage,Event_233,teams/excelonlinebusiness/dynamicscrmonline,
