"StepId","RecordingId","ProcessId","TimeStamp","DurationSec","StepName","StepDescription","ApplicationProcessName","ApplicationParentWindowName","AutomationStep","NextStepId","label_EventName","label_EventId","Process_Name","Connectors"
0,"Recording_142","Process_47","2021-12-15T06:49:08",3,"Press button in window","Google Chrome - 1 running window in Quick Launch Bar","","","[""UIAutomation.PressButton Button: appmask['Quick Launch Bar']['Google Chrome - 1 running window']\n""]",2,"Open cloud storage","Event_652","onedriveforbusiness/teams/onenote",NA
1,"Recording_142","Process_47","2021-12-15T06:49:11",13,"Click UI element in window","Edit 'Address and search bar' in Pane 'New Tab - Google Chrome - Person 1'","chrome","New Tab - Google Chrome - Person 1","[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Edit \\'Address and search bar\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 94 OffsetY: -1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",3,"Open cloud storage","Event_652","onedriveforbusiness/teams/onenote",NA
2,"Recording_142","Process_47","2021-12-15T06:49:24",2,"Populate text field in window","Edit 'Address and search bar' in Pane 'New Tab - Google Chrome - Person 1'; Text:'o365'","chrome","New Tab - Google Chrome - Person 1","[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Edit \\'Address and search bar\\''] Text: 'o365' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",4,"Open cloud storage","Event_652","onedriveforbusiness/teams/onenote",NA
3,"Recording_142","Process_47","2021-12-15T06:49:26",2,"Send keys","TextToSend:'{Return}'","","","['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}'\n""]",5,"Open cloud storage","Event_652","onedriveforbusiness/teams/onenote",NA
4,"Recording_142","Process_47","2021-12-15T06:49:28",7,"Click UI element in window","Hyperlink ' Office  ... office.com' in Pane 'New Tab - Google Chrome - Person 1'","chrome","New Tab - Google Chrome - Person 1","[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Hyperlink \\' Office  ... office.com\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 49 OffsetY: 3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",6,"Open cloud storage","Event_652","onedriveforbusiness/teams/onenote",NA
5,"Recording_142","Process_47","2021-12-15T06:49:35",5,"Click UI element in window","Hyperlink 'OneDrive' in Pane 'New Tab - Google Chrome - Person 1'","chrome","New Tab - Google Chrome - Person 1","[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Hyperlink \\'OneDrive\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -7 OffsetY: 2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",7,"Open cloud storage","Event_652","onedriveforbusiness/teams/onenote",NA
6,"Recording_142","Process_47","2021-12-15T06:49:40",4,"Click UI element in window","Hyperlink 'Project Demo' in Pane 'New Tab - Google Chrome - Person 1'","chrome","New Tab - Google Chrome - Person 1","[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Hyperlink \\'Project Demo\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 2 OffsetY: 2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",8," Locate spreadsheet in which the meeting points are mentioned.","Event_653","onedriveforbusiness/teams/onenote",NA
7,"Recording_142","Process_47","2021-12-15T06:49:44",11,"Click UI element in window","Hyperlink 'Minutes of Meeting (1).xlsx' in Pane 'New Tab - Google Chrome - Person 1'","chrome","New Tab - Google Chrome - Person 1","[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Hyperlink \\'Minutes of Meeting (1).xlsx\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -20 OffsetY: -3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",9," Locate spreadsheet in which the meeting points are mentioned.","Event_653","onedriveforbusiness/teams/onenote",NA
8,"Recording_142","Process_47","2021-12-15T06:49:55",18,"Click UI element in window","Image in Pane 'New Tab - Google Chrome - Person 1'","chrome","New Tab - Google Chrome - Person 1","[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Image'] ClickType: UIAutomation.ClickType.RightClick OffsetX: 778 OffsetY: 78 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopLeft\n""]",10," Locate spreadsheet in which the meeting points are mentioned.","Event_653","onedriveforbusiness/teams/onenote",NA
9,"Recording_142","Process_47","2021-12-15T06:50:13",5,"Press button in window","Microsoft Teams - 1 running window in Quick Launch Bar","","","[""UIAutomation.PressButton Button: appmask['Quick Launch Bar']['Microsoft Teams - 1 running window']\n""]",11," Open note taking app through messaging app","Event_654","onedriveforbusiness/teams/onenote",NA
10,"Recording_142","Process_47","2021-12-15T06:50:18",6,"Select menu option in window","Menu Item 'More added apps Toolbar' in Pane 'General  ...  Teams, Main Window'","Teams","General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomation.SelectMenuOption Control: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Menu Item \\'More added apps Toolbar\\'']\n""]",12," Open note taking app through messaging app","Event_654","onedriveforbusiness/teams/onenote",NA
11,"Recording_142","Process_47","2021-12-15T06:50:24",12,"Click UI element in window","Image 'OneNote app icon' in Pane 'General  ...  Teams, Main Window'","Teams","General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomation.Click Element: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Image \\'OneNote app icon\\''] ClickType: UIAutomation.ClickType.LeftButtonUp OffsetX: -8 OffsetY: -14 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomCenter\n""]",13," Open note taking app through messaging app","Event_654","onedriveforbusiness/teams/onenote",NA
12,"Recording_142","Process_47","2021-12-15T06:50:36",3,"Click UI element in window","Group 'Page Contents' in Pane 'General  ...  Teams, Main Window'","Teams","General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomation.Click Element: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Group \\'Page Contents\\''] ClickType: UIAutomation.ClickType.LeftButtonDown OffsetX: 54 OffsetY: 102 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopLeft\n""]",14,"Note down the feedback points in note taking app.","Event_655","onedriveforbusiness/teams/onenote",NA
13,"Recording_142","Process_47","2021-12-15T06:50:39",111,"Send keys","TextToSend:'{LControlKey}({V})'","","","['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{LControlKey}({V})'\n""]",15,"Note down the feedback points in note taking app.","Event_655","onedriveforbusiness/teams/onenote",NA
14,"Recording_142","Process_47","2021-12-15T06:52:30",6,"Press button in window","Button 'Share' in Pane 'New Tab - Google Chrome - Person 1'","chrome","New Tab - Google Chrome - Person 1","[""UIAutomation.PressButton Button: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Button \\'Share\\'']\n""]",16,"Share the same with respective team members","Event_656","onedriveforbusiness/teams/onenote",NA
15,"Recording_142","Process_47","2021-12-15T06:52:36",2,"Click UI element in window","Combo Box 'Enter a  ...  to share with.' in Pane 'New Tab - Google Chrome - Person 1'","chrome","New Tab - Google Chrome - Person 1","[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Combo Box \\'Enter a  ...  to share with.\\''] ClickType: UIAutomation.ClickType.LeftButtonDown OffsetX: -48 OffsetY: 9 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopCenter\n""]",17,"Share the same with respective team members","Event_656","onedriveforbusiness/teams/onenote",NA
16,"Recording_142","Process_47","2021-12-15T06:52:38",8,"Send keys","TextToSend:'Name'","","","['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: 'Name'\n""]",18,"Share the same with respective team members","Event_656","onedriveforbusiness/teams/onenote",NA
17,"Recording_142","Process_47","2021-12-15T06:52:46",7,"Click UI element in window","List Item 'Name Surname' in Pane 'New Tab - Google Chrome - Person 1'","chrome","New Tab - Google Chrome - Person 1","[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['List Item \\'Name Surname\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 10 OffsetY: 8 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",19,"Share the same with respective team members","Event_656","onedriveforbusiness/teams/onenote",NA
18,"Recording_142","Process_47","2021-12-15T06:52:53",NA,"Click UI element in window","Button 'Send' in Pane 'New Tab - Google Chrome - Person 1'","chrome","New Tab - Google Chrome - Person 1","[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Button \\'Send\\''] ClickType: UIAutomation.ClickType.LeftButtonUp OffsetX: 7 OffsetY: 3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n"", '# End of autogenerated actions using the desktop recorder\n']",NA,"Share the same with respective team members","Event_656","onedriveforbusiness/teams/onenote",NA
