StepId,RecordingId,ProcessId,TimeStamp,StepName,StepDescription,ApplicationProcessName,ApplicationParentWindowName,AutomationStep,NextStepId,label_EventName,label_EventId,duration
0,Recording_164,Process_49,2021-12-15T11:40:03+00:00,Press button in window,Google Chrome - 1 running window in Quick Launch Bar,,,"[""UIAutomation.PressButton Button: appmask['Quick Launch Bar']['Google Chrome - 1 running window']\n""]",3.0,Add team members to the directory.,Event_743,6.0
1,Recording_164,Process_49,2021-12-15T11:40:09+00:00,Select menu option in window,MenuItem: Users in Pane 'Microsoft 365  ...  Chrome (Guest)',chrome,Microsoft 365 admin center - Home - Google Chrome (Guest),"[""UIAutomation.SelectMenuOption Control: appmask['Pane \\'Microsoft 365  ...  Chrome (Guest)\\'']['MenuItem: Users']\n""]",4.0,Add team members to the directory.,Event_743,1.0
2,Recording_164,Process_49,2021-12-15T11:40:10+00:00,Select menu option in window,MenuItem: Active users in Pane 'Microsoft 365  ...  Chrome (Guest)',chrome,Microsoft 365 admin center - Home - Google Chrome (Guest),"[""UIAutomation.SelectMenuOption Control: appmask['Pane \\'Microsoft 365  ...  Chrome (Guest)\\'']['MenuItem: Active users']\n""]",5.0,Add team members to the directory.,Event_743,3.0
3,Recording_164,Process_49,2021-12-15T11:40:13+00:00,Select menu option in window,MenuItem: Add a user  ...  key to add a user in Pane 'Microsoft 365  ...  Chrome (Guest)',chrome,Microsoft 365 admin center - Home - Google Chrome (Guest),"[""UIAutomation.SelectMenuOption Control: appmask['Pane \\'Microsoft 365  ...  Chrome (Guest)\\'']['MenuItem: Add a user  ...  key to add a user']\n""]",6.0,Add team members to the directory.,Event_743,10.0
4,Recording_164,Process_49,2021-12-15T11:40:23+00:00,Populate text field in window,Edit 'First name' in Pane 'Microsoft 365  ...  Chrome (Guest)'; Text:'Darshna',chrome,Microsoft 365 admin center - Home - Google Chrome (Guest),"[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'Microsoft 365  ...  Chrome (Guest)\\'']['Edit \\'First name\\''] Text: 'Darshna' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",7.0,Add team members to the directory.,Event_743,6.0
5,Recording_164,Process_49,2021-12-15T11:40:29+00:00,Populate text field in window,Edit 'Last name' in Pane 'Microsoft 365  ...  Chrome (Guest)'; Text:'Surname',chrome,Microsoft 365 admin center - Home - Google Chrome (Guest),"[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'Microsoft 365  ...  Chrome (Guest)\\'']['Edit \\'Last name\\''] Text: 'Surname' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",8.0,Add team members to the directory.,Event_743,6.0
6,Recording_164,Process_49,2021-12-15T11:40:35+00:00,Click UI element in window,Data Item ' ... rosoft.com' in Pane 'Microsoft 365  ...  Chrome (Guest)',chrome,Microsoft 365 admin center - Home - Google Chrome (Guest),"[""UIAutomation.Click Element: appmask['Pane \\'Microsoft 365  ...  Chrome (Guest)\\'']['Data Item \\' ... rosoft.com\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 36 OffsetY: 12 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopCenter\n""]",9.0,Add team members to the directory.,Event_743,6.0
7,Recording_164,Process_49,2021-12-15T11:40:41+00:00,Populate text field in window,Edit 'Username *' in Pane 'Microsoft 365  ...  Chrome (Guest)'; Text:'Darshu',chrome,Microsoft 365 admin center - Home - Google Chrome (Guest),"[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'Microsoft 365  ...  Chrome (Guest)\\'']['Edit \\'Username *\\''] Text: 'Darshu' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",10.0,Add team members to the directory.,Event_743,5.0
8,Recording_164,Process_49,2021-12-15T11:40:46+00:00,Press button in window,Button 'Next' in Pane 'Microsoft 365  ...  Chrome (Guest)',chrome,Microsoft 365 admin center - Home - Google Chrome (Guest),"[""UIAutomation.PressButton Button: appmask['Pane \\'Microsoft 365  ...  Chrome (Guest)\\'']['Button \\'Next\\'']\n""]",11.0,Add team members to the directory.,Event_743,5.0
9,Recording_164,Process_49,2021-12-15T11:40:51+00:00,Click UI element in window,Data Item 'Email@Domain' in Pane 'Microsoft 365  ...  Chrome (Guest)',chrome,Microsoft 365 admin center - Home - Google Chrome (Guest),"[""UIAutomation.Click Element: appmask['Pane \\'Microsoft 365  ...  Chrome (Guest)\\'']['Data Item \\'Email@Domain\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 75 OffsetY: -12 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomLeft\n""]",12.0,Add team members to the directory.,Event_743,3.0
10,Recording_164,Process_49,2021-12-15T11:40:54+00:00,Press button in window,Button 'Next' in Pane 'Microsoft 365  ...  Chrome (Guest)',chrome,Microsoft 365 admin center - Home - Google Chrome (Guest),"[""UIAutomation.PressButton Button: appmask['Pane \\'Microsoft 365  ...  Chrome (Guest)\\'']['Button \\'Next\\'']\n""]",13.0,Add team members to the directory.,Event_743,4.0
11,Recording_164,Process_49,2021-12-15T11:40:58+00:00,Press button in window,Button 'Next' in Pane 'Microsoft 365  ...  Chrome (Guest)',chrome,Microsoft 365 admin center - Home - Google Chrome (Guest),"[""UIAutomation.PressButton Button: appmask['Pane \\'Microsoft 365  ...  Chrome (Guest)\\'']['Button \\'Next\\'']\n""]",14.0,Add team members to the directory.,Event_743,3.0
12,Recording_164,Process_49,2021-12-15T11:41:01+00:00,Press button in window,Button 'Finish adding' in Pane 'Microsoft 365  ...  Chrome (Guest)',chrome,Microsoft 365 admin center - Home - Google Chrome (Guest),"[""UIAutomation.PressButton Button: appmask['Pane \\'Microsoft 365  ...  Chrome (Guest)\\'']['Button \\'Finish adding\\'']\n""]",15.0,Add team members to the directory.,Event_743,10.0
13,Recording_164,Process_49,2021-12-15T11:41:11+00:00,Press button in window,Button 'Close' in Pane 'Microsoft 365  ...  Chrome (Guest)',chrome,Microsoft 365 admin center - Home - Google Chrome (Guest),"[""UIAutomation.PressButton Button: appmask['Pane \\'Microsoft 365  ...  Chrome (Guest)\\'']['Button \\'Close\\'']\n""]",16.0,Add team members to the directory.,Event_743,7.0
14,Recording_164,Process_49,2021-12-15T11:41:18+00:00,Press button in window,Google Chrome - 1 running window 2 in Quick Launch Bar,,,"[""UIAutomation.PressButton Button: appmask['Quick Launch Bar']['Google Chrome - 1 running window 2']\n""]",17.0,Connect the database server with podcasting app.,Event_744,4.0
15,Recording_164,Process_49,2021-12-15T11:41:22+00:00,Select menu option in window,MenuItem: Create in Pane 'Microsoft 365  ...  Chrome (Guest)',chrome,Microsoft 365 admin center - Home - Google Chrome (Guest),"[""UIAutomation.SelectMenuOption Control: appmask['Pane \\'Microsoft 365  ...  Chrome (Guest)\\'']['MenuItem: Create']\n""]",18.0,Connect the database server with podcasting app.,Event_744,8.0
16,Recording_164,Process_49,2021-12-15T11:41:30+00:00,Press button in window,Button 'Automated  ...  a designated event.' in Pane 'Microsoft 365  ...  Chrome (Guest)',chrome,Microsoft 365 admin center - Home - Google Chrome (Guest),"[""UIAutomation.PressButton Button: appmask['Pane \\'Microsoft 365  ...  Chrome (Guest)\\'']['Button \\'Automated  ...  a designated event.\\'']\n""]",19.0,Connect the database server with podcasting app.,Event_744,8.0
17,Recording_164,Process_49,2021-12-15T11:41:38+00:00,Populate text field in window,Edit 'Flow name' in Pane 'Microsoft 365  ...  Chrome (Guest)'; Text:'DemoRSS',chrome,Microsoft 365 admin center - Home - Google Chrome (Guest),"[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'Microsoft 365  ...  Chrome (Guest)\\'']['Edit \\'Flow name\\''] Text: 'DemoRSS' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",20.0,Connect the database server with podcasting app.,Event_744,3.0
18,Recording_164,Process_49,2021-12-15T11:41:41+00:00,Populate text field in window,Edit 'Choose your trigger by searching' in Pane 'Microsoft 365  ...  Chrome (Guest)'; Text:'rss',chrome,Microsoft 365 admin center - Home - Google Chrome (Guest),"[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'Microsoft 365  ...  Chrome (Guest)\\'']['Edit \\'Choose your trigger by searching\\''] Text: 'rss' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",21.0,Connect the database server with podcasting app.,Event_744,4.0
19,Recording_164,Process_49,2021-12-15T11:41:45+00:00,Select radio button in window,Radio Button 'Row Selection' in Pane 'Microsoft 365  ...  Chrome (Guest)',chrome,Microsoft 365 admin center - Home - Google Chrome (Guest),"[""UIAutomation.SelectRadioButton RadioButton: appmask['Pane \\'Microsoft 365  ...  Chrome (Guest)\\'']['Radio Button \\'Row Selection\\'']\n""]",22.0,Connect the database server with podcasting app.,Event_744,8.0
20,Recording_164,Process_49,2021-12-15T11:41:53+00:00,Click UI element in window,Hyperlink 'Create' in Pane 'Microsoft 365  ...  Chrome (Guest)',chrome,Microsoft 365 admin center - Home - Google Chrome (Guest),"[""UIAutomation.Click Element: appmask['Pane \\'Microsoft 365  ...  Chrome (Guest)\\'']['Hyperlink \\'Create\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 14 OffsetY: 0 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",24.0,Connect the database server with podcasting app.,Event_744,21.0
21,Recording_164,Process_49,2021-12-15T11:42:14+00:00,Click UI element in window,Text 'https://media.rss.com/rssdemo/feed.xml' in Pane 'Microsoft 365  ...  Chrome (Guest)',chrome,Microsoft 365 admin center - Home - Google Chrome (Guest),"[""UIAutomation.Click Element: appmask['Pane \\'Microsoft 365  ...  Chrome (Guest)\\'']['Text \\'https://media.rss.com/rssdemo/feed.xml\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 39 OffsetY: 5 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopCenter\n""]",25.0,Connect the database server with podcasting app.,Event_744,1.0
22,Recording_164,Process_49,2021-12-15T11:42:15+00:00,Select tab in window,Tab Item 'Create your flow | Power Automate' in Pane 'Microsoft 365  ...  Chrome (Guest)',chrome,Microsoft 365 admin center - Home - Google Chrome (Guest),"[""UIAutomation.SelectTab Tab: appmask['Pane \\'Microsoft 365  ...  Chrome (Guest)\\'']['Tab Item \\'Create your flow | Power Automate\\'']\n""]",26.0,Connect the database server with podcasting app.,Event_744,3.0
