StepId,RecordingId,ProcessId,TimeStamp,StepName,StepDescription,ApplicationProcessName,ApplicationParentWindowName,AutomationStep,NextStepId,label_EventName,label_EventId,Process_Name,Connectors,duration
0,Recording_111,Process_44,2022-02-18T06:17:43+00:00,Press button in window,Button 'Type here to search' in TaskBar,,,"[""UIAutomation.PressButton Button: appmask['TaskBar']['Button \\'Type here to search\\'']\n""]",2.0,Get the Event details from note taking app,Event_518,planner/onenote/googlecalendar,onenote,3.0
1,Recording_111,Process_44,2022-02-18T06:17:46+00:00,Populate text field in window,Edit 'Search box' in Window 'Search'; Text:'one',SearchApp,Search,"[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Search\\'']['Edit \\'Search box\\''] Text: 'one' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",3.0,Get the Event details from note taking app,Event_518,planner/onenote/googlecalendar,onenote,3.0
2,Recording_111,Process_44,2022-02-18T06:17:49+00:00,Click UI element in window,List Item 'OneNote  ...  to switch preview' in Window 'Search',SearchApp,Search,"[""UIAutomation.Click Element: appmask['Window \\'Search\\'']['List Item \\'OneNote  ...  to switch preview\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -94 OffsetY: -8 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]",4.0,Get the Event details from note taking app,Event_518,planner/onenote/googlecalendar,onenote,3.0
3,Recording_111,Process_44,2022-02-18T06:17:52+00:00,Press button in window,Button 'Click to view other notebooks   Annual Event Documents ‎» OneNote Notebooks' in Window 'Plan for annual event - OneNote',ONENOTE,Plan for annual event - OneNote,"[""UIAutomation.PressButton Button: appmask['Window \\'Plan for annual event - OneNote\\'']['Button \\'Click to view other notebooks   Annual Event Documents \u200e» OneNote Notebooks\\'']\n""]",5.0,Get the Event details from note taking app,Event_518,planner/onenote/googlecalendar,onenote,7.0
4,Recording_111,Process_44,2022-02-18T06:17:59+00:00,Press button in window,Button 'Notebook  ...  OneNote Notebooks' in Window 'Plan for annual event - OneNote',ONENOTE,Plan for annual event - OneNote,"[""UIAutomation.PressButton Button: appmask['Window \\'Plan for annual event - OneNote\\'']['Button \\'Notebook  ...  OneNote Notebooks\\'']\n""]",6.0,Get the Event details from note taking app,Event_518,planner/onenote/googlecalendar,onenote,2.0
5,Recording_111,Process_44,2022-02-18T06:18:01+00:00,Click UI element in window,Document 'OneNote current page' in Window 'Plan for annual event - OneNote',ONENOTE,Plan for annual event - OneNote,"[""UIAutomation.Click Element: appmask['Window \\'Plan for annual event - OneNote\\'']['Document \\'OneNote current page\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 214 OffsetY: -96 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",7.0,Get the Event details from note taking app,Event_518,planner/onenote/googlecalendar,onenote,4.0
6,Recording_111,Process_44,2022-02-18T06:18:05+00:00,Press button in window,"System Clock, 11:48 AM, ‎18-‎02-‎2022 in System Tray",,,"[""UIAutomation.PressButton Button: appmask['System Tray']['System Clock, 11:48 AM, \u200e18-\u200e02-\u200e2022']\n""]",8.0,Open the calender and check the appropriate date,Event_519,planner/onenote/googlecalendar,Googlecalendar,7.0
7,Recording_111,Process_44,2022-02-18T06:18:12+00:00,Click UI element in window,Data Item '27' in Window 'Date and Time Usernamermation',ShellExperienceHost,Date and Time Usernamermation,"[""UIAutomation.Click Element: appmask['Window \\'Date and Time Usernamermation\\'']['Data Item \\'27\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 8 OffsetY: 10 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopLeft\n""]",9.0,Open the calender and check the appropriate date,Event_519,planner/onenote/googlecalendar,Googlecalendar,12.0
8,Recording_111,Process_44,2022-02-18T06:18:24+00:00,Select menu option in window,Firefox - 2 running windows in Quick Launch Bar,,,"[""UIAutomation.SelectMenuOption Control: appmask['Quick Launch Bar']['Firefox - 2 running windows']\n""]",10.0,Go to the planning tool,Event_520,planner/onenote/googlecalendar,Planner,3.0
9,Recording_111,Process_44,2022-02-18T06:18:27+00:00,Click UI element in window,List Item 'Mozilla Firefox (Private Browsing)' in List 'Task Switcher',,Task Switcher,"[""UIAutomation.Click Element: appmask['List \\'Task Switcher\\'']['List Item \\'Mozilla Firefox (Private Browsing)\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 36 OffsetY: 9 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",11.0,Go to the planning tool,Event_520,planner/onenote/googlecalendar,Planner,7.0
