"StepId","RecordingId","ProcessId","TimeStamp","DurationSec","StepName","StepDescription","ApplicationProcessName","ApplicationParentWindowName","AutomationStep","NextStepId","label_EventName","label_EventId","Process_Name","Connectors"
0,"Recording_132","Process_43",1645166862,"2","Select menu option in window","Firefox - 2 running windows in Quick Launch Bar","","","[""UIAutomation.SelectMenuOption Control: appmask['Quick Launch Bar']['Firefox - 2 running windows']\n""]","2","Go to the cloud storage","Event_600","sendmail/powerbi/onedrive","onedrive"
1,"Recording_132","Process_43",1645166864,"3","Click UI element in window","List Item 'Process  ...  — Mozilla Firefox' in List 'Task Switcher'","","Task Switcher","[""UIAutomation.Click Element: appmask['List \\'Task Switcher\\'']['List Item \\'Process  ...  — Mozilla Firefox\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 12 OffsetY: -6 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]","3","Go to the cloud storage","Event_600","sendmail/powerbi/onedrive","onedrive"
2,"Recording_132","Process_43",1645166867,"4","Press button in window","Button 'Open a new tab (Ctrl+T)' in Window 'Process advisor | Power Automate — Mozilla Firefox'","firefox","Process advisor | Power Automate — Mozilla Firefox","[""UIAutomation.PressButton Button: appmask['Window \\'Process advisor | Power Automate — Mozilla Firefox\\'']['Button \\'Open a new tab (Ctrl+T)\\'']\n""]","4","Go to the cloud storage","Event_600","sendmail/powerbi/onedrive","onedrive"
3,"Recording_132","Process_43",1645166871,"1","Populate text field in window","Edit 'Search with Google or enter address' in Window 'Mozilla Firefox'; Text:'onedrrive'","firefox","Mozilla Firefox","[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Mozilla Firefox\\'']['Edit \\'Search with Google or enter address\\''] Text: 'onedrrive' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]","5","Go to the cloud storage","Event_600","sendmail/powerbi/onedrive","onedrive"
4,"Recording_132","Process_43",1645166872,"4","Send keys","TextToSend:'{Return}'","","","['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}'\n""]","6","Go to the cloud storage","Event_600","sendmail/powerbi/onedrive","onedrive"
5,"Recording_132","Process_43",1645166876,"3","Click UI element in window","Hyperlink 'Free  ... 365 › o...' in Window 'onedrrive - Google Search — Mozilla Firefox'","firefox","onedrrive - Google Search — Mozilla Firefox","[""UIAutomation.Click Element: appmask['Window \\'onedrrive - Google Search — Mozilla Firefox\\'']['Hyperlink \\'Free  ... 365 › o...\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 120 OffsetY: -7 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]","7","Go to the cloud storage","Event_600","sendmail/powerbi/onedrive","onedrive"
6,"Recording_132","Process_43",1645166879,"7","Click UI element in window","Hyperlink 'Sign in to your account' 4 in Window 'Free Cloud  ...  — Mozilla Firefox'","firefox","Free Cloud Storage - Share Files & Photos | Microsoft OneDrive — Mozilla Firefox","[""UIAutomation.Click Element: appmask['Window \\'Free Cloud  ...  — Mozilla Firefox\\'']['Hyperlink \\'Sign in to your account\\' 4'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 1 OffsetY: 14 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopCenter\n""]","8","Go to the cloud storage","Event_600","sendmail/powerbi/onedrive","onedrive"
7,"Recording_132","Process_43",1645166886,"4","Click UI element in window","Hyperlink ' ...  7 minutes ago' in Window 'My files - OneDrive — Mozilla Firefox'","firefox","My files - OneDrive — Mozilla Firefox","[""UIAutomation.Click Element: appmask['Window \\'My files - OneDrive — Mozilla Firefox\\'']['Hyperlink \\' ...  7 minutes ago\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -56 OffsetY: -27 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]","9","Locate the employee salary detail spreadsheet & save it","Event_601","sendmail/powerbi/onedrive","onedrive"
8,"Recording_132","Process_43",1645166890,"17","Click UI element in window","Hyperlink 'Employee  ...  7 minutes ago' in Window 'Documents - OneDrive — Mozilla Firefox'","firefox","Documents - OneDrive — Mozilla Firefox","[""UIAutomation.Click Element: appmask['Window \\'Documents - OneDrive — Mozilla Firefox\\'']['Hyperlink \\'Employee  ...  7 minutes ago\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 12 OffsetY: 25 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]","10","Locate the employee salary detail spreadsheet & save it","Event_601","sendmail/powerbi/onedrive","onedrive"
9,"Recording_132","Process_43",1645166907,"6","Select menu option in window","Menu Item 'File' in Window 'Employee  ...  — Mozilla Firefox'","firefox","Employee Salary Details.xlsx - Microsoft Excel Online — Mozilla Firefox","[""UIAutomation.SelectMenuOption Control: appmask['Window \\'Employee  ...  — Mozilla Firefox\\'']['Menu Item \\'File\\'']\n""]","11","Locate the employee salary detail spreadsheet & save it","Event_601","sendmail/powerbi/onedrive","onedrive"
10,"Recording_132","Process_43",1645166913,"4","Click UI element in window","List Item 'Save As' in Window 'Employee  ...  — Mozilla Firefox'","firefox","Employee Salary Details.xlsx - Microsoft Excel Online — Mozilla Firefox","[""UIAutomation.Click Element: appmask['Window \\'Employee  ...  — Mozilla Firefox\\'']['List Item \\'Save As\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -41 OffsetY: 2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]","12","Locate the employee salary detail spreadsheet & save it","Event_601","sendmail/powerbi/onedrive","onedrive"
11,"Recording_132","Process_43",1645166917,"4","Click UI element in window","List Item 'Download  ...  to your computer.' in Window 'Employee  ...  — Mozilla Firefox'","firefox","Employee Salary Details.xlsx - Microsoft Excel Online — Mozilla Firefox","[""UIAutomation.Click Element: appmask['Window \\'Employee  ...  — Mozilla Firefox\\'']['List Item \\'Download  ...  to your computer.\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -66 OffsetY: -2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]","13","Locate the employee salary detail spreadsheet & save it","Event_601","sendmail/powerbi/onedrive","onedrive"
12,"Recording_132","Process_43",1645166921,"2","Select radio button in window","Radio Button 'Save File' in Window 'Employee  ...  — Mozilla Firefox'","firefox","Employee Salary Details.xlsx - Microsoft Excel Online — Mozilla Firefox","[""UIAutomation.SelectRadioButton RadioButton: appmask['Window \\'Employee  ...  — Mozilla Firefox\\'']['Radio Button \\'Save File\\'']\n""]","14","Locate the employee salary detail spreadsheet & save it","Event_601","sendmail/powerbi/onedrive","onedrive"
13,"Recording_132","Process_43",1645166923,"6","Press button in window","Button 'OK' in Window 'Employee  ...  — Mozilla Firefox'","firefox","Employee Salary Details.xlsx - Microsoft Excel Online — Mozilla Firefox","[""UIAutomation.PressButton Button: appmask['Window \\'Employee  ...  — Mozilla Firefox\\'']['Button \\'OK\\'']\n""]","15","Locate the employee salary detail spreadsheet & save it","Event_601","sendmail/powerbi/onedrive","onedrive"
14,"Recording_132","Process_43",1645166929,"2","Press button in window","Button 'Firefox' in Window 'Employee  ...  — Mozilla Firefox'","firefox","Employee Salary Details.xlsx - Microsoft Excel Online — Mozilla Firefox","[""UIAutomation.PressButton Button: appmask['Window \\'Employee  ...  — Mozilla Firefox\\'']['Button \\'Firefox\\'']\n""]","16","Open the business analytic tool","Event_602","sendmail/powerbi/onedrive","Powerbi"
15,"Recording_132","Process_43",1645166931,"7","Press button in window","Button 'New private window' in Window 'Employee  ...  — Mozilla Firefox'","firefox","Employee Salary Details.xlsx - Microsoft Excel Online — Mozilla Firefox","[""UIAutomation.PressButton Button: appmask['Window \\'Employee  ...  — Mozilla Firefox\\'']['Button \\'New private window\\'']\n""]","17","Open the business analytic tool","Event_602","sendmail/powerbi/onedrive","Powerbi"
16,"Recording_132","Process_43",1645166938,"1","Populate text field in window","Edit 'Search with Google or enter address' in Window 'Mozilla Firefox (Private Browsing)'; Text:'o365'","firefox","Mozilla Firefox (Private Browsing)","[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Mozilla Firefox (Private Browsing)\\'']['Edit \\'Search with Google or enter address\\''] Text: 'o365' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]","18","Open the business analytic tool","Event_602","sendmail/powerbi/onedrive","Powerbi"
17,"Recording_132","Process_43",1645166939,"7","Send keys","TextToSend:'{Return}'","","","['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}'\n""]","19","Open the business analytic tool","Event_602","sendmail/powerbi/onedrive","Powerbi"
18,"Recording_132","Process_43",1645166946,"7","Click UI element in window","Hyperlink 'Office  ... office.com' in Window 'o365 -  ...  (Private Browsing)'","firefox","o365 - Google Search — Mozilla Firefox (Private Browsing)","[""UIAutomation.Click Element: appmask['Window \\'o365 -  ...  (Private Browsing)\\'']['Hyperlink \\'Office  ... office.com\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 82 OffsetY: 4 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]","20","Open the business analytic tool","Event_602","sendmail/powerbi/onedrive","Powerbi"
19,"Recording_132","Process_43",1645166953,"4","Select menu option in window","Menu Item 'App launcher' in Window 'Microsoft  ...  (Private Browsing)'","firefox","Microsoft Office Home — Mozilla Firefox (Private Browsing)","[""UIAutomation.SelectMenuOption Control: appmask['Window \\'Microsoft  ...  (Private Browsing)\\'']['Menu Item \\'App launcher\\'']\n""]","21","Open the business analytic tool","Event_602","sendmail/powerbi/onedrive","Powerbi"
20,"Recording_132","Process_43",1645166957,"10","Click UI element in window","Hyperlink 'Power BI' in Window 'Microsoft  ...  (Private Browsing)'","firefox","Microsoft Office Home — Mozilla Firefox (Private Browsing)","[""UIAutomation.Click Element: appmask['Window \\'Microsoft  ...  (Private Browsing)\\'']['Hyperlink \\'Power BI\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 39 OffsetY: -15 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomLeft\n""]","22","Open the business analytic tool","Event_602","sendmail/powerbi/onedrive","Powerbi"
21,"Recording_132","Process_43",1645166967,"5","Click UI element in window","Hyperlink 'Get data' 2 in Window 'Power BI — Mozilla Firefox (Private Browsing)'","firefox","Power BI — Mozilla Firefox (Private Browsing)","[""UIAutomation.Click Element: appmask['Window \\'Power BI — Mozilla Firefox (Private Browsing)\\'']['Hyperlink \\'Get data\\' 2'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -7 OffsetY: 2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]","23","Prepare the graph of employee salary detail","Event_603","sendmail/powerbi/onedrive","Powerbi"
22,"Recording_132","Process_43",1645166972,"3","Press button in window","Button 'Files, Get' 2 in Window 'Power BI — Mozilla Firefox (Private Browsing)'","firefox","Power BI — Mozilla Firefox (Private Browsing)","[""UIAutomation.PressButton Button: appmask['Window \\'Power BI — Mozilla Firefox (Private Browsing)\\'']['Button \\'Files, Get\\' 2']\n""]","24","Prepare the graph of employee salary detail","Event_603","sendmail/powerbi/onedrive","Powerbi"
23,"Recording_132","Process_43",1645166975,"4","Press button in window","Button 'Local File' 2 in Window 'Power BI — Mozilla Firefox (Private Browsing)'","firefox","Power BI — Mozilla Firefox (Private Browsing)","[""UIAutomation.PressButton Button: appmask['Window \\'Power BI — Mozilla Firefox (Private Browsing)\\'']['Button \\'Local File\\' 2']\n""]","25","Prepare the graph of employee salary detail","Event_603","sendmail/powerbi/onedrive","Powerbi"
24,"Recording_132","Process_43",1645166979,"2","Click UI element in window","Edit 'Name' 2 in Window 'Power BI — Mozilla Firefox (Private Browsing)'","firefox","Power BI — Mozilla Firefox (Private Browsing)","[""UIAutomation.Click Element: appmask['Window \\'Power BI — Mozilla Firefox (Private Browsing)\\'']['Edit \\'Name\\' 2'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 32 OffsetY: 2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]","26","Prepare the graph of employee salary detail","Event_603","sendmail/powerbi/onedrive","Powerbi"
25,"Recording_132","Process_43",1645166981,"5","Press button in window","Button 'Open' in Window 'Power BI — Mozilla Firefox (Private Browsing)'","firefox","Power BI — Mozilla Firefox (Private Browsing)","[""UIAutomation.PressButton Button: appmask['Window \\'Power BI — Mozilla Firefox (Private Browsing)\\'']['Button \\'Open\\'']\n""]","27","Prepare the graph of employee salary detail","Event_603","sendmail/powerbi/onedrive","Powerbi"
26,"Recording_132","Process_43",1645166986,"11","Press button in window","Button 'Import' 2 in Window 'Power BI — Mozilla Firefox (Private Browsing)'","firefox","Power BI — Mozilla Firefox (Private Browsing)","[""UIAutomation.PressButton Button: appmask['Window \\'Power BI — Mozilla Firefox (Private Browsing)\\'']['Button \\'Import\ue72b\\' 2']\n""]","28","Prepare the graph of employee salary detail","Event_603","sendmail/powerbi/onedrive","Powerbi"
27,"Recording_132","Process_43",1645166997,"5","Press button in window","Button 'Go to dashboard' 2 in Window 'Power BI — Mozilla Firefox (Private Browsing)'","firefox","Power BI — Mozilla Firefox (Private Browsing)","[""UIAutomation.PressButton Button: appmask['Window \\'Power BI — Mozilla Firefox (Private Browsing)\\'']['Button \\'Go to dashboard\\' 2']\n""]","29","Prepare the graph of employee salary detail","Event_603","sendmail/powerbi/onedrive","Powerbi"
28,"Recording_132","Process_43",1645167002,"14","Click UI element in window","Group in Window 'Employee  ...  (Private Browsing)' 2","firefox","Employee Salary Details (1).xlsx - Power BI — Mozilla Firefox (Private Browsing)","[""UIAutomation.Click Element: appmask['Window \\'Employee  ...  (Private Browsing)\\' 2']['Group'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 2 OffsetY: 0 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]","31","Prepare the graph of employee salary detail","Event_603","sendmail/powerbi/onedrive","Powerbi"
