"","StepId","RecordingId","ProcessId","TimeStamp","DurationSec","StepName","StepDescription","ApplicationProcessName","ApplicationParentWindowName","AutomationStep","NextStepId","label_EventName","label_EventId","Process_Name","Connectors"
"1",0,"Recording_133","Process_43",2022-02-18 06:41:11,4,"Select menu option in window","Microsoft Edge (2) - 2 running windows in Quick Launch Bar","","","[""UIAutomation.SelectMenuOption Control: appmask['Quick Launch Bar']['Microsoft Edge (2) - 2 running windows']\n""]",2,"Open the cloud storage","Event_607","sendmail/powerbi/onedrive","onedrive"
"2",1,"Recording_133","Process_43",2022-02-18 06:41:15,6,"Click UI element in window","List Item 'New tab  ...  - Microsoft​ Edge' in List 'Task Switcher'","","Task Switcher","[""UIAutomation.Click Element: appmask['List \\'Task Switcher\\'']['List Item \\'New tab  ...  - Microsoft\u200b Edge\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 55 OffsetY: 13 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",3,"Open the cloud storage","Event_607","sendmail/powerbi/onedrive","onedrive"
"3",2,"Recording_133","Process_43",2022-02-18 06:41:21,1,"Populate text field in window","Edit 'Address and search bar' in Window 'New tab and  ...  - Microsoft​ Edge'; Text:'onedrive'","msedge","New tab and 1 more page - [InPrivate] - Microsoft​ Edge","[""UIAutomation.PopulateTextField TextField: appmask['Window \\'New tab and  ...  - Microsoft\u200b Edge\\'']['Edit \\'Address and search bar\\''] Text: 'onedrive' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",4,"Open the cloud storage","Event_607","sendmail/powerbi/onedrive","onedrive"
"4",3,"Recording_133","Process_43",2022-02-18 06:41:22,4,"Send keys","TextToSend:'{Return}'","","","['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}'\n""]",5,"Open the cloud storage","Event_607","sendmail/powerbi/onedrive","onedrive"
"5",4,"Recording_133","Process_43",2022-02-18 06:41:26,6,"Click UI element in window","Hyperlink 'Microsoft OneDrive' in Window 'onedrive -  ...  - Microsoft​ Edge'","msedge","onedrive - Search and 1 more page - [InPrivate] - Microsoft​ Edge","[""UIAutomation.Click Element: appmask['Window \\'onedrive -  ...  - Microsoft\u200b Edge\\'']['Hyperlink \\'Microsoft OneDrive\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -51 OffsetY: 2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]",6,"Open the cloud storage","Event_607","sendmail/powerbi/onedrive","onedrive"
"6",5,"Recording_133","Process_43",2022-02-18 06:41:32,5,"Click UI element in window","Hyperlink 'Sign in to your account' in Window 'Free Cloud  ...  - Microsoft​ Edge'","msedge","Free Cloud Storage - Share Files & Photos | Microsoft OneDrive and 2 more pages - [InPrivate] - Microsoft​ Edge","[""UIAutomation.Click Element: appmask['Window \\'Free Cloud  ...  - Microsoft\u200b Edge\\'']['Hyperlink \\'Sign in to your account\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -4 OffsetY: 1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",7,"Open the cloud storage","Event_607","sendmail/powerbi/onedrive","onedrive"
"7",6,"Recording_133","Process_43",2022-02-18 06:41:37,5,"Click UI element in window","Hyperlink 'Employee  ...  3 minutes ago' in Window 'My files -  ...  - Microsoft​ Edge'","msedge","My files - OneDrive and 2 more pages - [InPrivate] - Microsoft​ Edge","[""UIAutomation.Click Element: appmask['Window \\'My files -  ...  - Microsoft\u200b Edge\\'']['Hyperlink \\'Employee  ...  3 minutes ago\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -56 OffsetY: -5 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]",8,"Find the file having employee salary detail and download it","Event_608","sendmail/powerbi/onedrive","onedrive"
"8",7,"Recording_133","Process_43",2022-02-18 06:41:42,2,"Select tab in window","Window 'Untitled and  ...  - Microsoft​ Edge'","msedge","Untitled and 3 more pages - [InPrivate] - Microsoft​ Edge","[""UIAutomation.SelectTab Tab: appmask['Window \\'Untitled and  ...  - Microsoft\u200b Edge\\'']['Tab Item \\'My files - OneDrive - [InPrivate]\\'']\n""]",9,"Find the file having employee salary detail and download it","Event_608","sendmail/powerbi/onedrive","onedrive"
"9",8,"Recording_133","Process_43",2022-02-18 06:41:44,4,"Set checkbox state in window","Check Box 'Employee Salary Details.xlsx' in Window 'My files -  ...  - Microsoft​ Edge' 2","msedge","My files - OneDrive and 3 more pages - [InPrivate] - Microsoft​ Edge","[""UIAutomation.SetCheckboxState Checkbox: appmask['Window \\'My files -  ...  - Microsoft\u200b Edge\\' 2']['Check Box \\'Employee Salary Details.xlsx\\''] CheckboxState: UIAutomation.CheckboxState.UnChecked\n""]",10,"Find the file having employee salary detail and download it","Event_608","sendmail/powerbi/onedrive","onedrive"
"10",9,"Recording_133","Process_43",2022-02-18 06:41:48,9,"Select menu option in window","Menu Item 'Download' in Window 'My files -  ...  - Microsoft​ Edge' 2","msedge","My files - OneDrive and 3 more pages - [InPrivate] - Microsoft​ Edge","[""UIAutomation.SelectMenuOption Control: appmask['Window \\'My files -  ...  - Microsoft\u200b Edge\\' 2']['Menu Item \\'Download\\'']\n""]",11,"Find the file having employee salary detail and download it","Event_608","sendmail/powerbi/onedrive","onedrive"
