"StepId","RecordingId","ProcessId","TimeStamp","DurationSec","StepName","StepDescription","ApplicationProcessName","ApplicationParentWindowName","AutomationStep","NextStepId","label_EventName","label_EventId","Process_Name","Connectors"
0,"Recording_143","Process_46",1639549195,"4","Select menu option in window","Google Chrome - 2 running windows in Quick Launch Bar","","","[""UIAutomation.SelectMenuOption Control: appmask['Quick Launch Bar']['Google Chrome - 2 running windows']\n""]","2","Open a MOM spreadsheet","Event_657","Office365users/excelonlinebusiness/onenote",""
1,"Recording_143","Process_46",1639549199,"4","Click UI element in window","List Item 'Microsoft Office Home - Google Chrome' in List 'Task Switcher'","","Task Switcher","[""UIAutomation.Click Element: appmask['List \\'Task Switcher\\'']['List Item \\'Microsoft Office Home - Google Chrome\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 53 OffsetY: 13 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopLeft\n""]","3","Open a MOM spreadsheet","Event_657","Office365users/excelonlinebusiness/onenote",""
2,"Recording_143","Process_46",1639549203,"7","Click UI element in window","Hyperlink 'OneDrive' in Pane 'Microsoft Office Home - Google Chrome - Person 1'","chrome","Microsoft Office Home - Google Chrome - Person 1","[""UIAutomation.Click Element: appmask['Pane \\'Microsoft Office Home - Google Chrome - Person 1\\'']['Hyperlink \\'OneDrive\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -4 OffsetY: -1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]","4","Open a MOM spreadsheet","Event_657","Office365users/excelonlinebusiness/onenote",""
3,"Recording_143","Process_46",1639549210,"5","Click UI element in window","Hyperlink 'Project Demo' in Pane 'Microsoft Office Home - Google Chrome - Person 1'","chrome","Microsoft Office Home - Google Chrome - Person 1","[""UIAutomation.Click Element: appmask['Pane \\'Microsoft Office Home - Google Chrome - Person 1\\'']['Hyperlink \\'Project Demo\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 5 OffsetY: 5 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopCenter\n""]","5","Open a MOM spreadsheet","Event_657","Office365users/excelonlinebusiness/onenote",""
4,"Recording_143","Process_46",1639549215,"10","Click UI element in window","Hyperlink 'Minutes of Meeting.xlsx' in Pane 'Microsoft Office Home - Google Chrome - Person 1'","chrome","Microsoft Office Home - Google Chrome - Person 1","[""UIAutomation.Click Element: appmask['Pane \\'Microsoft Office Home - Google Chrome - Person 1\\'']['Hyperlink \\'Minutes of Meeting.xlsx\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 0 OffsetY: -1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]","6","Open a MOM spreadsheet","Event_657","Office365users/excelonlinebusiness/onenote",""
5,"Recording_143","Process_46",1639549225,"3","Click UI element in window","Image in Pane 'Microsoft Office Home - Google Chrome - Person 1'","chrome","Microsoft Office Home - Google Chrome - Person 1","[""UIAutomation.Click Element: appmask['Pane \\'Microsoft Office Home - Google Chrome - Person 1\\'']['Image'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 669 OffsetY: 70 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopLeft\n""]","7","Verify the points related quality improvement","Event_658","Office365users/excelonlinebusiness/onenote",""
6,"Recording_143","Process_46",1639549228,"22","Click UI element in window","Image in Pane 'Microsoft Office Home - Google Chrome - Person 1'","chrome","Microsoft Office Home - Google Chrome - Person 1","[""UIAutomation.Click Element: appmask['Pane \\'Microsoft Office Home - Google Chrome - Person 1\\'']['Image'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 674 OffsetY: 45 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopLeft\n""]","14","Verify the points related quality improvement","Event_658","Office365users/excelonlinebusiness/onenote",""
7,"Recording_143","Process_46",1639549250,"27","Select menu option in window","Menu Item 'Copy' in Pane 'Microsoft Office Home - Google Chrome - Person 1'","chrome","Microsoft Office Home - Google Chrome - Person 1","[""UIAutomation.SelectMenuOption Control: appmask['Pane \\'Microsoft Office Home - Google Chrome - Person 1\\'']['Menu Item \\'Copy\\'']\n""]","15","Verify the points related quality improvement","Event_658","Office365users/excelonlinebusiness/onenote",""
8,"Recording_143","Process_46",1639549277,"4","Click UI element in window","List Item 'office365 - Google Search - Google Chrome' in List 'Task Switcher'","","Task Switcher","[""UIAutomation.Click Element: appmask['List \\'Task Switcher\\'']['List Item \\'office365 - Google Search - Google Chrome\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 24 OffsetY: -40 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomLeft\n""]","16","Go to note taking app and create notes related to quality improvement task.","Event_659","Office365users/excelonlinebusiness/onenote",""
9,"Recording_143","Process_46",1639549281,"8","Click UI element in window","Hyperlink ' Office  ... office.com' in Pane 'Microsoft Office Home - Google Chrome - Person 1'","chrome","Microsoft Office Home - Google Chrome - Person 1","[""UIAutomation.Click Element: appmask['Pane \\'Microsoft Office Home - Google Chrome - Person 1\\'']['Hyperlink \\' Office  ... office.com\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 31 OffsetY: -4 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]","17","Go to note taking app and create notes related to quality improvement task.","Event_659","Office365users/excelonlinebusiness/onenote",""
10,"Recording_143","Process_46",1639549289,"5","Press button in window","Button 'OneNote' in Pane 'Microsoft Office Home - Google Chrome - Person 1'","chrome","Microsoft Office Home - Google Chrome - Person 1","[""UIAutomation.PressButton Button: appmask['Pane \\'Microsoft Office Home - Google Chrome - Person 1\\'']['Button \\'OneNote\\'']\n""]","18","Go to note taking app and create notes related to quality improvement task.","Event_659","Office365users/excelonlinebusiness/onenote",""
11,"Recording_143","Process_46",1639549294,"36","Click UI element in window","Button 'New notebook' in Pane 'Microsoft Office Home - Google Chrome - Person 1'","chrome","Microsoft Office Home - Google Chrome - Person 1","[""UIAutomation.Click Element: appmask['Pane \\'Microsoft Office Home - Google Chrome - Person 1\\'']['Button \\'New notebook\\''] ClickType: UIAutomation.ClickType.LeftButtonUp OffsetX: -46 OffsetY: 8 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopRight\n""]","19","Go to note taking app and create notes related to quality improvement task.","Event_659","Office365users/excelonlinebusiness/onenote",""
