"StepId","RecordingId","ProcessId","TimeStamp","DurationSec","StepName","StepDescription","ApplicationProcessName","ApplicationParentWindowName","AutomationStep","NextStepId","label_EventName","label_EventId","Process_Name","Connectors"
0,"Recording_4","Process_3",1645431491,"9","Press button in window","Nebula PDF Converter Pro - 1 running window in Quick Launch Bar","","","[""UIAutomation.PressButton Button: appmask['Quick Launch Bar']['Nebula PDF Converter Pro - 1 running window']\n""]","2","Open file formating tool","Event_13","sendmail/conversionservice/msnweather","Conversionservice"
1,"Recording_4","Process_3",1645431500,"5","Press button in window","Button '' in Window 'Nebula PDF Converter Pro'","ApplicationFrameHost","Nebula PDF Converter Pro","[""UIAutomation.PressButton Button: appmask['Window \\'Nebula PDF Converter Pro\\'']['Button \\'\ue112\\'']\n""]","3","Open file formating tool","Event_13","sendmail/conversionservice/msnweather","Conversionservice"
2,"Recording_4","Process_3",1645431505,"5","Press button in window","Button 'Button' in Window 'Nebula PDF Converter Pro'","ApplicationFrameHost","Nebula PDF Converter Pro","[""UIAutomation.PressButton Button: appmask['Window \\'Nebula PDF Converter Pro\\'']['Button \\'Button\\'']\n""]","4","Open file formating tool","Event_13","sendmail/conversionservice/msnweather","Conversionservice"
3,"Recording_4","Process_3",1645431510,"5","Click UI element in window","List Item 'PDFConverter.ViewModels.ToolListUsername' in Window 'Nebula PDF Converter Pro'","ApplicationFrameHost","Nebula PDF Converter Pro","[""UIAutomation.Click Element: appmask['Window \\'Nebula PDF Converter Pro\\'']['List Item \\'PDFConverter.ViewModels.ToolListUsername\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -51 OffsetY: -3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]","5","Open file formating tool","Event_13","sendmail/conversionservice/msnweather","Conversionservice"
4,"Recording_4","Process_3",1645431515,"4","Press button in window","Button 'Button' 2 in Window 'Nebula PDF Converter Pro'","ApplicationFrameHost","Nebula PDF Converter Pro","[""UIAutomation.PressButton Button: appmask['Window \\'Nebula PDF Converter Pro\\'']['Button \\'Button\\' 2']\n""]","6","Upload the brochure and save it in PDF format","Event_14","sendmail/conversionservice/msnweather","Conversionservice"
5,"Recording_4","Process_3",1645431519,"3","Click UI element in window","Edit 'Name' 2 in Window 'Nebula PDF Converter Pro'","ApplicationFrameHost","Nebula PDF Converter Pro","[""UIAutomation.Click Element: appmask['Window \\'Nebula PDF Converter Pro\\'']['Edit \\'Name\\' 2'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 17 OffsetY: 2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]","7","Upload the brochure and save it in PDF format","Event_14","sendmail/conversionservice/msnweather","Conversionservice"
6,"Recording_4","Process_3",1645431522,"5","Press button in window","Button 'Open' in Window 'Nebula PDF Converter Pro'","ApplicationFrameHost","Nebula PDF Converter Pro","[""UIAutomation.PressButton Button: appmask['Window \\'Nebula PDF Converter Pro\\'']['Button \\'Open\\'']\n""]","8","Upload the brochure and save it in PDF format","Event_14","sendmail/conversionservice/msnweather","Conversionservice"
7,"Recording_4","Process_3",1645431527,"4","Press button in window","Button 'Browser...' in Window 'Nebula PDF Converter Pro'","ApplicationFrameHost","Nebula PDF Converter Pro","[""UIAutomation.PressButton Button: appmask['Window \\'Nebula PDF Converter Pro\\'']['Button \\'Browser...\\'']\n""]","9","Upload the brochure and save it in PDF format","Event_14","sendmail/conversionservice/msnweather","Conversionservice"
8,"Recording_4","Process_3",1645431531,"2","Click UI element in window","Tree Item 'Desktop (pinned)' in Window 'Nebula PDF Converter Pro'","ApplicationFrameHost","Nebula PDF Converter Pro","[""UIAutomation.Click Element: appmask['Window \\'Nebula PDF Converter Pro\\'']['Tree Item \\'Desktop (pinned)\\''] ClickType: UIAutomation.ClickType.LeftClick\n""]","10","Upload the brochure and save it in PDF format","Event_14","sendmail/conversionservice/msnweather","Conversionservice"
9,"Recording_4","Process_3",1645431533,"4","Press button in window","Button 'Select Folder' in Window 'Nebula PDF Converter Pro'","ApplicationFrameHost","Nebula PDF Converter Pro","[""UIAutomation.PressButton Button: appmask['Window \\'Nebula PDF Converter Pro\\'']['Button \\'Select Folder\\'']\n""]","11","Upload the brochure and save it in PDF format","Event_14","sendmail/conversionservice/msnweather","Conversionservice"
10,"Recording_4","Process_3",1645431537,"10","Press button in window","Button 'Convert' in Window 'Nebula PDF Converter Pro'","ApplicationFrameHost","Nebula PDF Converter Pro","[""UIAutomation.PressButton Button: appmask['Window \\'Nebula PDF Converter Pro\\'']['Button \\'Convert\\'']\n""]","12","Upload the brochure and save it in PDF format","Event_14","sendmail/conversionservice/msnweather","Conversionservice"
11,"Recording_4","Process_3",1645431547,"3","Select menu option in window","Microsoft Edge (2) - 2 running windows in Quick Launch Bar","","","[""UIAutomation.SelectMenuOption Control: appmask['Quick Launch Bar']['Microsoft Edge (2) - 2 running windows']\n""]","13","Check weather condition and accordingly decide the demo date.","Event_15","sendmail/conversionservice/msnweather","Conversionservice"
