"StepId","RecordingId","ProcessId","TimeStamp","DurationSec","StepName","StepDescription","ApplicationProcessName","ApplicationParentWindowName","AutomationStep","NextStepId","label_EventName","label_EventId","Process_Name","Connectors"
0,"Recording_95","Process_36","2022-02-17T03:50:27",7,"Press button in window","Action Center, 3 new notifications in System Tray","","","[""UIAutomation.PressButton Button: appmask['System Tray']['Action Center, 3 new notifications']\n""]",2,"Locate the Notification and review it in Inbox of mailing app","Event_444","Notifications/teams",NA
1,"Recording_95","Process_36","2022-02-17T03:50:34",11,"Click UI element in window","List Item 'Name ...  Received at 8:20 AM' in Window 'Action center'","ShellExperienceHost","Action center","[""UIAutomation.Click Element: appmask['Window \\'Action center\\'']['List Item \\'Name ...  Received at 8:20 AM\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -6 OffsetY: 10 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",3,"Locate the Notification and review it in Inbox of mailing app","Event_444","Notifications/teams",NA
2,"Recording_95","Process_36","2022-02-17T03:50:45",6,"Locate the Notification and review it in Inbox of mailing app","Group 'msg-body P_wpofO mq_AS' in Window '(2 unread) -  ...  - Microsoft​ Edge'","msedge","(2 unread) - Email@Domain - Yahoo Mail and 1 more page - Personal - Microsoft​ Edge","[""UIAutomation.Click Element: appmask['Window \\'(2 unread) -  ...  - Microsoft\u200b Edge\\'']['Group \\'msg-body P_wpofO mq_AS\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 251 OffsetY: 32 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopLeft\n""]",4,"Note down the details of daily attendance","Event_445","Notifications/teams",NA
3,"Recording_95","Process_36","2022-02-17T03:50:51",2,"Drag and drop UI element in window","Group 'msg-body P_wpofO mq_AS' in Window '(2 unread) -  ...  - Microsoft​ Edge'","msedge","(2 unread) - Email@Domain - Yahoo Mail and 1 more page - Personal - Microsoft​ Edge","[""UIAutomation.DragAndDropElement MouseDownOffsetY: -33 MouseDownOffsetX: 75 RectangleEdgePointForMouseDown: UIAutomation.RectangleEdgePoint.BottomLeft ControlToDrag: appmask['Window \\'(2 unread) -  ...  - Microsoft\u200b Edge\\'']['Group \\'msg-body P_wpofO mq_AS\\''] MouseUpOffsetY: 45 MouseUpOffsetX: 19 RectangleEdgePointForMouseUp: UIAutomation.RectangleEdgePoint.BottomLeft ControlToDropOver: appmask['Window \\'(2 unread) -  ...  - Microsoft\u200b Edge\\'']['Group \\'msg-body P_wpofO mq_AS\\''] ClickType: UIAutomation.DragAndDropClickType.LeftClick\n""]",5,"Note down the details of daily attendance","Event_445","Notifications/teams",NA
4,"Recording_95","Process_36","2022-02-17T03:50:53",6,"Send keys","TextToSend:'{LControlKey}({C})'","","","['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{LControlKey}({C})'\n""]",6,"Note down the details of daily attendance","Event_445","Notifications/teams",NA
5,"Recording_95","Process_36","2022-02-17T03:50:59",4,"Press button in window","Microsoft Teams - 1 running window in Quick Launch Bar","","","[""UIAutomation.PressButton Button: appmask['Quick Launch Bar']['Microsoft Teams - 1 running window']\n""]",7,"Send the attendance details to HR group in messaging tool","Event_446","Notifications/teams",NA
6,"Recording_95","Process_36","2022-02-17T03:51:03",3,"Press button in window","Button 'Teams Toolbar' in Pane 'Name Surname | Microsoft Teams, Main Window'","Teams","Name Surname | Microsoft Teams, Main Window","[""UIAutomation.PressButton Button: appmask['Pane \\'Name Surname | Microsoft Teams, Main Window\\'']['Button \\'Teams Toolbar\\'']\n""]",8,"Send the attendance details to HR group in messaging tool","Event_446","Notifications/teams",NA
7,"Recording_95","Process_36","2022-02-17T03:51:06",2,"Click UI element in window","Hyperlink 'Profile  ...  More options' in Pane 'Name Surname | Microsoft Teams, Main Window'","Teams","Name Surname | Microsoft Teams, Main Window","[""UIAutomation.Click Element: appmask['Pane \\'Name Surname | Microsoft Teams, Main Window\\'']['Hyperlink \\'Profile  ...  More options\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -35 OffsetY: 0 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",9,"Send the attendance details to HR group in messaging tool","Event_446","Notifications/teams",NA
8,"Recording_95","Process_36","2022-02-17T03:51:08",3,"Click UI element in window","Hyperlink 'Profile  ...  More options' in Pane 'Name Surname | Microsoft Teams, Main Window'","Teams","Name Surname | Microsoft Teams, Main Window","[""UIAutomation.Click Element: appmask['Pane \\'Name Surname | Microsoft Teams, Main Window\\'']['Hyperlink \\'Profile  ...  More options\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -28 OffsetY: -1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",10,"Send the attendance details to HR group in messaging tool","Event_446","Notifications/teams",NA
9,"Recording_95","Process_36","2022-02-17T03:51:11",4,"Click UI element in window","Text 'General' in Pane 'Name Surname | Microsoft Teams, Main Window'","Teams","Name Surname | Microsoft Teams, Main Window","[""UIAutomation.Click Element: appmask['Pane \\'Name Surname | Microsoft Teams, Main Window\\'']['Text \\'General\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 2 OffsetY: -1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",11,"Send the attendance details to HR group in messaging tool","Event_446","Notifications/teams",NA
10,"Recording_95","Process_36","2022-02-17T03:51:15",2,"Press button in window","Button 'New conversation' in Pane 'Name Surname | Microsoft Teams, Main Window'","Teams","Name Surname | Microsoft Teams, Main Window","[""UIAutomation.PressButton Button: appmask['Pane \\'Name Surname | Microsoft Teams, Main Window\\'']['Button \\'New conversation\\'']\n""]",12,"Send the attendance details to HR group in messaging tool","Event_446","Notifications/teams",NA
11,"Recording_95","Process_36","2022-02-17T03:51:17",4,"Populate text field in window","Edit 'Start a new conversation. Type @ to mention someone.' in Pane 'Name Surname | Microsoft Teams, Main Window'; Text:'''Please find today’s attendance.

 

Total-30

Present-26

Absent-4

CL-2

SL-1

LWP-1'''","Teams","Name Surname | Microsoft Teams, Main Window","[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'Name Surname | Microsoft Teams, Main Window\\'']['Edit \\'Start a new conversation. Type @ to mention someone.\\''] Text: '''Please find today’s attendance.\n"", '\n', '\xa0\n', '\n', 'Total-30\n', '\n', 'Present-26\n', '\n', 'Absent-4\n', '\n', 'CL-2\n', '\n', 'SL-1\n', '\n', ""LWP-1''' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",13,"Send the attendance details to HR group in messaging tool","Event_446","Notifications/teams",NA
12,"Recording_95","Process_36","2022-02-17T03:51:21",7,"Click UI element in window","Text 'Please find today’s attendance.' in Pane 'Name Surname | Microsoft Teams, Main Window'","Teams","Name Surname | Microsoft Teams, Main Window","[""UIAutomation.Click Element: appmask['Pane \\'Name Surname | Microsoft Teams, Main Window\\'']['Text \\'Please find today’s attendance.\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 0 OffsetY: -2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",14,"Send the attendance details to HR group in messaging tool","Event_446","Notifications/teams",NA
13,"Recording_95","Process_36","2022-02-17T03:51:28",7,"Populate text field in window","Edit 'Start a new conversation. Type @ to mention someone.' in Pane 'Name Surname | Microsoft Teams, Main Window'; Text:'''Hello, Please find today’s attendance.

 

Total-30

Present-26

Absent-4

CL-2

SL-1

LWP-1'''","Teams","Name Surname | Microsoft Teams, Main Window","[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'Name Surname | Microsoft Teams, Main Window\\'']['Edit \\'Start a new conversation. Type @ to mention someone.\\''] Text: '''Hello, Please find today’s attendance.\n"", '\n', '\xa0\n', '\n', 'Total-30\n', '\n', 'Present-26\n', '\n', 'Absent-4\n', '\n', 'CL-2\n', '\n', 'SL-1\n', '\n', ""LWP-1''' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",15,"Send the attendance details to HR group in messaging tool","Event_446","Notifications/teams",NA
14,"Recording_95","Process_36","2022-02-17T03:51:35",NA,"Press button in window","Button 'Send' in Pane 'Name Surname | Microsoft Teams, Main Window'","Teams","Name Surname | Microsoft Teams, Main Window","[""UIAutomation.PressButton Button: appmask['Pane \\'Name Surname | Microsoft Teams, Main Window\\'']['Button \\'Send\\'']\n"", '# End of autogenerated actions using the desktop recorder\n']",NA,"Send the attendance details to HR group in messaging tool","Event_446","Notifications/teams",NA
