StepId,RecordingId,ProcessId,TimeStamp,StepName,StepDescription,ApplicationProcessName,ApplicationParentWindowName,AutomationStep,NextStepId,label_EventName,label_EventId,Process_Name,Connectors
0,Recording_91,Process_33,2022-02-16T06:42:04+00:00,Click UI element in window,List Item 'Process  ...  - Microsoft​ Edge' in List 'Task Switcher',,Task Switcher,"[""UIAutomation.Click Element: appmask['List \\'Task Switcher\\'']['List Item \\'Process  ...  - Microsoft\u200b Edge\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -71 OffsetY: -43 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomRight\n""]",2.0,Open the note taking app,Event_431,sharepoint/onenote,onenote
1,Recording_91,Process_33,2022-02-16T06:42:07+00:00,Select tab in window,Tab Item 'New tab' in Window 'Process  ...  - Microsoft​ Edge',msedge,Process advisor | Power Automate and 2 more pages - Personal - Microsoft​ Edge,"[""UIAutomation.SelectTab Tab: appmask['Window \\'Process  ...  - Microsoft\u200b Edge\\'']['Tab Item \\'New tab\\'']\n""]",3.0,Open the note taking app,Event_431,sharepoint/onenote,onenote
2,Recording_91,Process_33,2022-02-16T06:42:11+00:00,Click UI element in window,Edit 'Address and search bar' in Window 'New tab and  ...  - Microsoft​ Edge',msedge,New tab and 2 more pages - Personal - Microsoft​ Edge,"[""UIAutomation.Click Element: appmask['Window \\'New tab and  ...  - Microsoft\u200b Edge\\'']['Edit \\'Address and search bar\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 119 OffsetY: 1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",4.0,Open the note taking app,Event_431,sharepoint/onenote,onenote
3,Recording_91,Process_33,2022-02-16T06:42:18+00:00,Populate text field in window,Edit 'Address and search bar' in Window 'New tab and  ...  - Microsoft​ Edge'; Text:'evernote login',msedge,New tab and 2 more pages - Personal - Microsoft​ Edge,"[""UIAutomation.PopulateTextField TextField: appmask['Window \\'New tab and  ...  - Microsoft\u200b Edge\\'']['Edit \\'Address and search bar\\''] Text: 'evernote login' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",5.0,Open the note taking app,Event_431,sharepoint/onenote,onenote
4,Recording_91,Process_33,2022-02-16T06:42:19+00:00,Send keys,TextToSend:'{Return}',,,"['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}'\n""]",6.0,Open the note taking app,Event_431,sharepoint/onenote,onenote
5,Recording_91,Process_33,2022-02-16T06:42:22+00:00,Click UI element in window,Hyperlink 'Welcome Back - Evernote' in Window 'evernote  ...  - Microsoft​ Edge',msedge,evernote login - Search and 2 more pages - Personal - Microsoft​ Edge,"[""UIAutomation.Click Element: appmask['Window \\'evernote  ...  - Microsoft\u200b Edge\\'']['Hyperlink \\'Welcome Back - Evernote\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -62 OffsetY: 2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]",7.0,Open the note taking app,Event_431,sharepoint/onenote,onenote
6,Recording_91,Process_33,2022-02-16T06:42:34+00:00,Click UI element in window,Hyperlink 'Notebooks' in Window 'Home -  ...  - Microsoft​ Edge',msedge,Home - Evernote and 3 more pages - Personal - Microsoft​ Edge,"[""UIAutomation.Click Element: appmask['Window \\'Home -  ...  - Microsoft\u200b Edge\\'']['Hyperlink \\'Notebooks\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 30 OffsetY: -1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",8.0,Locate the noted points and verify the points,Event_432,sharepoint/onenote,onenote
7,Recording_91,Process_33,2022-02-16T06:42:38+00:00,Press button in window,Button 'Feedback Points of field survey (1)' in Window 'Notebooks -  ...  - Microsoft​ Edge',msedge,Notebooks - Evernote and 3 more pages - Personal - Microsoft​ Edge,"[""UIAutomation.PressButton Button: appmask['Window \\'Notebooks -  ...  - Microsoft\u200b Edge\\'']['Button \\'Feedback Points of field survey (1)\\'']\n""]",9.0,Locate the noted points and verify the points,Event_432,sharepoint/onenote,onenote
8,Recording_91,Process_33,2022-02-16T06:42:50+00:00,Drag and drop UI element in window,Edit 'Start writing or drag files here' in Window 'Feedback  ...  - Microsoft​ Edge',msedge,Feedback Points of field survey - Evernote and 3 more pages - Personal - Microsoft​ Edge,"[""UIAutomation.DragAndDropElement MouseDownOffsetY: 22 MouseDownOffsetX: 38 RectangleEdgePointForMouseDown: UIAutomation.RectangleEdgePoint.TopLeft ControlToDrag: appmask['Window \\'Feedback  ...  - Microsoft\u200b Edge\\'']['Edit \\'Start writing or drag files here\\''] MouseUpOffsetY: 0 MouseUpOffsetX: 141 RectangleEdgePointForMouseUp: UIAutomation.RectangleEdgePoint.TopLeft ControlToDropOver: appmask['Window \\'Feedback  ...  - Microsoft\u200b Edge\\'']['Edit \\'Start writing or drag files here\\''] ClickType: UIAutomation.DragAndDropClickType.LeftClick\n""]",10.0,Locate the noted points and verify the points,Event_432,sharepoint/onenote,onenote
9,Recording_91,Process_33,2022-02-16T06:42:53+00:00,Populate text field in window,"Edit 'Start writing or drag files here' 2 in Window 'Feedback  ...  - Microsoft​ Edge'; Text:'''1. Difficultly in searching objects


2. Atmosphre issue


3. customer points


4. customer and client objectives


5. Project goals'''",msedge,Feedback Points of field survey - Evernote and 3 more pages - Personal - Microsoft​ Edge,"[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Feedback  ...  - Microsoft\u200b Edge\\'']['Edit \\'Start writing or drag files here\\' 2'] Text: '''1. Difficultly in searching objects\n"", '\n', '\n', '2. Atmosphre issue\n', '\n', '\n', '3. customer points\n', '\n', '\n', '4. customer and client objectives\n', '\n', '\n', ""5. Project goals''' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",11.0,Locate the noted points and verify the points,Event_432,sharepoint/onenote,onenote
10,Recording_91,Process_33,2022-02-16T06:42:56+00:00,Press button in window,Button 'New Tab' in Window 'Feedback  ...  - Microsoft​ Edge',msedge,Feedback Points of field survey - Evernote and 3 more pages - Personal - Microsoft​ Edge,"[""UIAutomation.PressButton Button: appmask['Window \\'Feedback  ...  - Microsoft\u200b Edge\\'']['Button \\'New Tab\\'']\n""]",12.0,Login to the web-based collaborative platform,Event_433,sharepoint/onenote,Sharepoint
