StepId,RecordingId,ProcessId,TimeStamp,StepName,StepDescription,ApplicationProcessName,ApplicationParentWindowName,AutomationStep,NextStepId,label_EventName,label_EventId,Process_Name,Connectors
0,Recording_96,Process_37,2022-02-17T04:21:24+00:00,Press button in window,Firefox - 1 running window in Quick Launch Bar,,,"[""UIAutomation.PressButton Button: appmask['Quick Launch Bar']['Firefox - 1 running window']\n""]",2.0,Open the spreadsheet having the monthly performance details,Event_447,excelonlinebusiness/wordonlinebusiness,
1,Recording_96,Process_37,2022-02-17T04:21:27+00:00,Press button in window,Button 'Open a new tab (Ctrl+T)' in Window 'Process advisor | Power Automate — Mozilla Firefox',firefox,Process advisor | Power Automate — Mozilla Firefox,"[""UIAutomation.PressButton Button: appmask['Window \\'Process advisor | Power Automate — Mozilla Firefox\\'']['Button \\'Open a new tab (Ctrl+T)\\'']\n""]",3.0,Open the spreadsheet having the monthly performance details,Event_447,excelonlinebusiness/wordonlinebusiness,
2,Recording_96,Process_37,2022-02-17T04:21:30+00:00,Drag and drop UI element in window,Edit 'Search with Google or enter address' in Window 'Mozilla Firefox',firefox,Mozilla Firefox,"[""UIAutomation.DragAndDropElement MouseDownOffsetY: -2 MouseDownOffsetX: 23 RectangleEdgePointForMouseDown: UIAutomation.RectangleEdgePoint.MiddleLeft ControlToDrag: appmask['Window \\'Mozilla Firefox\\'']['Edit \\'Search with Google or enter address\\''] MouseUpOffsetY: -2 MouseUpOffsetX: 30 RectangleEdgePointForMouseUp: UIAutomation.RectangleEdgePoint.MiddleLeft ControlToDropOver: appmask['Window \\'Mozilla Firefox\\'']['Edit \\'Search with Google or enter address\\''] ClickType: UIAutomation.DragAndDropClickType.LeftClick\n""]",4.0,Open the spreadsheet having the monthly performance details,Event_447,excelonlinebusiness/wordonlinebusiness,
3,Recording_96,Process_37,2022-02-17T04:21:35+00:00,Populate text field in window,Edit 'Search with Google or enter address' in Window 'Mozilla Firefox'; Text:'o365',firefox,Mozilla Firefox,"[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Mozilla Firefox\\'']['Edit \\'Search with Google or enter address\\''] Text: 'o365' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",5.0,Open the spreadsheet having the monthly performance details,Event_447,excelonlinebusiness/wordonlinebusiness,
4,Recording_96,Process_37,2022-02-17T04:21:36+00:00,Send keys,TextToSend:'{Return}',,,"['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}'\n""]",6.0,Open the spreadsheet having the monthly performance details,Event_447,excelonlinebusiness/wordonlinebusiness,
5,Recording_96,Process_37,2022-02-17T04:21:40+00:00,Click UI element in window,Hyperlink 'Office  ... office.com' in Window 'o365 - Google Search — Mozilla Firefox',firefox,o365 - Google Search — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'o365 - Google Search — Mozilla Firefox\\'']['Hyperlink \\'Office  ... office.com\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 42 OffsetY: -2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",7.0,Open the spreadsheet having the monthly performance details,Event_447,excelonlinebusiness/wordonlinebusiness,
6,Recording_96,Process_37,2022-02-17T04:21:46+00:00,Click UI element in window,Hyperlink 'SharePoint' in Window 'Microsoft Office Home — Mozilla Firefox',firefox,Microsoft Office Home — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'Microsoft Office Home — Mozilla Firefox\\'']['Hyperlink \\'SharePoint\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -9 OffsetY: -6 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]",8.0,Open the spreadsheet having the monthly performance details,Event_447,excelonlinebusiness/wordonlinebusiness,
7,Recording_96,Process_37,2022-02-17T04:21:54+00:00,Click UI element in window,Hyperlink 'Site Project RoadMap.' in Window 'SharePoint — Mozilla Firefox',firefox,SharePoint — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'SharePoint — Mozilla Firefox\\'']['Hyperlink \\'Site Project RoadMap.\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -16 OffsetY: -18 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",9.0,Open the spreadsheet having the monthly performance details,Event_447,excelonlinebusiness/wordonlinebusiness,
8,Recording_96,Process_37,2022-02-17T04:22:08+00:00,Click UI element in window,Hyperlink 'Shared  ...  than a minute ago' in Window 'Project RoadMap - Home — Mozilla Firefox',firefox,Project RoadMap - Home — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'Project RoadMap - Home — Mozilla Firefox\\'']['Hyperlink \\'Shared  ...  than a minute ago\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -6 OffsetY: -4 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",10.0,Open the spreadsheet having the monthly performance details,Event_447,excelonlinebusiness/wordonlinebusiness,
9,Recording_96,Process_37,2022-02-17T04:22:21+00:00,Select tab in window,Tab Item 'New Tab' in Window 'Mozilla Firefox',firefox,Mozilla Firefox,"[""UIAutomation.SelectTab Tab: appmask['Window \\'Mozilla Firefox\\'']['Tab Item \\'New Tab\\'']\n""]",11.0,Login to cloud storage,Event_448,excelonlinebusiness/wordonlinebusiness,
10,Recording_96,Process_37,2022-02-17T04:22:26+00:00,Click UI element in window,Hyperlink 'OneDrive' in Window 'Microsoft Office Home — Mozilla Firefox',firefox,Microsoft Office Home — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'Microsoft Office Home — Mozilla Firefox\\'']['Hyperlink \\'OneDrive\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 4 OffsetY: -1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",12.0,Login to cloud storage,Event_448,excelonlinebusiness/wordonlinebusiness,
11,Recording_96,Process_37,2022-02-17T04:22:38+00:00,Select menu option in window,Menu Item 'New' in Window 'My files - OneDrive — Mozilla Firefox',firefox,My files - OneDrive — Mozilla Firefox,"[""UIAutomation.SelectMenuOption Control: appmask['Window \\'My files - OneDrive — Mozilla Firefox\\'']['Menu Item \\'New\\'']\n""]",13.0,Create a report document,Event_449,excelonlinebusiness/wordonlinebusiness,
12,Recording_96,Process_37,2022-02-17T04:22:48+00:00,Select menu option in window,MenuItem: New in Window 'My files - OneDrive — Mozilla Firefox',firefox,My files - OneDrive — Mozilla Firefox,"[""UIAutomation.SelectMenuOption Control: appmask['Window \\'My files - OneDrive — Mozilla Firefox\\'']['MenuItem: New']\n""]",14.0,Create a report document,Event_449,excelonlinebusiness/wordonlinebusiness,
13,Recording_96,Process_37,2022-02-17T04:22:58+00:00,Select tab in window,Window 'Document.docx — Mozilla Firefox',firefox,Document.docx — Mozilla Firefox,"[""UIAutomation.SelectTab Tab: appmask['Window \\'Document.docx — Mozilla Firefox\\'']['Tab Item \\'Performancde Data_January\\'22_.xlsx\\'']\n""]",15.0,Create a report document,Event_449,excelonlinebusiness/wordonlinebusiness,
14,Recording_96,Process_37,2022-02-17T04:23:05+00:00,Drag and drop UI element in window,UI Custom in Window 'Performancde  ...  — Mozilla Firefox',firefox,Performancde Data_January'22_.xlsx — Mozilla Firefox,"[""UIAutomation.DragAndDropElement MouseDownOffsetY: 10 MouseDownOffsetX: 16 RectangleEdgePointForMouseDown: UIAutomation.RectangleEdgePoint.TopLeft ControlToDrag: appmask['Window \\'Performancde  ...  — Mozilla Firefox\\'']['UI Custom'] MouseUpOffsetY: -88 MouseUpOffsetX: 250 RectangleEdgePointForMouseUp: UIAutomation.RectangleEdgePoint.TopLeft ControlToDropOver: appmask['Window \\'Performancde  ...  — Mozilla Firefox\\'']['UI Custom'] ClickType: UIAutomation.DragAndDropClickType.LeftClick\n"", 'WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{LControlKey}({C})'\n""]",16.0,Copy the data and chart from speadsheet to document,Event_450,excelonlinebusiness/wordonlinebusiness,
15,Recording_96,Process_37,2022-02-17T04:23:05+00:00,Send keys,TextToSend:'{LControlKey}({C})',,,"[""UIAutomation.DragAndDropElement MouseDownOffsetY: 10 MouseDownOffsetX: 16 RectangleEdgePointForMouseDown: UIAutomation.RectangleEdgePoint.TopLeft ControlToDrag: appmask['Window \\'Performancde  ...  — Mozilla Firefox\\'']['UI Custom'] MouseUpOffsetY: -88 MouseUpOffsetX: 250 RectangleEdgePointForMouseUp: UIAutomation.RectangleEdgePoint.TopLeft ControlToDropOver: appmask['Window \\'Performancde  ...  — Mozilla Firefox\\'']['UI Custom'] ClickType: UIAutomation.DragAndDropClickType.LeftClick\n"", 'WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{LControlKey}({C})'\n""]",17.0,Copy the data and chart from speadsheet to document,Event_450,excelonlinebusiness/wordonlinebusiness,
16,Recording_96,Process_37,2022-02-17T04:23:09+00:00,Select tab in window,Tab Item 'Document.docx' in Window 'Performancde  ...  — Mozilla Firefox',firefox,Performancde Data_January'22_.xlsx — Mozilla Firefox,"[""UIAutomation.SelectTab Tab: appmask['Window \\'Performancde  ...  — Mozilla Firefox\\'']['Tab Item \\'Document.docx\\'']\n""]",18.0,Copy the data and chart from speadsheet to document,Event_450,excelonlinebusiness/wordonlinebusiness,
17,Recording_96,Process_37,2022-02-17T04:23:11+00:00,Click UI element in window,UI Custom in Window 'Document.docx — Mozilla Firefox',firefox,Document.docx — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'Document.docx — Mozilla Firefox\\'']['UI Custom'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 9 OffsetY: 1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",19.0,Copy the data and chart from speadsheet to document,Event_450,excelonlinebusiness/wordonlinebusiness,
18,Recording_96,Process_37,2022-02-17T04:23:12+00:00,Send keys,TextToSend:'{LControlKey}({V})',,,"['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{LControlKey}({V})'\n""]",20.0,Copy the data and chart from speadsheet to document,Event_450,excelonlinebusiness/wordonlinebusiness,
19,Recording_96,Process_37,2022-02-17T04:23:19+00:00,Select tab in window,Window 'Document.docx — Mozilla Firefox',firefox,Document.docx — Mozilla Firefox,"[""UIAutomation.SelectTab Tab: appmask['Window \\'Document.docx — Mozilla Firefox\\'']['Tab Item \\'Performancde Data_January\\'22_.xlsx\\'']\n""]",21.0,Copy the data and chart from speadsheet to document,Event_450,excelonlinebusiness/wordonlinebusiness,
20,Recording_96,Process_37,2022-02-17T04:23:21+00:00,Click UI element in window,UI Custom 2 in Window 'Performancde  ...  — Mozilla Firefox',firefox,Performancde Data_January'22_.xlsx — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'Performancde  ...  — Mozilla Firefox\\'']['UI Custom 2'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 111 OffsetY: 52 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopLeft\n""]",22.0,Copy the data and chart from speadsheet to document,Event_450,excelonlinebusiness/wordonlinebusiness,
21,Recording_96,Process_37,2022-02-17T04:23:23+00:00,Click UI element in window,UI Custom 2 in Window 'Performancde  ...  — Mozilla Firefox',firefox,Performancde Data_January'22_.xlsx — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'Performancde  ...  — Mozilla Firefox\\'']['UI Custom 2'] ClickType: UIAutomation.ClickType.RightClick OffsetX: 111 OffsetY: 52 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopLeft\n"", 'WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{LControlKey}()'\n""]",23.0,Copy the data and chart from speadsheet to document,Event_450,excelonlinebusiness/wordonlinebusiness,
22,Recording_96,Process_37,2022-02-17T04:23:23+00:00,Send keys,TextToSend:'{LControlKey}()',,,"[""UIAutomation.Click Element: appmask['Window \\'Performancde  ...  — Mozilla Firefox\\'']['UI Custom 2'] ClickType: UIAutomation.ClickType.RightClick OffsetX: 111 OffsetY: 52 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopLeft\n"", 'WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{LControlKey}()'\n""]",24.0,Copy the data and chart from speadsheet to document,Event_450,excelonlinebusiness/wordonlinebusiness,
