StepId,RecordingId,ProcessId,TimeStamp,StepName,StepDescription,ApplicationProcessName,ApplicationParentWindowName,AutomationStep,NextStepId,label_EventName,label_EventId,Process_Name,Connectors
0,Recording_41,Process_16,2022-02-28T05:19:42+00:00,Select menu option in window,Google Chrome - 2 running windows in Quick Launch Bar,,,"[""UIAutomation.SelectMenuOption Control: appmask['Quick Launch Bar']['Google Chrome - 2 running windows']\n""]",2.0,Open the calendar,Event_197,googlecalendar/dynamicscrmonline,Googlecalendar
1,Recording_41,Process_16,2022-02-28T05:19:44+00:00,Click UI element in window,List Item 'New Tab - Google Chrome' in List 'Task Switcher',,Task Switcher,"[""UIAutomation.Click Element: appmask['List \\'Task Switcher\\'']['List Item \\'New Tab - Google Chrome\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 22 OffsetY: 10 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",3.0,Open the calendar,Event_197,googlecalendar/dynamicscrmonline,Googlecalendar
2,Recording_41,Process_16,2022-02-28T05:19:48+00:00,Press button in window,Button 'Google apps' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.PressButton Button: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Button \\'Google apps\\'']\n""]",4.0,Open the calendar,Event_197,googlecalendar/dynamicscrmonline,Googlecalendar
3,Recording_41,Process_16,2022-02-28T05:19:52+00:00,Click UI element in window,Document in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Document'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -78 OffsetY: 73 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]",5.0,Open the calendar,Event_197,googlecalendar/dynamicscrmonline,Googlecalendar
4,Recording_41,Process_16,2022-02-28T05:19:57+00:00,Click UI element in window,Group in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Group'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 73 OffsetY: 0 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",6.0,Open the calendar,Event_197,googlecalendar/dynamicscrmonline,Googlecalendar
5,Recording_41,Process_16,2022-02-28T05:19:58+00:00,Click UI element in window,Hyperlink 'Calendar' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Hyperlink \\'Calendar\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 9 OffsetY: -2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",7.0,Open the calendar,Event_197,googlecalendar/dynamicscrmonline,Googlecalendar
6,Recording_41,Process_16,2022-02-28T05:20:05+00:00,Click UI element in window,Text 'February 2022' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Text \\'February 2022\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -26 OffsetY: -2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]",8.0,Open the calendar,Event_197,googlecalendar/dynamicscrmonline,Googlecalendar
7,Recording_41,Process_16,2022-02-28T05:20:08+00:00,Press button in window,Button 'Next month' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.PressButton Button: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Button \\'Next month\\'']\n""]",9.0,Check the dates for availability,Event_198,googlecalendar/dynamicscrmonline,Googlecalendar
8,Recording_41,Process_16,2022-02-28T05:20:12+00:00,Click UI element in window,Data Item '4' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Data Item \\'4\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -5 OffsetY: -2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",10.0,Check the dates for availability,Event_198,googlecalendar/dynamicscrmonline,Googlecalendar
9,Recording_41,Process_16,2022-02-28T05:20:20+00:00,Press button in window,Button 'New Tab' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.PressButton Button: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Button \\'New Tab\\'']\n""]",11.0,Go to the crm tool,Event_199,googlecalendar/dynamicscrmonline,dynamicscrmonline
10,Recording_41,Process_16,2022-02-28T05:20:24+00:00,Press button in window,Button 'Home Page - Zoho CRM' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.PressButton Button: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Button \\'Home Page - Zoho CRM\\'']\n""]",12.0,Go to the crm tool,Event_199,googlecalendar/dynamicscrmonline,dynamicscrmonline
11,Recording_41,Process_16,2022-02-28T05:20:32+00:00,Click UI element in window,Hyperlink 'Meetings' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Hyperlink \\'Meetings\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -8 OffsetY: -5 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",13.0, Set the meeting for product demo,Event_200,googlecalendar/dynamicscrmonline,dynamicscrmonline
12,Recording_41,Process_16,2022-02-28T05:20:36+00:00,Press button in window,Button 'Create Meeting' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.PressButton Button: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Button \\'Create Meeting\\'']\n""]",14.0, Set the meeting for product demo,Event_200,googlecalendar/dynamicscrmonline,dynamicscrmonline
13,Recording_41,Process_16,2022-02-28T05:20:49+00:00,Populate text field in window,Edit 'Title' in Pane 'New Tab - Google Chrome - Name'; Text:'Product demo',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Edit \\'Title\\''] Text: 'Product demo' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",15.0, Set the meeting for product demo,Event_200,googlecalendar/dynamicscrmonline,dynamicscrmonline
14,Recording_41,Process_16,2022-02-28T05:20:55+00:00,Click UI element in window,Text 'Make this an online meeting' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Text \\'Make this an online meeting\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 12 OffsetY: -1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",16.0, Set the meeting for product demo,Event_200,googlecalendar/dynamicscrmonline,dynamicscrmonline
15,Recording_41,Process_16,2022-02-28T05:20:57+00:00,Set checkbox state in window,Check Box in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.SetCheckboxState Checkbox: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Check Box'] CheckboxState: UIAutomation.CheckboxState.UnChecked\n""]",18.0, Set the meeting for product demo,Event_200,googlecalendar/dynamicscrmonline,dynamicscrmonline
16,Recording_41,Process_16,2022-02-28T05:21:06+00:00,Click UI element in window,Data Item '4' 2 in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Data Item \\'4\\' 2'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -3 OffsetY: -9 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomCenter\n""]",19.0, Set the meeting for product demo,Event_200,googlecalendar/dynamicscrmonline,dynamicscrmonline
17,Recording_41,Process_16,2022-02-28T05:21:09+00:00,Click UI element in window,Edit 'hh:mm a' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Edit \\'hh:mm a\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -25 OffsetY: 0 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopRight\n""]",20.0, Set the meeting for product demo,Event_200,googlecalendar/dynamicscrmonline,dynamicscrmonline
18,Recording_41,Process_16,2022-02-28T05:21:12+00:00,Click UI element in window,Text '03:30 ' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Text \\'03:30 \\''] ClickType: UIAutomation.ClickType.LeftClick\n""]",21.0, Set the meeting for product demo,Event_200,googlecalendar/dynamicscrmonline,dynamicscrmonline
19,Recording_41,Process_16,2022-02-28T05:21:16+00:00,Click UI element in window,Edit 'hh:mm a' 2 in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Edit \\'hh:mm a\\' 2'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 15 OffsetY: 5 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopLeft\n""]",22.0, Set the meeting for product demo,Event_200,googlecalendar/dynamicscrmonline,dynamicscrmonline
20,Recording_41,Process_16,2022-02-28T05:21:20+00:00,Click UI element in window,Text '03:30 ' 2 in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Text \\'03:30 \\' 2'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 10 OffsetY: 1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",23.0, Set the meeting for product demo,Event_200,googlecalendar/dynamicscrmonline,dynamicscrmonline
21,Recording_41,Process_16,2022-02-28T05:21:24+00:00,Click UI element in window,Text 'Name Surname' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Text \\'Name Surname\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 0 OffsetY: 0 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",24.0, Set the meeting for product demo,Event_200,googlecalendar/dynamicscrmonline,dynamicscrmonline
22,Recording_41,Process_16,2022-02-28T05:21:27+00:00,Click UI element in window,Text 'Name Surname' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Text \\'Name Surname\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -8 OffsetY: 5 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopCenter\n""]",25.0, Set the meeting for product demo,Event_200,googlecalendar/dynamicscrmonline,dynamicscrmonline
23,Recording_41,Process_16,2022-02-28T05:21:35+00:00,Click UI element in window,Text 'Participants' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Text \\'Participants\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 5 OffsetY: -6 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomCenter\n""]",26.0, Set the meeting for product demo,Event_200,googlecalendar/dynamicscrmonline,dynamicscrmonline
24,Recording_41,Process_16,2022-02-28T05:21:37+00:00,Click UI element in window,Hyperlink 'Add' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Hyperlink \\'Add\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 2 OffsetY: -5 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomCenter\n""]",27.0, Set the meeting for product demo,Event_200,googlecalendar/dynamicscrmonline,dynamicscrmonline
25,Recording_41,Process_16,2022-02-28T05:21:39+00:00,Set checkbox state in window,Check Box 'Name Butt  ... @Domain' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.SetCheckboxState Checkbox: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Check Box \\'Name Butt  ... @Domain\\''] CheckboxState: UIAutomation.CheckboxState.Checked\n""]",28.0, Set the meeting for product demo,Event_200,googlecalendar/dynamicscrmonline,dynamicscrmonline
26,Recording_41,Process_16,2022-02-28T05:21:40+00:00,Click UI element in window,Data Item 'Name Butt  ... @Domain' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Data Item \\'Name Butt  ... @Domain\\''] ClickType: UIAutomation.ClickType.LeftClick\n""]",29.0, Set the meeting for product demo,Event_200,googlecalendar/dynamicscrmonline,dynamicscrmonline
27,Recording_41,Process_16,2022-02-28T05:21:42+00:00,Press button in window,Button 'Done' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.PressButton Button: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Button \\'Done\\'']\n""]",30.0, Set the meeting for product demo,Event_200,googlecalendar/dynamicscrmonline,dynamicscrmonline
28,Recording_41,Process_16,2022-02-28T05:21:54+00:00,Click UI element in window,Text 'Participants Reminder' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Text \\'Participants Reminder\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 34 OffsetY: -6 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomLeft\n""]",32.0, Set the meeting for product demo,Event_200,googlecalendar/dynamicscrmonline,dynamicscrmonline
29,Recording_41,Process_16,2022-02-28T05:22:00+00:00,Click UI element in window,Text '5 minutes before' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Text \\'5 minutes before\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 27 OffsetY: -5 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomLeft\n""]",33.0, Set the meeting for product demo,Event_200,googlecalendar/dynamicscrmonline,dynamicscrmonline
30,Recording_41,Process_16,2022-02-28T05:22:02+00:00,Press button in window,Button 'Save' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.PressButton Button: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Button \\'Save\\'']\n""]",34.0, Set the meeting for product demo,Event_200,googlecalendar/dynamicscrmonline,dynamicscrmonline
31,Recording_41,Process_16,2022-02-28T05:22:06+00:00,Click UI element in window,Text 'Meeting created successfully. ' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Text \\'Meeting created successfully. \\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 23 OffsetY: -2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n"", '# End of autogenerated actions using the desktop recorder\n']",, Set the meeting for product demo,Event_200,googlecalendar/dynamicscrmonline,dynamicscrmonline
