StepId,RecordingId,ProcessId,TimeStamp,StepName,StepDescription,ApplicationProcessName,ApplicationParentWindowName,AutomationStep,NextStepId,label_EventName,label_EventId,Process_Name,Connectors,duration
0,Recording_121,Process_33,2022-02-16T06:46:52+00:00,Press button in window,Button 'Type here to search' in TaskBar,,,"[""UIAutomation.PressButton Button: appmask['TaskBar']['Button \\'Type here to search\\'']\n""]",2.0,Go to the personal note taking app,Event_558,sharepoint/onenote,onenote,2.0
1,Recording_121,Process_33,2022-02-16T06:46:54+00:00,Populate text field in window,Edit 'Search box' in Window 'Search'; Text:'onenote',SearchApp,Search,"[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Search\\'']['Edit \\'Search box\\''] Text: 'onenote' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",3.0,Go to the personal note taking app,Event_558,sharepoint/onenote,onenote,8.0
2,Recording_121,Process_33,2022-02-16T06:47:02+00:00,Click UI element in window,List Item 'Open' in Window 'Search',SearchApp,Search,"[""UIAutomation.Click Element: appmask['Window \\'Search\\'']['List Item \\'Open\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 70 OffsetY: 0 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",4.0,Go to the personal note taking app,Event_558,sharepoint/onenote,onenote,6.0
3,Recording_121,Process_33,2022-02-16T06:47:08+00:00,Press button in window,Button 'Click to  ...  OneNote Notebooks' in Window 'Untitled page - OneNote',ONENOTE,Untitled page - OneNote,"[""UIAutomation.PressButton Button: appmask['Window \\'Untitled page - OneNote\\'']['Button \\'Click to  ...  OneNote Notebooks\\'']\n""]",5.0,Locate the desire file and copy the points,Event_559,sharepoint/onenote,onenote,5.0
4,Recording_121,Process_33,2022-02-16T06:47:13+00:00,Press button in window,Button 'Notebook  ...  Status: syncing' in Window 'Untitled page - OneNote',ONENOTE,Untitled page - OneNote,"[""UIAutomation.PressButton Button: appmask['Window \\'Untitled page - OneNote\\'']['Button \\'Notebook  ...  Status: syncing\\'']\n""]",6.0,Locate the desire file and copy the points,Event_559,sharepoint/onenote,onenote,6.0
5,Recording_121,Process_33,2022-02-16T06:47:19+00:00,Drag and drop UI element in window,Edit '5. Project goals' in Edit '1. Difficultly in searching objects' in Window 'FIELD SURVEY FEEDBACK - OneNote',ONENOTE,FIELD SURVEY FEEDBACK - OneNote,"[""UIAutomation.DragAndDropElement MouseDownOffsetY: 2 MouseDownOffsetX: -119 RectangleEdgePointForMouseDown: UIAutomation.RectangleEdgePoint.MiddleCenter ControlToDrag: appmask['Window \\'FIELD SURVEY FEEDBACK - OneNote\\'']['Edit \\'1. Difficultly in searching objects\\''] MouseUpOffsetY: -1 MouseUpOffsetX: -45 RectangleEdgePointForMouseUp: UIAutomation.RectangleEdgePoint.MiddleCenter ControlToDropOver: appmask['Window \\'FIELD SURVEY FEEDBACK - OneNote\\'']['Edit \\'5. Project goals\\''] ClickType: UIAutomation.DragAndDropClickType.LeftClick\n""]",7.0,Locate the desire file and copy the points,Event_559,sharepoint/onenote,onenote,5.0
6,Recording_121,Process_33,2022-02-16T06:47:24+00:00,Click UI element in window,Edit '1. Difficultly in searching objects' in Window 'FIELD SURVEY FEEDBACK - OneNote',ONENOTE,FIELD SURVEY FEEDBACK - OneNote,"[""UIAutomation.Click Element: appmask['Window \\'FIELD SURVEY FEEDBACK - OneNote\\'']['Edit \\'1. Difficultly in searching objects\\''] ClickType: UIAutomation.ClickType.RightButtonDown OffsetX: -40 OffsetY: -6 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomCenter\n""]",8.0,Locate the desire file and copy the points,Event_559,sharepoint/onenote,onenote,4.0
7,Recording_121,Process_33,2022-02-16T06:47:28+00:00,Select menu option in window,Menu Item 'Copy' in Window 'FIELD SURVEY FEEDBACK - OneNote',ONENOTE,FIELD SURVEY FEEDBACK - OneNote,"[""UIAutomation.SelectMenuOption Control: appmask['Window \\'FIELD SURVEY FEEDBACK - OneNote\\'']['Menu Item \\'Copy\\'']\n""]",9.0,Locate the desire file and copy the points,Event_559,sharepoint/onenote,onenote,7.0
8,Recording_121,Process_33,2022-02-16T06:47:35+00:00,Press button in window,Firefox - 1 running window in Quick Launch Bar,,,"[""UIAutomation.PressButton Button: appmask['Quick Launch Bar']['Firefox - 1 running window']\n""]",10.0,Go to the collaborative platform,Event_560,sharepoint/onenote,Sharepoint,6.0
9,Recording_121,Process_33,2022-02-16T06:47:41+00:00,Populate text field in window,Edit 'Search with Google or enter address' in Window 'Mozilla Firefox'; Text:'o365',firefox,Mozilla Firefox,"[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Mozilla Firefox\\'']['Edit \\'Search with Google or enter address\\''] Text: 'o365' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",11.0,Go to the collaborative platform,Event_560,sharepoint/onenote,Sharepoint,2.0
