"StepId","RecordingId","ProcessId","TimeStamp","DurationSec","StepName","StepDescription","ApplicationProcessName","ApplicationParentWindowName","AutomationStep","NextStepId","label_EventName","label_EventId","Process_Name","Connectors"
0,"Recording_19","Process_14","2022-02-21T07:14:31",3,"Select menu option in window","Google Chrome - 3 running windows in Quick Launch Bar","","","[""UIAutomation.SelectMenuOption Control: appmask['Quick Launch Bar']['Google Chrome - 3 running windows']\n""]",2,"Login to collaborative tool","Event_88","sharepoint/approvals/googlecalendar","Sharepoint"
1,"Recording_19","Process_14","2022-02-21T07:14:34",3,"Click UI element in window","List Item 'New Tab - Google Chrome' in List 'Task Switcher'","","Task Switcher","[""UIAutomation.Click Element: appmask['List \\'Task Switcher\\'']['List Item \\'New Tab - Google Chrome\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -52 OffsetY: 18 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopRight\n""]",3,"Login to collaborative tool","Event_88","sharepoint/approvals/googlecalendar","Sharepoint"
2,"Recording_19","Process_14","2022-02-21T07:14:37",3,"Press button in window","Button 'SharePoint' in Pane 'New Tab - Google Chrome - Name'","chrome","New Tab - Google Chrome - Name","[""UIAutomation.PressButton Button: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Button \\'SharePoint\\'']\n""]",4,"Login to collaborative tool","Event_88","sharepoint/approvals/googlecalendar","Sharepoint"
3,"Recording_19","Process_14","2022-02-21T07:14:40",5,"Click UI element in window","Hyperlink 'Project RoadMap' in Pane 'New Tab - Google Chrome - Name'","chrome","New Tab - Google Chrome - Name","[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Hyperlink \\'Project RoadMap\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -30 OffsetY: 5 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",5,"Login to collaborative tool","Event_88","sharepoint/approvals/googlecalendar","Sharepoint"
4,"Recording_19","Process_14","2022-02-21T07:14:45",7,"Click UI element in window","Hyperlink 'Documents' in Pane 'New Tab - Google Chrome - Name'","chrome","New Tab - Google Chrome - Name","[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Hyperlink \\'Documents\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 72 OffsetY: 1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",6,"Login to collaborative tool","Event_88","sharepoint/approvals/googlecalendar","Sharepoint"
5,"Recording_19","Process_14","2022-02-21T07:14:52",18,"Click UI element in window","Hyperlink 'Firefighting mockdrill agenda.docx' in Pane 'New Tab - Google Chrome - Name'","chrome","New Tab - Google Chrome - Name","[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Hyperlink \\'Firefighting mockdrill agenda.docx\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 59 OffsetY: -2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",7,"Login to collaborative tool","Event_88","sharepoint/approvals/googlecalendar","Sharepoint"
6,"Recording_19","Process_14","2022-02-21T07:15:10",6,"Press button in window","Button 'Share' in Pane 'New Tab - Google Chrome - Name'","chrome","New Tab - Google Chrome - Name","[""UIAutomation.PressButton Button: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Button \\'Share\\'']\n""]",8,"Take the Fire fighting mock drill agenda link stored on collaborative tool","Event_89","sharepoint/approvals/googlecalendar","Sharepoint"
7,"Recording_19","Process_14","2022-02-21T07:15:16",7,"Click UI element in window","Button 'Copy' in Pane 'New Tab - Google Chrome - Name'","chrome","New Tab - Google Chrome - Name","[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Button \\'Copy\\''] ClickType: UIAutomation.ClickType.LeftButtonDown OffsetX: 16 OffsetY: -2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",9,"Take the Fire fighting mock drill agenda link stored on collaborative tool","Event_89","sharepoint/approvals/googlecalendar","Sharepoint"
8,"Recording_19","Process_14","2022-02-21T07:15:23",3,"Press button in window","Button 'Copy' 2 in Pane 'New Tab - Google Chrome - Name'","chrome","New Tab - Google Chrome - Name","[""UIAutomation.PressButton Button: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Button \\'Copy\\' 2']\n""]",10,"Take the Fire fighting mock drill agenda link stored on collaborative tool","Event_89","sharepoint/approvals/googlecalendar","Sharepoint"
9,"Recording_19","Process_14","2022-02-21T07:15:26",7,"Click UI element in window","Button 'Close' in Pane 'New Tab - Google Chrome - Name'","chrome","New Tab - Google Chrome - Name","[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Button \\'Close\\''] ClickType: UIAutomation.ClickType.LeftButtonUp OffsetX: -6 OffsetY: -11 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomCenter\n""]",11,"Take the Fire fighting mock drill agenda link stored on collaborative tool","Event_89","sharepoint/approvals/googlecalendar","Sharepoint"
10,"Recording_19","Process_14","2022-02-21T07:15:33",4,"Press button in window","Button 'New Tab' in Pane 'New Tab - Google Chrome - Name'","chrome","New Tab - Google Chrome - Name","[""UIAutomation.PressButton Button: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Button \\'New Tab\\'']\n""]",12,"Select the date to conduct Fire fighting mock drill in coming week","Event_90","sharepoint/approvals/googlecalendar","Sharepoint"
11,"Recording_19","Process_14","2022-02-21T07:15:37",3,"Press button in window","Button 'Google apps' in Pane 'New Tab - Google Chrome - Name'","chrome","New Tab - Google Chrome - Name","[""UIAutomation.PressButton Button: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Button \\'Google apps\\'']\n""]",13,"Select the date to conduct Fire fighting mock drill in coming week","Event_90","sharepoint/approvals/googlecalendar","Sharepoint"
12,"Recording_19","Process_14","2022-02-21T07:15:40",5,"Click UI element in window","Document in Pane 'New Tab - Google Chrome - Name'","chrome","New Tab - Google Chrome - Name","[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Document'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -64 OffsetY: 86 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]",14,"Select the date to conduct Fire fighting mock drill in coming week","Event_90","sharepoint/approvals/googlecalendar","Sharepoint"
13,"Recording_19","Process_14","2022-02-21T07:15:45",11,"Click UI element in window","Group in Pane 'New Tab - Google Chrome - Name'","chrome","New Tab - Google Chrome - Name","[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Group'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 77 OffsetY: -19 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomLeft\n""]",15,"Select the date to conduct Fire fighting mock drill in coming week","Event_90","sharepoint/approvals/googlecalendar","Sharepoint"
14,"Recording_19","Process_14","2022-02-21T07:15:56",15,"Click UI element in window","Data Item '28' in Pane 'New Tab - Google Chrome - Name'","chrome","New Tab - Google Chrome - Name","[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Data Item \\'28\\''] ClickType: UIAutomation.ClickType.LeftButtonUp OffsetX: 7 OffsetY: -5 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomLeft\n""]",16,"Select the date to conduct Fire fighting mock drill in coming week","Event_90","sharepoint/approvals/googlecalendar","Sharepoint"
15,"Recording_19","Process_14","2022-02-21T07:16:11",11,"Drag and drop UI element in window","Google Chrome - 3 running windows in Quick Launch Bar","","","[""UIAutomation.DragAndDropElement MouseDownOffsetY: 8 MouseDownOffsetX: 14 RectangleEdgePointForMouseDown: UIAutomation.RectangleEdgePoint.TopLeft ControlToDrag: appmask['Quick Launch Bar']['Google Chrome - 3 running windows'] MouseUpOffsetY: -38 MouseUpOffsetX: 39 RectangleEdgePointForMouseUp: UIAutomation.RectangleEdgePoint.TopLeft ControlToDropOver: appmask['List \\'Task Switcher\\'']['List Item \\'Setup Page - Zoho CRM - Google Chrome\\''] ClickType: UIAutomation.DragAndDropClickType.LeftClick\n""]",17,"Open the Approval tool and generate request","Event_91","sharepoint/approvals/googlecalendar","Sharepoint"
