StepId,RecordingId,ProcessId,TimeStamp,StepName,StepDescription,ApplicationProcessName,ApplicationParentWindowName,AutomationStep,NextStepId,label_EventName,label_EventId,Process_Name,Connectors,duration
0,Recording_113,Process_45,2022-02-14T08:03:22+00:00,Press button in window,Microsoft Teams - 1 running window in Quick Launch Bar,,,"[""UIAutomation.PressButton Button: appmask['Quick Launch Bar']['Microsoft Teams - 1 running window']\n""]",2.0,Open an Approval app,Event_528,approvals/sendmail,Approvals,6.0
1,Recording_113,Process_45,2022-02-14T08:03:28+00:00,Select menu option in window,"Menu Item 'More added apps Toolbar' in Pane 'General  ...  Teams, Main Window'",Teams,"General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomation.SelectMenuOption Control: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Menu Item \\'More added apps Toolbar\\'']\n""]",3.0,Open an Approval app,Event_528,approvals/sendmail,Approvals,3.0
2,Recording_113,Process_45,2022-02-14T08:03:31+00:00,Click UI element in window,"Image 'Approvals app icon' in Pane 'General  ...  Teams, Main Window'",Teams,"General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomation.Click Element: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Image \\'Approvals app icon\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 4 OffsetY: -15 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomCenter\n""]",4.0,Open an Approval app,Event_528,approvals/sendmail,Approvals,11.0
3,Recording_113,Process_45,2022-02-14T08:03:42+00:00,Select tab in window,"Tab Item 'Sent' in Pane 'General  ...  Teams, Main Window'",Teams,"General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomation.SelectTab Tab: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Tab Item \\'Sent\\'']\n""]",5.0,Check if a response on approval  request is received or not.,Event_529,approvals/sendmail,Approvals,8.0
4,Recording_113,Process_45,2022-02-14T08:03:50+00:00,Click UI element in window,"Data Item 'Work on project' in Pane 'General  ...  Teams, Main Window'",Teams,"General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomation.Click Element: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Data Item \\'Work on project\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 63 OffsetY: 3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",6.0,Check if a response on approval  request is received or not.,Event_529,approvals/sendmail,Approvals,16.0
5,Recording_113,Process_45,2022-02-14T08:04:06+00:00,Press button in window,"Button 'Close dialog' in Pane 'General  ...  Teams, Main Window'",Teams,"General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomation.PressButton Button: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Button \\'Close dialog\\'']\n""]",7.0,Check if a response on approval  request is received or not.,Event_529,approvals/sendmail,Approvals,6.0
6,Recording_113,Process_45,2022-02-14T08:04:12+00:00,Press button in window,Google Chrome - 1 running window in Quick Launch Bar,,,"[""UIAutomation.PressButton Button: appmask['Quick Launch Bar']['Google Chrome - 1 running window']\n""]",8.0,Send project Manuals to Teamates through email,Event_530,approvals/sendmail,sendmail,11.0
7,Recording_113,Process_45,2022-02-14T08:04:23+00:00,Populate text field in window,Edit 'Address and search bar' in Pane 'New Tab - Google Chrome - Person 1'; Text:'outlook',chrome,New Tab - Google Chrome - Person 1,"[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Edit \\'Address and search bar\\''] Text: 'outlook' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",9.0,Send project Manuals to Teamates through email,Event_530,approvals/sendmail,sendmail,1.0
8,Recording_113,Process_45,2022-02-14T08:04:24+00:00,Send keys,TextToSend:'{Return}',,,"['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}'\n""]",10.0,Send project Manuals to Teamates through email,Event_530,approvals/sendmail,sendmail,3.0
9,Recording_113,Process_45,2022-02-14T08:04:27+00:00,Click UI element in window,Hyperlink ' Outlook  ... k.live.com' in Pane 'New Tab - Google Chrome - Person 1',chrome,New Tab - Google Chrome - Person 1,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Hyperlink \\' Outlook  ... k.live.com\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -56 OffsetY: 0 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",11.0,Send project Manuals to Teamates through email,Event_530,approvals/sendmail,sendmail,9.0
10,Recording_113,Process_45,2022-02-14T08:04:36+00:00,Press button in window,Button 'New message' in Pane 'New Tab - Google Chrome - Person 1',chrome,New Tab - Google Chrome - Person 1,"[""UIAutomation.PressButton Button: appmask['Pane \\'New Tab - Google Chrome - Person 1\\'']['Button \\'New message\\'']\n""]",12.0,Send project Manuals to Teamates through email,Event_530,approvals/sendmail,sendmail,5.0
