StepId,RecordingId,ProcessId,TimeStamp,StepName,StepDescription,ApplicationProcessName,ApplicationParentWindowName,AutomationStep,NextStepId,label_EventName,label_EventId,Process_Name,Connectors,duration
0,Recording_101,Process_39,2022-02-17T06:53:48+00:00,Select menu option in window,Google Chrome - 2 running windows in Quick Launch Bar,,,"[""UIAutomation.SelectMenuOption Control: appmask['Quick Launch Bar']['Google Chrome - 2 running windows']\n""]",2.0,Login to Mailbox and look for the email,Event_469,Outlook/powerbi,Outlook,4.0
1,Recording_101,Process_39,2022-02-17T06:53:52+00:00,Press button in window,Button 'New Tab' in Pane 'Inbox -  ...  Chrome - Name',chrome,Inbox - Email@Domain - Gmail - Google Chrome - Name,"[""UIAutomation.PressButton Button: appmask['Pane \\'Inbox -  ...  Chrome - Name\\'']['Button \\'New Tab\\'']\n""]",3.0,Login to Mailbox and look for the email,Event_469,Outlook/powerbi,Outlook,3.0
2,Recording_101,Process_39,2022-02-17T06:53:55+00:00,Click UI element in window,Hyperlink 'Gmail' in Pane 'Inbox -  ...  Chrome - Name',chrome,Inbox - Email@Domain - Gmail - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'Inbox -  ...  Chrome - Name\\'']['Hyperlink \\'Gmail\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -10 OffsetY: 2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]",4.0,Login to Mailbox and look for the email,Event_469,Outlook/powerbi,Outlook,4.0
3,Recording_101,Process_39,2022-02-17T06:53:59+00:00,Click UI element in window,Text 'Project Raw data' in Pane 'Inbox -  ...  Chrome - Name',chrome,Inbox - Email@Domain - Gmail - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'Inbox -  ...  Chrome - Name\\'']['Text \\'Project Raw data\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 10 OffsetY: -1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",5.0,Login to Mailbox and look for the email,Event_469,Outlook/powerbi,Outlook,7.0
4,Recording_101,Process_39,2022-02-17T06:54:06+00:00,Click UI element in window,Hyperlink 'Preview attachment Raw Data of project ABC.xlsx' in Pane 'Inbox -  ...  Chrome - Name',chrome,Inbox - Email@Domain - Gmail - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'Inbox -  ...  Chrome - Name\\'']['Hyperlink \\'Preview attachment Raw Data of project ABC.xlsx\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -36 OffsetY: 9 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopRight\n""]",6.0,Download the file having raw data of project received in mail,Event_470,Outlook/powerbi,Outlook,4.0
5,Recording_101,Process_39,2022-02-17T06:54:10+00:00,Press button in window,Button 'Download' in Pane 'Inbox -  ...  Chrome - Name',chrome,Inbox - Email@Domain - Gmail - Google Chrome - Name,"[""UIAutomation.PressButton Button: appmask['Pane \\'Inbox -  ...  Chrome - Name\\'']['Button \\'Download\\'']\n""]",7.0,Download the file having raw data of project received in mail,Event_470,Outlook/powerbi,Outlook,9.0
6,Recording_101,Process_39,2022-02-17T06:54:19+00:00,Press button in window,Power BI Desktop in Quick Launch Bar,,,"[""UIAutomation.PressButton Button: appmask['Quick Launch Bar']['Power BI Desktop']\n""]",8.0,Login to BI application & get the raw data from downloaded file ,Event_471,Outlook/powerbi,Powerbi,17.0
7,Recording_101,Process_39,2022-02-17T06:54:36+00:00,Press button in window,Button 'Get data' in Window 'Untitled - Power BI Desktop',PBIDesktop,Untitled - Power BI Desktop,"[""UIAutomation.PressButton Button: appmask['Window \\'Untitled - Power BI Desktop\\'']['Button \\'Get data\\'']\n""]",10.0,Login to BI application & get the raw data from downloaded file ,Event_471,Outlook/powerbi,Powerbi,10.0
8,Recording_101,Process_39,2022-02-17T06:54:46+00:00,Press button in window,Button 'Connect' in Window 'Untitled - Power BI Desktop',PBIDesktop,Untitled - Power BI Desktop,"[""UIAutomation.PressButton Button: appmask['Window \\'Untitled - Power BI Desktop\\'']['Button \\'Connect\\'']\n""]",11.0,Login to BI application & get the raw data from downloaded file ,Event_471,Outlook/powerbi,Powerbi,3.0
9,Recording_101,Process_39,2022-02-17T06:54:49+00:00,Click UI element in window,Edit 'Name' in Window 'Untitled - Power BI Desktop',PBIDesktop,Untitled - Power BI Desktop,"[""UIAutomation.Click Element: appmask['Window \\'Untitled - Power BI Desktop\\'']['Edit \\'Name\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 67 OffsetY: 0 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",12.0,Login to BI application & get the raw data from downloaded file ,Event_471,Outlook/powerbi,Powerbi,3.0
10,Recording_101,Process_39,2022-02-17T06:54:52+00:00,Click UI element in window,Split Button 'Open' in Window 'Untitled - Power BI Desktop',PBIDesktop,Untitled - Power BI Desktop,"[""UIAutomation.Click Element: appmask['Window \\'Untitled - Power BI Desktop\\'']['Split Button \\'Open\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -5 OffsetY: -8 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomCenter\n""]",13.0,Login to BI application & get the raw data from downloaded file ,Event_471,Outlook/powerbi,Powerbi,11.0
11,Recording_101,Process_39,2022-02-17T06:55:03+00:00,Click UI element in window,"Check Box 'Level 2, Sheet3' in Window 'Untitled - Power BI Desktop'",PBIDesktop,Untitled - Power BI Desktop,"[""UIAutomation.Click Element: appmask['Window \\'Untitled - Power BI Desktop\\'']['Check Box \\'Level 2, Sheet3\\''] ClickType: UIAutomation.ClickType.LeftButtonUp OffsetX: 26 OffsetY: 1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",14.0,Login to BI application & get the raw data from downloaded file ,Event_471,Outlook/powerbi,Powerbi,7.0
12,Recording_101,Process_39,2022-02-17T06:55:10+00:00,Set checkbox state in window,"Check Box 'Level 2, Table 1 (Sheet3)' in Window 'Untitled - Power BI Desktop'",PBIDesktop,Untitled - Power BI Desktop,"[""UIAutomation.SetCheckboxState Checkbox: appmask['Window \\'Untitled - Power BI Desktop\\'']['Check Box \\'Level 2, Table 1 (Sheet3)\\''] CheckboxState: UIAutomation.CheckboxState.Checked\n""]",15.0,Login to BI application & get the raw data from downloaded file ,Event_471,Outlook/powerbi,Powerbi,5.0
13,Recording_101,Process_39,2022-02-17T06:55:15+00:00,Click UI element in window,Button 'Load' in Window 'Untitled - Power BI Desktop',PBIDesktop,Untitled - Power BI Desktop,"[""UIAutomation.Click Element: appmask['Window \\'Untitled - Power BI Desktop\\'']['Button \\'Load\\''] ClickType: UIAutomation.ClickType.LeftButtonUp OffsetX: 8 OffsetY: -1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",16.0,Login to BI application & get the raw data from downloaded file ,Event_471,Outlook/powerbi,Powerbi,33.0
14,Recording_101,Process_39,2022-02-17T06:55:48+00:00,Drag and drop UI element in window,Check Box in Button in Window 'Untitled - Power BI Desktop',PBIDesktop,Untitled - Power BI Desktop,"[""UIAutomation.DragAndDropElement MouseDownOffsetY: -1 MouseDownOffsetX: -4 RectangleEdgePointForMouseDown: UIAutomation.RectangleEdgePoint.MiddleCenter ControlToDrag: appmask['Window \\'Untitled - Power BI Desktop\\'']['Button'] MouseUpOffsetY: 1 MouseUpOffsetX: 1 RectangleEdgePointForMouseUp: UIAutomation.RectangleEdgePoint.MiddleCenter ControlToDropOver: appmask['Window \\'Untitled - Power BI Desktop\\'']['Check Box'] ClickType: UIAutomation.DragAndDropClickType.LeftClick\n""]",17.0,Make a BI graphical report of operation data and save it.,Event_472,Outlook/powerbi,Powerbi,3.0
15,Recording_101,Process_39,2022-02-17T06:55:51+00:00,Click UI element in window,Tree Item 'Numeric Field TEAM A' in Window 'Untitled - Power BI Desktop',PBIDesktop,Untitled - Power BI Desktop,"[""UIAutomation.Click Element: appmask['Window \\'Untitled - Power BI Desktop\\'']['Tree Item \\'Numeric Field TEAM A\\''] ClickType: UIAutomation.ClickType.LeftButtonUp OffsetX: 32 OffsetY: -1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",18.0,Make a BI graphical report of operation data and save it.,Event_472,Outlook/powerbi,Powerbi,1.0
16,Recording_101,Process_39,2022-02-17T06:55:52+00:00,Click UI element in window,Check Box 2 in Window 'Untitled - Power BI Desktop',PBIDesktop,Untitled - Power BI Desktop,"[""UIAutomation.Click Element: appmask['Window \\'Untitled - Power BI Desktop\\'']['Check Box 2'] ClickType: UIAutomation.ClickType.LeftButtonUp OffsetX: 1 OffsetY: -1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",19.0,Make a BI graphical report of operation data and save it.,Event_472,Outlook/powerbi,Powerbi,4.0
17,Recording_101,Process_39,2022-02-17T06:55:56+00:00,Click UI element in window,Tree Item 'Numeric Field TEAM B' in Window 'Untitled - Power BI Desktop',PBIDesktop,Untitled - Power BI Desktop,"[""UIAutomation.Click Element: appmask['Window \\'Untitled - Power BI Desktop\\'']['Tree Item \\'Numeric Field TEAM B\\''] ClickType: UIAutomation.ClickType.LeftButtonDown OffsetX: 19 OffsetY: 3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",20.0,Make a BI graphical report of operation data and save it.,Event_472,Outlook/powerbi,Powerbi,2.0
18,Recording_101,Process_39,2022-02-17T06:55:58+00:00,Click UI element in window,Check Box 3 in Window 'Untitled - Power BI Desktop',PBIDesktop,Untitled - Power BI Desktop,"[""UIAutomation.Click Element: appmask['Window \\'Untitled - Power BI Desktop\\'']['Check Box 3'] ClickType: UIAutomation.ClickType.LeftButtonDown OffsetX: -3 OffsetY: -2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomRight\n""]",21.0,Make a BI graphical report of operation data and save it.,Event_472,Outlook/powerbi,Powerbi,3.0
19,Recording_101,Process_39,2022-02-17T06:56:01+00:00,Set checkbox state in window,Check Box 3 in Window 'Untitled - Power BI Desktop',PBIDesktop,Untitled - Power BI Desktop,"[""UIAutomation.SetCheckboxState Checkbox: appmask['Window \\'Untitled - Power BI Desktop\\'']['Check Box 3'] CheckboxState: UIAutomation.CheckboxState.UnChecked\n""]",22.0,Make a BI graphical report of operation data and save it.,Event_472,Outlook/powerbi,Powerbi,7.0
20,Recording_101,Process_39,2022-02-17T06:56:08+00:00,Click UI element in window,Tree Item 'Numeric Field Team C' in Window 'Untitled - Power BI Desktop',PBIDesktop,Untitled - Power BI Desktop,"[""UIAutomation.Click Element: appmask['Window \\'Untitled - Power BI Desktop\\'']['Tree Item \\'Numeric Field Team C\\''] ClickType: UIAutomation.ClickType.LeftButtonUp OffsetX: 29 OffsetY: -7 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomLeft\n""]",23.0,Make a BI graphical report of operation data and save it.,Event_472,Outlook/powerbi,Powerbi,3.0
21,Recording_101,Process_39,2022-02-17T06:56:11+00:00,Set checkbox state in window,Check Box 4 in Window 'Untitled - Power BI Desktop',PBIDesktop,Untitled - Power BI Desktop,"[""UIAutomation.SetCheckboxState Checkbox: appmask['Window \\'Untitled - Power BI Desktop\\'']['Check Box 4'] CheckboxState: UIAutomation.CheckboxState.UnChecked\n""]",24.0,Make a BI graphical report of operation data and save it.,Event_472,Outlook/powerbi,Powerbi,3.0
22,Recording_101,Process_39,2022-02-17T06:56:14+00:00,Click UI element in window,Tree Item 'Numeric Field Team D' in Window 'Untitled - Power BI Desktop',PBIDesktop,Untitled - Power BI Desktop,"[""UIAutomation.Click Element: appmask['Window \\'Untitled - Power BI Desktop\\'']['Tree Item \\'Numeric Field Team D\\''] ClickType: UIAutomation.ClickType.LeftButtonUp OffsetX: 30 OffsetY: -2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",25.0,Make a BI graphical report of operation data and save it.,Event_472,Outlook/powerbi,Powerbi,2.0
23,Recording_101,Process_39,2022-02-17T06:56:16+00:00,Set checkbox state in window,Check Box 5 in Window 'Untitled - Power BI Desktop',PBIDesktop,Untitled - Power BI Desktop,"[""UIAutomation.SetCheckboxState Checkbox: appmask['Window \\'Untitled - Power BI Desktop\\'']['Check Box 5'] CheckboxState: UIAutomation.CheckboxState.UnChecked\n""]",26.0,Make a BI graphical report of operation data and save it.,Event_472,Outlook/powerbi,Powerbi,24.0
24,Recording_101,Process_39,2022-02-17T06:56:40+00:00,Drag and drop UI element in window,Document 'Chrome_RenderWidgetHostHWND' in Group 'Table' in Window 'Untitled - Power BI Desktop',PBIDesktop,Untitled - Power BI Desktop,"[""UIAutomation.DragAndDropElement MouseDownOffsetY: -1 MouseDownOffsetX: -8 RectangleEdgePointForMouseDown: UIAutomation.RectangleEdgePoint.BottomRight ControlToDrag: appmask['Window \\'Untitled - Power BI Desktop\\'']['Group \\'Table\\''] MouseUpOffsetY: -120 MouseUpOffsetX: -342 RectangleEdgePointForMouseUp: UIAutomation.RectangleEdgePoint.BottomRight ControlToDropOver: appmask['Window \\'Untitled - Power BI Desktop\\'']['Document \\'Chrome_RenderWidgetHostHWND\\''] ClickType: UIAutomation.DragAndDropClickType.LeftClick\n""]",27.0,Make a BI graphical report of operation data and save it.,Event_472,Outlook/powerbi,Powerbi,12.0
