StepId,RecordingId,ProcessId,TimeStamp,StepName,StepDescription,ApplicationProcessName,ApplicationParentWindowName,AutomationStep,NextStepId,label_EventName,label_EventId,Process_Name,Connectors,duration
0,Recording_31,Process_8,2022-02-22T04:51:26+00:00,Press button in window,Firefox - 1 running window in Quick Launch Bar,,,"[""UIAutomation.PressButton Button: appmask['Quick Launch Bar']['Firefox - 1 running window']\n""]",2.0,Open the sheet consist of graphical presentation of data,Event_144,excelonlinebusiness/projectonline/wordonlinebusiness,,3.0
1,Recording_31,Process_8,2022-02-22T04:51:29+00:00,Click UI element in window,Edit 'Search with Google or enter address' in Window 'Mozilla Firefox',firefox,Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'Mozilla Firefox\\'']['Edit \\'Search with Google or enter address\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 132 OffsetY: -4 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",3.0,Open the sheet consist of graphical presentation of data,Event_144,excelonlinebusiness/projectonline/wordonlinebusiness,,2.0
2,Recording_31,Process_8,2022-02-22T04:51:31+00:00,Send keys,TextToSend:'{Return}',,,"['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}'\n""]",4.0,Open the sheet consist of graphical presentation of data,Event_144,excelonlinebusiness/projectonline/wordonlinebusiness,,4.0
3,Recording_31,Process_8,2022-02-22T04:51:35+00:00,Populate text field in window,Edit 'Search with Google or enter address' in Window 'Mozilla Firefox'; Text:'sharepoint',firefox,Mozilla Firefox,"[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Mozilla Firefox\\'']['Edit \\'Search with Google or enter address\\''] Text: 'sharepoint' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",5.0,Open the sheet consist of graphical presentation of data,Event_144,excelonlinebusiness/projectonline/wordonlinebusiness,,1.0
4,Recording_31,Process_8,2022-02-22T04:51:36+00:00,Send keys,TextToSend:'{Return}',,,"['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}'\n""]",6.0,Open the sheet consist of graphical presentation of data,Event_144,excelonlinebusiness/projectonline/wordonlinebusiness,,4.0
5,Recording_31,Process_8,2022-02-22T04:51:40+00:00,Click UI element in window,Hyperlink 'Share  ...  › collaboration' in Window 'sharepoint - Google Search — Mozilla Firefox',firefox,sharepoint - Google Search — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'sharepoint - Google Search — Mozilla Firefox\\'']['Hyperlink \\'Share  ...  › collaboration\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -33 OffsetY: -5 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",7.0,Open the sheet consist of graphical presentation of data,Event_144,excelonlinebusiness/projectonline/wordonlinebusiness,,4.0
6,Recording_31,Process_8,2022-02-22T04:51:44+00:00,Click UI element in window,Hyperlink 'Sign in to your account' in Window 'Share Files  ...  — Mozilla Firefox',firefox,Share Files via your Team's Intranet | Microsoft SharePoint — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'Share Files  ...  — Mozilla Firefox\\'']['Hyperlink \\'Sign in to your account\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -6 OffsetY: -8 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",8.0,Open the sheet consist of graphical presentation of data,Event_144,excelonlinebusiness/projectonline/wordonlinebusiness,,19.0
7,Recording_31,Process_8,2022-02-22T04:52:03+00:00,Populate text field in window,"Edit 'Enter your email, phone, or Skype.' in Window 'Sign in to  ...  — Mozilla Firefox'; Text:'Email@Domain'",firefox,Sign in to your Microsoft account — Mozilla Firefox,"[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Sign in to  ...  — Mozilla Firefox\\'']['Edit \\'Enter your email, phone, or Skype.\\''] Text: 'Email@Domain' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",9.0,Open the sheet consist of graphical presentation of data,Event_144,excelonlinebusiness/projectonline/wordonlinebusiness,,1.0
8,Recording_31,Process_8,2022-02-22T04:52:04+00:00,Send keys,TextToSend:'{Return}',,,"['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}'\n""]",10.0,Open the sheet consist of graphical presentation of data,Event_144,excelonlinebusiness/projectonline/wordonlinebusiness,,8.0
9,Recording_31,Process_8,2022-02-22T04:52:12+00:00,Click UI element in window,Hyperlink 'SharePoint' in Window 'Microsoft Office Home — Mozilla Firefox',firefox,Microsoft Office Home — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'Microsoft Office Home — Mozilla Firefox\\'']['Hyperlink \\'SharePoint\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -12 OffsetY: -7 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]",11.0,Open the sheet consist of graphical presentation of data,Event_144,excelonlinebusiness/projectonline/wordonlinebusiness,,5.0
10,Recording_31,Process_8,2022-02-22T04:52:17+00:00,Click UI element in window,Hyperlink 'Project RoadMap' in Window 'SharePoint — Mozilla Firefox',firefox,SharePoint — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'SharePoint — Mozilla Firefox\\'']['Hyperlink \\'Project RoadMap\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 80 OffsetY: -5 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",12.0,Open the sheet consist of graphical presentation of data,Event_144,excelonlinebusiness/projectonline/wordonlinebusiness,,4.0
11,Recording_31,Process_8,2022-02-22T04:52:21+00:00,Click UI element in window,Hyperlink 'Documents' in Window 'Project RoadMap - Home — Mozilla Firefox',firefox,Project RoadMap - Home — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'Project RoadMap - Home — Mozilla Firefox\\'']['Hyperlink \\'Documents\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 9 OffsetY: 13 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopCenter\n""]",13.0,Open the sheet consist of graphical presentation of data,Event_144,excelonlinebusiness/projectonline/wordonlinebusiness,,20.0
12,Recording_31,Process_8,2022-02-22T04:52:41+00:00,Click UI element in window,Hyperlink 'Finance Data of projects.xlsx' in Window 'Project  ...  — Mozilla Firefox',firefox,Project RoadMap - Documents - All Documents — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'Project  ...  — Mozilla Firefox\\'']['Hyperlink \\'Finance Data of projects.xlsx\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -19 OffsetY: -4 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",14.0,Open the sheet consist of graphical presentation of data,Event_144,excelonlinebusiness/projectonline/wordonlinebusiness,,8.0
13,Recording_31,Process_8,2022-02-22T04:52:49+00:00,Click UI element in window,UI Custom in Window 'Finance Data of projects.xlsx — Mozilla Firefox',firefox,Finance Data of projects.xlsx — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'Finance Data of projects.xlsx — Mozilla Firefox\\'']['UI Custom'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 124 OffsetY: 22 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopLeft\n""]",15.0,Copy the graphical data from spreadsheet,Event_145,excelonlinebusiness/projectonline/wordonlinebusiness,,2.0
14,Recording_31,Process_8,2022-02-22T04:52:51+00:00,Click UI element in window,UI Custom 2 in Window 'Finance Data of projects.xlsx — Mozilla Firefox',firefox,Finance Data of projects.xlsx — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'Finance Data of projects.xlsx — Mozilla Firefox\\'']['UI Custom 2'] ClickType: UIAutomation.ClickType.RightClick OffsetX: 122 OffsetY: 20 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopLeft\n""]",16.0,Copy the graphical data from spreadsheet,Event_145,excelonlinebusiness/projectonline/wordonlinebusiness,,3.0
15,Recording_31,Process_8,2022-02-22T04:52:54+00:00,Select menu option in window,Menu Item 'Copy' in Window 'Finance Data of projects.xlsx — Mozilla Firefox',firefox,Finance Data of projects.xlsx — Mozilla Firefox,"[""UIAutomation.SelectMenuOption Control: appmask['Window \\'Finance Data of projects.xlsx — Mozilla Firefox\\'']['Menu Item \\'Copy\\'']\n""]",17.0,Copy the graphical data from spreadsheet,Event_145,excelonlinebusiness/projectonline/wordonlinebusiness,,4.0
16,Recording_31,Process_8,2022-02-22T04:52:58+00:00,Press button in window,Button 'Open a new tab (Ctrl+T)' in Window 'Finance Data of projects.xlsx — Mozilla Firefox',firefox,Finance Data of projects.xlsx — Mozilla Firefox,"[""UIAutomation.PressButton Button: appmask['Window \\'Finance Data of projects.xlsx — Mozilla Firefox\\'']['Button \\'Open a new tab (Ctrl+T)\\'']\n""]",18.0,Open the word document and paste the data copied from spreadsheet,Event_146,excelonlinebusiness/projectonline/wordonlinebusiness,,5.0
17,Recording_31,Process_8,2022-02-22T04:53:03+00:00,Populate text field in window,Edit 'Search with Google or enter address' in Window 'Mozilla Firefox'; Text:'onedrive',firefox,Mozilla Firefox,"[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Mozilla Firefox\\'']['Edit \\'Search with Google or enter address\\''] Text: 'onedrive' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",19.0,Open the word document and paste the data copied from spreadsheet,Event_146,excelonlinebusiness/projectonline/wordonlinebusiness,,1.0
18,Recording_31,Process_8,2022-02-22T04:53:04+00:00,Send keys,TextToSend:'{Return}',,,"['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}'\n""]",20.0,Open the word document and paste the data copied from spreadsheet,Event_146,excelonlinebusiness/projectonline/wordonlinebusiness,,5.0
