"StepId","RecordingId","ProcessId","TimeStamp","DurationSec","StepName","StepDescription","ApplicationProcessName","ApplicationParentWindowName","AutomationStep","NextStepId","label_EventName","label_EventId","Process_Name","Connectors"
0,"Recording_31","Process_8","2022-02-22T05:51:26",3,"Press button in window","Firefox - 1 running window in Quick Launch Bar","","","[""UIAutomation.PressButton Button: appmask['Quick Launch Bar']['Firefox - 1 running window']\n""]",2,"Open the sheet consist of graphical presentation of data","Event_144","excelonlinebusiness/projectonline/wordonlinebusiness",NA
1,"Recording_31","Process_8","2022-02-22T05:51:29",2,"Click UI element in window","Edit 'Search with Google or enter address' in Window 'Mozilla Firefox'","firefox","Mozilla Firefox","[""UIAutomation.Click Element: appmask['Window \\'Mozilla Firefox\\'']['Edit \\'Search with Google or enter address\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 132 OffsetY: -4 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",3,"Open the sheet consist of graphical presentation of data","Event_144","excelonlinebusiness/projectonline/wordonlinebusiness",NA
2,"Recording_31","Process_8","2022-02-22T05:51:31",4,"Send keys","TextToSend:'{Return}'","","","['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}'\n""]",4,"Open the sheet consist of graphical presentation of data","Event_144","excelonlinebusiness/projectonline/wordonlinebusiness",NA
3,"Recording_31","Process_8","2022-02-22T05:51:35",1,"Populate text field in window","Edit 'Search with Google or enter address' in Window 'Mozilla Firefox'; Text:'sharepoint'","firefox","Mozilla Firefox","[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Mozilla Firefox\\'']['Edit \\'Search with Google or enter address\\''] Text: 'sharepoint' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",5,"Open the sheet consist of graphical presentation of data","Event_144","excelonlinebusiness/projectonline/wordonlinebusiness",NA
4,"Recording_31","Process_8","2022-02-22T05:51:36",4,"Send keys","TextToSend:'{Return}'","","","['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}'\n""]",6,"Open the sheet consist of graphical presentation of data","Event_144","excelonlinebusiness/projectonline/wordonlinebusiness",NA
5,"Recording_31","Process_8","2022-02-22T05:51:40",4,"Click UI element in window","Hyperlink 'Share  ...  › collaboration' in Window 'sharepoint - Google Search — Mozilla Firefox'","firefox","sharepoint - Google Search — Mozilla Firefox","[""UIAutomation.Click Element: appmask['Window \\'sharepoint - Google Search — Mozilla Firefox\\'']['Hyperlink \\'Share  ...  › collaboration\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -33 OffsetY: -5 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",7,"Open the sheet consist of graphical presentation of data","Event_144","excelonlinebusiness/projectonline/wordonlinebusiness",NA
6,"Recording_31","Process_8","2022-02-22T05:51:44",19,"Click UI element in window","Hyperlink 'Sign in to your account' in Window 'Share Files  ...  — Mozilla Firefox'","firefox","Share Files via your Team's Intranet | Microsoft SharePoint — Mozilla Firefox","[""UIAutomation.Click Element: appmask['Window \\'Share Files  ...  — Mozilla Firefox\\'']['Hyperlink \\'Sign in to your account\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -6 OffsetY: -8 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",8,"Open the sheet consist of graphical presentation of data","Event_144","excelonlinebusiness/projectonline/wordonlinebusiness",NA
7,"Recording_31","Process_8","2022-02-22T05:52:03",1,"Populate text field in window","Edit 'Enter your email, phone, or Skype.' in Window 'Sign in to  ...  — Mozilla Firefox'; Text:'Email@Domain'","firefox","Sign in to your Microsoft account — Mozilla Firefox","[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Sign in to  ...  — Mozilla Firefox\\'']['Edit \\'Enter your email, phone, or Skype.\\''] Text: 'Email@Domain' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",9,"Open the sheet consist of graphical presentation of data","Event_144","excelonlinebusiness/projectonline/wordonlinebusiness",NA
8,"Recording_31","Process_8","2022-02-22T05:52:04",8,"Send keys","TextToSend:'{Return}'","","","['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}'\n""]",10,"Open the sheet consist of graphical presentation of data","Event_144","excelonlinebusiness/projectonline/wordonlinebusiness",NA
9,"Recording_31","Process_8","2022-02-22T05:52:12",5,"Click UI element in window","Hyperlink 'SharePoint' in Window 'Microsoft Office Home — Mozilla Firefox'","firefox","Microsoft Office Home — Mozilla Firefox","[""UIAutomation.Click Element: appmask['Window \\'Microsoft Office Home — Mozilla Firefox\\'']['Hyperlink \\'SharePoint\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -12 OffsetY: -7 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]",11,"Open the sheet consist of graphical presentation of data","Event_144","excelonlinebusiness/projectonline/wordonlinebusiness",NA
