StepId,RecordingId,ProcessId,TimeStamp,StepName,StepDescription,ApplicationProcessName,ApplicationParentWindowName,AutomationStep,NextStepId,label_EventName,label_EventId,Process_Name,Connectors,duration
0,Recording_127,Process_37,2022-02-17T04:26:25+00:00,Select menu option in window,Microsoft Edge (2) - 2 running windows in Quick Launch Bar,,,"[""UIAutomation.SelectMenuOption Control: appmask['Quick Launch Bar']['Microsoft Edge (2) - 2 running windows']\n""]",02.00, Open the monthly performancde sheet,Event_577,excelonlinebusiness/wordonlinebusiness,excelonlinebusiness/wordonlinebusiness,04.00
1,Recording_127,Process_37,2022-02-17T04:26:29+00:00,Populate text field in window,Edit 'Address and search bar' in Window 'New tab and  ...  - Microsoft​ Edge'; Text:'office 365',msedge,New tab and 1 more page - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.PopulateTextField TextField: appmask['Window \\'New tab and  ...  - Microsoft\u200b Edge\\'']['Edit \\'Address and search bar\\''] Text: 'office 365' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n"", 'WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}'\n""]",03.00, Open the monthly performancde sheet,Event_577,excelonlinebusiness/wordonlinebusiness,excelonlinebusiness/wordonlinebusiness,00.00
2,Recording_127,Process_37,2022-02-17T04:26:29+00:00,Send keys,TextToSend:'{Return}',,,"[""UIAutomation.PopulateTextField TextField: appmask['Window \\'New tab and  ...  - Microsoft\u200b Edge\\'']['Edit \\'Address and search bar\\''] Text: 'office 365' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n"", 'WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}'\n""]",04.00, Open the monthly performancde sheet,Event_577,excelonlinebusiness/wordonlinebusiness,excelonlinebusiness/wordonlinebusiness,04.00
3,Recording_127,Process_37,2022-02-17T04:26:33+00:00,Click UI element in window,Hyperlink 'Office 365 login' in Window 'office 365 -  ...  - Microsoft​ Edge',msedge,office 365 - Search and 1 more page - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.Click Element: appmask['Window \\'office 365 -  ...  - Microsoft\u200b Edge\\'']['Hyperlink \\'Office 365 login\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -1 OffsetY: -3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",05.00, Open the monthly performancde sheet,Event_577,excelonlinebusiness/wordonlinebusiness,excelonlinebusiness/wordonlinebusiness,07.00
4,Recording_127,Process_37,2022-02-17T04:26:40+00:00,Click UI element in window,Hyperlink 'OneDrive' in Window 'Microsoft  ...  - Microsoft​ Edge',msedge,Microsoft Office Home and 2 more pages - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.Click Element: appmask['Window \\'Microsoft  ...  - Microsoft\u200b Edge\\'']['Hyperlink \\'OneDrive\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -11 OffsetY: 3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]",06.00, Open the monthly performancde sheet,Event_577,excelonlinebusiness/wordonlinebusiness,excelonlinebusiness/wordonlinebusiness,11.00
5,Recording_127,Process_37,2022-02-17T04:26:51+00:00,Click UI element in window,Window 'My files -  ...  - Microsoft​ Edge',msedge,My files - OneDrive and 3 more pages - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.Click Element: appmask['Window \\'My files -  ...  - Microsoft\u200b Edge\\'']['Hyperlink \\'Performancde Data_January\\'22_.xlsx\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 40 OffsetY: 0 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",07.00, Open the monthly performancde sheet,Event_577,excelonlinebusiness/wordonlinebusiness,excelonlinebusiness/wordonlinebusiness,08.00
6,Recording_127,Process_37,2022-02-17T04:26:59+00:00,Click UI element in window,Image 'ewr-sheettable' in Window 'Performancde  ...  - Microsoft​ Edge',msedge,Performancde Data_January'22_.xlsx and 4 more pages - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.Click Element: appmask['Window \\'Performancde  ...  - Microsoft\u200b Edge\\'']['Image \\'ewr-sheettable\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 46 OffsetY: -72 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",08.00, Open the monthly performancde sheet,Event_577,excelonlinebusiness/wordonlinebusiness,excelonlinebusiness/wordonlinebusiness,08.00
7,Recording_127,Process_37,2022-02-17T04:27:07+00:00,Select tab in window,Window 'Performancde  ...  - Microsoft​ Edge',msedge,Performancde Data_January'22_.xlsx and 4 more pages - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.SelectTab Tab: appmask['Window \\'Performancde  ...  - Microsoft\u200b Edge\\'']['Tab Item \\'Microsoft Office Home - [InPrivate]\\'']\n""]",09.00, Open the monthly performancde sheet,Event_577,excelonlinebusiness/wordonlinebusiness,excelonlinebusiness/wordonlinebusiness,04.00
8,Recording_127,Process_37,2022-02-17T04:27:11+00:00,Click UI element in window,Hyperlink 'SharePoint' in Window 'Microsoft  ...  - Microsoft​ Edge' 2,msedge,Microsoft Office Home and 4 more pages - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.Click Element: appmask['Window \\'Microsoft  ...  - Microsoft\u200b Edge\\' 2']['Hyperlink \\'SharePoint\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 3 OffsetY: 5 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",10.00,Go to the cloud storage,Event_578,excelonlinebusiness/wordonlinebusiness,excelonlinebusiness/wordonlinebusiness,13.00
9,Recording_127,Process_37,2022-02-17T04:27:24+00:00,Press button in window,Button 'My files' in Window 'SharePoint  ...  - Microsoft​ Edge',msedge,SharePoint and 5 more pages - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.PressButton Button: appmask['Window \\'SharePoint  ...  - Microsoft\u200b Edge\\'']['Button \\'My files\\'']\n""]",11.00,Prepare the Monthly Performance report,Event_579,excelonlinebusiness/wordonlinebusiness,excelonlinebusiness/wordonlinebusiness,16.00
