"StepId","RecordingId","ProcessId","TimeStamp","DurationSec","StepName","StepDescription","ApplicationProcessName","ApplicationParentWindowName","AutomationStep","NextStepId","label_EventName","label_EventId","Process_Name","Connectors"
0,"Recording_67","Process_21",1646279115,"2","Select menu option in window","Firefox - 2 running windows in Quick Launch Bar","","","[""UIAutomation.SelectMenuOption Control: appmask['Quick Launch Bar']['Firefox - 2 running windows']\n""]","3","Open Collaborative app","Event_337","sharepoint/uiflow/onenote",""
1,"Recording_67","Process_21",1646279117,"5","Click UI element in window","List Item 'Mozilla Firefox' in List 'Task Switcher'","","Task Switcher","[""UIAutomation.Click Element: appmask['List \\'Task Switcher\\'']['List Item \\'Mozilla Firefox\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 28 OffsetY: -38 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomCenter\n""]","4","Open Collaborative app","Event_337","sharepoint/uiflow/onenote",""
2,"Recording_67","Process_21",1646279122,"0","Populate text field in window","Edit 'Search with Google or enter address' in Window 'Mozilla Firefox'; Text:'o365'","firefox","Mozilla Firefox","[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Mozilla Firefox\\'']['Edit \\'Search with Google or enter address\\''] Text: 'o365' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n"", 'WAIT 2\n', ""MouseAndKeyboard.SendKeys.FocusAndSendKeys TextToSend: '{Return}'\n""]","5","Open Collaborative app","Event_337","sharepoint/uiflow/onenote",""
3,"Recording_67","Process_21",1646279122,"5","MouseAndKeyboard.SendKeys.FocusAndSendKeys","TextToSend:'{Return}'","","","[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Mozilla Firefox\\'']['Edit \\'Search with Google or enter address\\''] Text: 'o365' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n"", 'WAIT 2\n', ""MouseAndKeyboard.SendKeys.FocusAndSendKeys TextToSend: '{Return}'\n""]","6","Open Collaborative app","Event_337","sharepoint/uiflow/onenote",""
4,"Recording_67","Process_21",1646279127,"9","Click UI element in window","Hyperlink 'Office  ... office.com' in Window 'o365 - Google Search — Mozilla Firefox'","firefox","o365 - Google Search — Mozilla Firefox","[""UIAutomation.Click Element: appmask['Window \\'o365 - Google Search — Mozilla Firefox\\'']['Hyperlink \\'Office  ... office.com\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 39 OffsetY: -13 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomCenter\n""]","7","Open Collaborative app","Event_337","sharepoint/uiflow/onenote",""
5,"Recording_67","Process_21",1646279136,"7","Click UI element in window","Hyperlink 'SharePoint' in Window 'Microsoft Office Home — Mozilla Firefox'","firefox","Microsoft Office Home — Mozilla Firefox","[""UIAutomation.Click Element: appmask['Window \\'Microsoft Office Home — Mozilla Firefox\\'']['Hyperlink \\'SharePoint\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -1 OffsetY: 7 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]","8","Open Collaborative app","Event_337","sharepoint/uiflow/onenote",""
6,"Recording_67","Process_21",1646279143,"6","Click UI element in window","Hyperlink 'Project RoadMap' in Window 'SharePoint — Mozilla Firefox'","firefox","SharePoint — Mozilla Firefox","[""UIAutomation.Click Element: appmask['Window \\'SharePoint — Mozilla Firefox\\'']['Hyperlink \\'Project RoadMap\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -11 OffsetY: -3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]","9","Open Collaborative app","Event_337","sharepoint/uiflow/onenote",""
7,"Recording_67","Process_21",1646279149,"8","Click UI element in window","Hyperlink 'Documents' in Window 'Project RoadMap - Home — Mozilla Firefox'","firefox","Project RoadMap - Home — Mozilla Firefox","[""UIAutomation.Click Element: appmask['Window \\'Project RoadMap - Home — Mozilla Firefox\\'']['Hyperlink \\'Documents\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 11 OffsetY: -3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]","10","Open Collaborative app","Event_337","sharepoint/uiflow/onenote",""
8,"Recording_67","Process_21",1646279157,"21","Select menu option in window","MenuItem: New in Window 'Project  ...  — Mozilla Firefox'","firefox","Project RoadMap - Documents - All Documents — Mozilla Firefox","[""UIAutomation.SelectMenuOption Control: appmask['Window \\'Project  ...  — Mozilla Firefox\\'']['MenuItem: New']\n""]","11","Add a new note","Event_338","sharepoint/uiflow/onenote",""
9,"Recording_67","Process_21",1646279178,"10","Select menu option in window","MenuItem: New → OneNote notebook in Window 'Project  ...  — Mozilla Firefox'","firefox","Project RoadMap - Documents - All Documents — Mozilla Firefox","[""UIAutomation.SelectMenuOption Control: appmask['Window \\'Project  ...  — Mozilla Firefox\\'']['MenuItem: New → OneNote notebook']\n""]","12","Add a new note","Event_338","sharepoint/uiflow/onenote",""
10,"Recording_67","Process_21",1646279188,"4","Populate text field in window","Edit 'Enter your new name' in Window 'Project  ...  — Mozilla Firefox'; Text:'Flow task list'","firefox","Project RoadMap - Documents - All Documents — Mozilla Firefox","[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Project  ...  — Mozilla Firefox\\'']['Edit \\'Enter your new name\\''] Text: 'Flow task list' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]","13","Add a new note","Event_338","sharepoint/uiflow/onenote",""
11,"Recording_67","Process_21",1646279192,"8","Press button in window","Button 'Create' in Window 'Project  ...  — Mozilla Firefox'","firefox","Project RoadMap - Documents - All Documents — Mozilla Firefox","[""UIAutomation.PressButton Button: appmask['Window \\'Project  ...  — Mozilla Firefox\\'']['Button \\'Create\\'']\n""]","14","Add a new note","Event_338","sharepoint/uiflow/onenote",""
12,"Recording_67","Process_21",1646279200,"1","Click UI element in window","UI Custom in Window 'Flow task list — Mozilla Firefox'","firefox","Flow task list — Mozilla Firefox","[""UIAutomation.Click Element: appmask['Window \\'Flow task list — Mozilla Firefox\\'']['UI Custom'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 64 OffsetY: -2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]","15","Add a new note","Event_338","sharepoint/uiflow/onenote",""
