"StepId","RecordingId","ProcessId","TimeStamp","DurationSec","StepName","StepDescription","ApplicationProcessName","ApplicationParentWindowName","AutomationStep","NextStepId","label_EventName","label_EventId","Process_Name","Connectors"
0,"Recording_62","Process_17",1646031113,"4","Select menu option in window","Microsoft Edge (2) - 2 running windows in Quick Launch Bar","","","[""UIAutomation.SelectMenuOption Control: appmask['Quick Launch Bar']['Microsoft Edge (2) - 2 running windows']\n""]","2","Login to cloud-based storage space","Event_310","rss/commondataservice/onenote","commondataservice"
1,"Recording_62","Process_17",1646031117,"3","Click UI element in window","List Item 'New tab - Personal - Microsoft​ Edge' in List 'Task Switcher'","","Task Switcher","[""UIAutomation.Click Element: appmask['List \\'Task Switcher\\'']['List Item \\'New tab - Personal - Microsoft\u200b Edge\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 14 OffsetY: 23 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]","3","Login to cloud-based storage space","Event_310","rss/commondataservice/onenote","commondataservice"
2,"Recording_62","Process_17",1646031120,"2","Press button in window","Button 'New Tab' in Window 'New tab - Personal - Microsoft​ Edge'","msedge","New tab - Personal - Microsoft​ Edge","[""UIAutomation.PressButton Button: appmask['Window \\'New tab - Personal - Microsoft\u200b Edge\\'']['Button \\'New Tab\\'']\n""]","4","Login to cloud-based storage space","Event_310","rss/commondataservice/onenote","commondataservice"
3,"Recording_62","Process_17",1646031122,"5","Click UI element in window","Edit 'Address and search bar' in Window 'New tab and  ...  - Microsoft​ Edge'","msedge","New tab and 1 more page - Personal - Microsoft​ Edge","[""UIAutomation.Click Element: appmask['Window \\'New tab and  ...  - Microsoft\u200b Edge\\'']['Edit \\'Address and search bar\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 159 OffsetY: 2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]","5","Login to cloud-based storage space","Event_310","rss/commondataservice/onenote","commondataservice"
4,"Recording_62","Process_17",1646031127,"0","Populate text field in window","Edit 'Address and search bar' in Window 'New tab and  ...  - Microsoft​ Edge'; Text:'power apps'","msedge","New tab and 1 more page - Personal - Microsoft​ Edge","[""UIAutomation.PopulateTextField TextField: appmask['Window \\'New tab and  ...  - Microsoft\u200b Edge\\'']['Edit \\'Address and search bar\\''] Text: 'power apps' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n"", 'WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}'\n""]","6","Login to cloud-based storage space","Event_310","rss/commondataservice/onenote","commondataservice"
5,"Recording_62","Process_17",1646031127,"3","Send keys","TextToSend:'{Return}'","","","[""UIAutomation.PopulateTextField TextField: appmask['Window \\'New tab and  ...  - Microsoft\u200b Edge\\'']['Edit \\'Address and search bar\\''] Text: 'power apps' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n"", 'WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}'\n""]","7","Login to cloud-based storage space","Event_310","rss/commondataservice/onenote","commondataservice"
6,"Recording_62","Process_17",1646031130,"7","Click UI element in window","Hyperlink 'Business Apps | Microsoft Power Apps' in Window 'power apps -  ...  - Microsoft​ Edge'","msedge","power apps - Search and 1 more page - Personal - Microsoft​ Edge","[""UIAutomation.Click Element: appmask['Window \\'power apps -  ...  - Microsoft\u200b Edge\\'']['Hyperlink \\'Business Apps | Microsoft Power Apps\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -14 OffsetY: 2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]","8","Login to cloud-based storage space","Event_310","rss/commondataservice/onenote","commondataservice"
7,"Recording_62","Process_17",1646031137,"8","Click UI element in window","Hyperlink 'Sign in' in Window 'Business  ...  - Microsoft​ Edge'","msedge","Business Apps | Microsoft Power Apps and 2 more pages - Personal - Microsoft​ Edge","[""UIAutomation.Click Element: appmask['Window \\'Business  ...  - Microsoft\u200b Edge\\'']['Hyperlink \\'Sign in\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 5 OffsetY: -3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]","9","Login to cloud-based storage space","Event_310","rss/commondataservice/onenote","commondataservice"
8,"Recording_62","Process_17",1646031145,"3","Select menu option in window","Menu Item 'Dataverse' in Window 'Power Apps  ...  - Microsoft​ Edge'","msedge","Power Apps and 2 more pages - Personal - Microsoft​ Edge","[""UIAutomation.SelectMenuOption Control: appmask['Window \\'Power Apps  ...  - Microsoft\u200b Edge\\'']['Menu Item \\'Dataverse\\'']\n""]","10","Login to cloud-based storage space","Event_310","rss/commondataservice/onenote","commondataservice"
9,"Recording_62","Process_17",1646031148,"16","Select menu option in window","Menu Item 'Tables' in Window 'Power Apps  ...  - Microsoft​ Edge'","msedge","Power Apps and 2 more pages - Personal - Microsoft​ Edge","[""UIAutomation.SelectMenuOption Control: appmask['Window \\'Power Apps  ...  - Microsoft\u200b Edge\\'']['Menu Item \\'Tables\\'']\n""]","11","Login to cloud-based storage space","Event_310","rss/commondataservice/onenote","commondataservice"
10,"Recording_62","Process_17",1646031164,"2","Select menu option in window","Menu Item 'Default List' in Window 'Power Apps  ...  - Microsoft​ Edge'","msedge","Power Apps and 2 more pages - Personal - Microsoft​ Edge","[""UIAutomation.SelectMenuOption Control: appmask['Window \\'Power Apps  ...  - Microsoft\u200b Edge\\'']['Menu Item \\'Default List\\'']\n""]","12","Login to cloud-based storage space","Event_310","rss/commondataservice/onenote","commondataservice"
11,"Recording_62","Process_17",1646031166,"4","Set checkbox state in window","Check Box 'List view Group' in Window 'Power Apps  ...  - Microsoft​ Edge'","msedge","Power Apps and 2 more pages - Personal - Microsoft​ Edge","[""UIAutomation.SetCheckboxState Checkbox: appmask['Window \\'Power Apps  ...  - Microsoft\u200b Edge\\'']['Check Box \\'List view Group\\''] CheckboxState: UIAutomation.CheckboxState.UnChecked\n""]","13","Login to cloud-based storage space","Event_310","rss/commondataservice/onenote","commondataservice"
12,"Recording_62","Process_17",1646031170,"3","Press button in window","Button 'Distill Web Monitor Has access to this site' in Window 'Power Apps  ...  - Microsoft​ Edge'","msedge","Power Apps and 2 more pages - Personal - Microsoft​ Edge","[""UIAutomation.PressButton Button: appmask['Window \\'Power Apps  ...  - Microsoft\u200b Edge\\'']['Button \\'Distill Web Monitor Has access to this site\\'']\n""]","14","Go to the feeder and set the feed to get notification of newly added table","Event_311","rss/commondataservice/onenote","rss"
13,"Recording_62","Process_17",1646031173,"6","Press button in window","Button 'Monitor parts of page' in Window 'Power Apps  ...  - Microsoft​ Edge'","msedge","Power Apps and 2 more pages - Personal - Microsoft​ Edge","[""UIAutomation.PressButton Button: appmask['Window \\'Power Apps  ...  - Microsoft\u200b Edge\\'']['Button \\'\uf067Monitor parts of page\\'']\n""]","15","Go to the feeder and set the feed to get notification of newly added table","Event_311","rss/commondataservice/onenote","rss"
14,"Recording_62","Process_17",1646031179,"2","Click UI element in window","Data Item 'Custom(9)' in Window 'Power Apps  ...  - Microsoft​ Edge'","msedge","Power Apps and 2 more pages - Personal - Microsoft​ Edge","[""UIAutomation.Click Element: appmask['Window \\'Power Apps  ...  - Microsoft\u200b Edge\\'']['Data Item \\'Custom(9)\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -11 OffsetY: -3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]","16","Go to the feeder and set the feed to get notification of newly added table","Event_311","rss/commondataservice/onenote","rss"
15,"Recording_62","Process_17",1646031181,"5","Press button in window","Button 'Save selections' in Window 'Power Apps  ...  - Microsoft​ Edge'","msedge","Power Apps and 2 more pages - Personal - Microsoft​ Edge","[""UIAutomation.PressButton Button: appmask['Window \\'Power Apps  ...  - Microsoft\u200b Edge\\'']['Button \\'\uf0c7Save selections\\'']\n""]","17","Go to the feeder and set the feed to get notification of newly added table","Event_311","rss/commondataservice/onenote","rss"
16,"Recording_62","Process_17",1646031186,"4","Drag and drop UI element in window","Text 'Set interval  ...  for changes.' in Slider 'slider-handle min-slider-handle round' in Window 'Watchlist -  ...  - Microsoft​ Edge'","msedge","Watchlist - Distill Web Monitor and 3 more pages - Personal - Microsoft​ Edge","[""UIAutomation.DragAndDropElement MouseDownOffsetY: -1 MouseDownOffsetX: 1 RectangleEdgePointForMouseDown: UIAutomation.RectangleEdgePoint.MiddleCenter ControlToDrag: appmask['Window \\'Watchlist -  ...  - Microsoft\u200b Edge\\'']['Slider \\'slider-handle min-slider-handle round\\''] MouseUpOffsetY: 0 MouseUpOffsetX: 0 RectangleEdgePointForMouseUp: UIAutomation.RectangleEdgePoint.MiddleCenter ControlToDropOver: appmask['Window \\'Watchlist -  ...  - Microsoft\u200b Edge\\'']['Text \\'Set interval  ...  for changes.\\''] ClickType: UIAutomation.DragAndDropClickType.LeftClick\n""]","18","Go to the feeder and set the feed to get notification of newly added table","Event_311","rss/commondataservice/onenote","rss"
17,"Recording_62","Process_17",1646031190,"2","Click UI element in window","Hyperlink 'Add action' in Window 'Watchlist -  ...  - Microsoft​ Edge'","msedge","Watchlist - Distill Web Monitor and 3 more pages - Personal - Microsoft​ Edge","[""UIAutomation.Click Element: appmask['Window \\'Watchlist -  ...  - Microsoft\u200b Edge\\'']['Hyperlink \\'Add action\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -6 OffsetY: -2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]","19","Go to the feeder and set the feed to get notification of newly added table","Event_311","rss/commondataservice/onenote","rss"
18,"Recording_62","Process_17",1646031192,"2","Click UI element in window","Hyperlink 'Popup Notification (for local monitor)' in Window 'Watchlist -  ...  - Microsoft​ Edge'","msedge","Watchlist - Distill Web Monitor and 3 more pages - Personal - Microsoft​ Edge","[""UIAutomation.Click Element: appmask['Window \\'Watchlist -  ...  - Microsoft\u200b Edge\\'']['Hyperlink \\'\uf0e5Popup Notification (for local monitor)\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 91 OffsetY: -1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]","20","Go to the feeder and set the feed to get notification of newly added table","Event_311","rss/commondataservice/onenote","rss"
19,"Recording_62","Process_17",1646031194,"3","Click UI element in window","Hyperlink 'Add Condition' in Window 'Watchlist -  ...  - Microsoft​ Edge'","msedge","Watchlist - Distill Web Monitor and 3 more pages - Personal - Microsoft​ Edge","[""UIAutomation.Click Element: appmask['Window \\'Watchlist -  ...  - Microsoft\u200b Edge\\'']['Hyperlink \\'Add Condition\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 12 OffsetY: -3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]","21","Go to the feeder and set the feed to get notification of newly added table","Event_311","rss/commondataservice/onenote","rss"
