StepId,RecordingId,ProcessId,TimeStamp,StepName,StepDescription,ApplicationProcessName,ApplicationParentWindowName,AutomationStep,NextStepId,label_EventName,label_EventId,Process_Name,Connectors,duration
0,Recording_58,Process_15,2022-02-28T04:22:57+00:00,Press button in window,Firefox in Quick Launch Bar,,,"[""UIAutomation.PressButton Button: appmask['Quick Launch Bar']['Firefox']\n""]",2.0,Login to the online form application,Event_291,Microsoftforms/dynamicscrmonline,Microsoftforms,8.0
1,Recording_58,Process_15,2022-02-28T04:23:05+00:00,Populate text field in window,Edit 'Search with Google or enter address' in Window 'Mozilla Firefox'; Text:'googleforrms',firefox,Mozilla Firefox,"[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Mozilla Firefox\\'']['Edit \\'Search with Google or enter address\\''] Text: 'googleforrms' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",3.0,Login to the online form application,Event_291,Microsoftforms/dynamicscrmonline,Microsoftforms,1.0
2,Recording_58,Process_15,2022-02-28T04:23:06+00:00,Send keys,TextToSend:'{Return}',,,"['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}'\n""]",4.0,Login to the online form application,Event_291,Microsoftforms/dynamicscrmonline,Microsoftforms,7.0
3,Recording_58,Process_15,2022-02-28T04:23:13+00:00,Click UI element in window,Hyperlink 'Free  ...  › forms › about' in Window 'googleforrms - Google Search — Mozilla Firefox',firefox,googleforrms - Google Search — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'googleforrms - Google Search — Mozilla Firefox\\'']['Hyperlink \\'Free  ...  › forms › about\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 61 OffsetY: -15 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomCenter\n""]",5.0,Login to the online form application,Event_291,Microsoftforms/dynamicscrmonline,dynamicscrmonline,5.0
4,Recording_58,Process_15,2022-02-28T04:23:18+00:00,Click UI element in window,Hyperlink 'Go to Forms' in Window 'Google  ...  — Mozilla Firefox',firefox,Google Forms: Free Online Form Creator | Google Workspace — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'Google  ...  — Mozilla Firefox\\'']['Hyperlink \\'Go to Forms\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 13 OffsetY: 12 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopCenter\n""]",6.0,Login to the online form application,Event_291,Microsoftforms/dynamicscrmonline,Microsoftforms,5.0
5,Recording_58,Process_15,2022-02-28T04:23:23+00:00,Click UI element in window,Image in Window 'Google Forms — Mozilla Firefox',firefox,Google Forms — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'Google Forms — Mozilla Firefox\\'']['Image'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -21 OffsetY: 10 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]",7.0,Prepare a customer requirement form,Event_292,Microsoftforms/dynamicscrmonline,Microsoftforms,14.0
6,Recording_58,Process_15,2022-02-28T04:23:37+00:00,Populate text field in window,Edit 'Form title' in Window 'Untitled form - Google Forms — Mozilla Firefox'; Text:'Basic Requirement Form',firefox,Untitled form - Google Forms — Mozilla Firefox,"[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Untitled form - Google Forms — Mozilla Firefox\\'']['Edit \\'Form title\\''] Text: 'Basic Requirement Form' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",8.0,Prepare a customer requirement form,Event_292,Microsoftforms/dynamicscrmonline,Microsoftforms,4.0
7,Recording_58,Process_15,2022-02-28T04:23:41+00:00,Click UI element in window,Edit 'Question title' in Window 'Untitled form - Google Forms — Mozilla Firefox',firefox,Untitled form - Google Forms — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'Untitled form - Google Forms — Mozilla Firefox\\'']['Edit \\'Question title\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -23 OffsetY: 6 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopRight\n""]",9.0,Prepare a customer requirement form,Event_292,Microsoftforms/dynamicscrmonline,Microsoftforms,24.0
8,Recording_58,Process_15,2022-02-28T04:24:05+00:00,Populate text field in window,Edit 'Question title' 2 in Window 'Untitled form - Google Forms — Mozilla Firefox'; Text:'What is your basic need of our product?',firefox,Untitled form - Google Forms — Mozilla Firefox,"[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Untitled form - Google Forms — Mozilla Firefox\\'']['Edit \\'Question title\\' 2'] Text: 'What is your basic need of our product?' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",10.0,Prepare a customer requirement form,Event_292,Microsoftforms/dynamicscrmonline,Microsoftforms,3.0
9,Recording_58,Process_15,2022-02-28T04:24:08+00:00,Click UI element in window,List Item 'Multiple choice' in Window 'Untitled form - Google Forms — Mozilla Firefox',firefox,Untitled form - Google Forms — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'Untitled form - Google Forms — Mozilla Firefox\\'']['List Item \\'Multiple choice\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -27 OffsetY: -4 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]",11.0,Prepare a customer requirement form,Event_292,Microsoftforms/dynamicscrmonline,Microsoftforms,3.0
