"StepId","RecordingId","ProcessId","TimeStamp","DurationSec","StepName","StepDescription","ApplicationProcessName","ApplicationParentWindowName","AutomationStep","NextStepId","label_EventName","label_EventId","Process_Name","Connectors"
0,"Recording_15","Process_12",1645589124,"5","Select menu option in window","Microsoft Edge (2) - 2 running windows in Quick Launch Bar","","","[""UIAutomation.SelectMenuOption Control: appmask['Quick Launch Bar']['Microsoft Edge (2) - 2 running windows']\n""]","2","Open online form app","Event_67","Microsoftforms/rss/outlook","Microsoftforms"
1,"Recording_15","Process_12",1645589129,"2","Click UI element in window","List Item 'New tab  ...  - Microsoft​ Edge' in List 'Task Switcher'","","Task Switcher","[""UIAutomation.Click Element: appmask['List \\'Task Switcher\\'']['List Item \\'New tab  ...  - Microsoft\u200b Edge\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -46 OffsetY: 19 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]","3","Open online form app","Event_67","Microsoftforms/rss/outlook","Microsoftforms"
2,"Recording_15","Process_12",1645589131,"5","Click UI element in window","Edit 'Address and search bar' in Window 'New tab and  ...  - Microsoft​ Edge'","msedge","New tab and 3 more pages - Personal - Microsoft​ Edge","[""UIAutomation.Click Element: appmask['Window \\'New tab and  ...  - Microsoft\u200b Edge\\'']['Edit \\'Address and search bar\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 88 OffsetY: -10 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomLeft\n""]","4","Open online form app","Event_67","Microsoftforms/rss/outlook","Microsoftforms"
3,"Recording_15","Process_12",1645589136,"1","Populate text field in window","Edit 'Address and search bar' in Window 'New tab and  ...  - Microsoft​ Edge'; Text:'zoho forms'","msedge","New tab and 3 more pages - Personal - Microsoft​ Edge","[""UIAutomation.PopulateTextField TextField: appmask['Window \\'New tab and  ...  - Microsoft\u200b Edge\\'']['Edit \\'Address and search bar\\''] Text: 'zoho forms' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]","5","Open online form app","Event_67","Microsoftforms/rss/outlook","Microsoftforms"
4,"Recording_15","Process_12",1645589137,"3","Send keys","TextToSend:'{Return}'","","","['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}'\n""]","6","Open online form app","Event_67","Microsoftforms/rss/outlook","Microsoftforms"
5,"Recording_15","Process_12",1645589140,"5","Click UI element in window","Window 'zoho forms -  ...  - Microsoft​ Edge'","msedge","zoho forms - Search and 3 more pages - Personal - Microsoft​ Edge","[""UIAutomation.Click Element: appmask['Window \\'zoho forms -  ...  - Microsoft\u200b Edge\\'']['Hyperlink \\'Form  ...  Forms - Zoho Forms\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -30 OffsetY: 3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]","7","Open online form app","Event_67","Microsoftforms/rss/outlook","Microsoftforms"
6,"Recording_15","Process_12",1645589145,"4","Click UI element in window","Hyperlink 'ACCESS ZOHO FORMS' in Window 'Form Builder  ...  - Microsoft​ Edge'","msedge","Form Builder | Create Free Online Forms - Zoho Forms and 4 more pages - Personal - Microsoft​ Edge","[""UIAutomation.Click Element: appmask['Window \\'Form Builder  ...  - Microsoft\u200b Edge\\'']['Hyperlink \\'ACCESS ZOHO FORMS\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -7 OffsetY: 6 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]","8","Open online form app","Event_67","Microsoftforms/rss/outlook","Microsoftforms"
7,"Recording_15","Process_12",1645589149,"13","Press button in window","Button 'New Form' in Window 'Zoho Forms  ...  - Microsoft​ Edge'","msedge","Zoho Forms and 4 more pages - Personal - Microsoft​ Edge","[""UIAutomation.PressButton Button: appmask['Window \\'Zoho Forms  ...  - Microsoft\u200b Edge\\'']['Button \\'New Form\\'']\n""]","9","To conduct the survey for Holiday, prepare a forms","Event_68","Microsoftforms/rss/outlook","Microsoftforms"
8,"Recording_15","Process_12",1645589162,"3","Populate text field in window","Edit in Window 'Zoho Forms  ...  - Microsoft​ Edge'; Text:'holiday survey'","msedge","Zoho Forms and 4 more pages - Personal - Microsoft​ Edge","[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Zoho Forms  ...  - Microsoft\u200b Edge\\'']['Edit'] Text: 'holiday survey' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]","10","To conduct the survey for Holiday, prepare a forms","Event_68","Microsoftforms/rss/outlook","Microsoftforms"
9,"Recording_15","Process_12",1645589165,"13","Press button in window","Button 'Create' in Window 'Zoho Forms  ...  - Microsoft​ Edge'","msedge","Zoho Forms and 4 more pages - Personal - Microsoft​ Edge","[""UIAutomation.PressButton Button: appmask['Window \\'Zoho Forms  ...  - Microsoft\u200b Edge\\'']['Button \\'Create\\'']\n""]","11","To conduct the survey for Holiday, prepare a forms","Event_68","Microsoftforms/rss/outlook","Microsoftforms"
