"StepId","RecordingId","ProcessId","TimeStamp","DurationSec","StepName","StepDescription","ApplicationProcessName","ApplicationParentWindowName","AutomationStep","NextStepId","label_EventName","label_EventId","Process_Name","Connectors"
0,"Recording_1","Process_1","2022-02-21 02:54:47","4","Select menu option in window","Google Chrome - 3 running windows in Quick Launch Bar","","","[""UIAutomation.SelectMenuOption Control: appmask['Quick Launch Bar']['Google Chrome - 3 running windows']\n""]","2","Login to collaborative tool","Event_1","sharepoint/Microsoftforms/projectonline","Sharepoint"
1,"Recording_1","Process_1","2022-02-21 02:54:51","5","Press button in window","Button 'SharePoint' in Pane 'SharePoint - Google Chrome - Name'","chrome","SharePoint - Google Chrome - Name","[""UIAutomation.PressButton Button: appmask['Pane \\'SharePoint - Google Chrome - Name\\'']['Button \\'SharePoint\\'']\n""]","3","Login to collaborative tool","Event_1","sharepoint/Microsoftforms/projectonline","Sharepoint"
2,"Recording_1","Process_1","2022-02-21 02:54:56","4","Click UI element in window","Hyperlink 'Project RoadMap' in Pane 'SharePoint - Google Chrome - Name'","chrome","SharePoint - Google Chrome - Name","[""UIAutomation.Click Element: appmask['Pane \\'SharePoint - Google Chrome - Name\\'']['Hyperlink \\'Project RoadMap\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 87 OffsetY: 2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]","4","Login to collaborative tool","Event_1","sharepoint/Microsoftforms/projectonline","Sharepoint"
3,"Recording_1","Process_1","2022-02-21 02:55:00","66","Click UI element in window","Hyperlink 'Documents' in Pane 'SharePoint - Google Chrome - Name'","chrome","SharePoint - Google Chrome - Name","[""UIAutomation.Click Element: appmask['Pane \\'SharePoint - Google Chrome - Name\\'']['Hyperlink \\'Documents\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -17 OffsetY: 2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]","5","Login to collaborative tool","Event_1","sharepoint/Microsoftforms/projectonline","Sharepoint"
4,"Recording_1","Process_1","2022-02-21 02:56:06","11","Click UI element in window","Hyperlink 'Feedback form instruction.docx' in Pane 'SharePoint - Google Chrome - Name'","chrome","SharePoint - Google Chrome - Name","[""UIAutomation.Click Element: appmask['Pane \\'SharePoint - Google Chrome - Name\\'']['Hyperlink \\'Feedback form instruction.docx\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 14 OffsetY: -2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]","6"," Search the file having feedback form instruction","Event_2","sharepoint/Microsoftforms/projectonline","Sharepoint"
5,"Recording_1","Process_1","2022-02-21 02:56:17","3","Click UI element in window","Pane in Pane 'SharePoint - Google Chrome - Name'","chrome","SharePoint - Google Chrome - Name","[""UIAutomation.Click Element: appmask['Pane \\'SharePoint - Google Chrome - Name\\'']['Pane'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 63 OffsetY: -68 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]","7"," Search the file having feedback form instruction","Event_2","sharepoint/Microsoftforms/projectonline","Sharepoint"
6,"Recording_1","Process_1","2022-02-21 02:56:20","5","Click UI element in window","Button 'Close' in Pane 'SharePoint - Google Chrome - Name'","chrome","SharePoint - Google Chrome - Name","[""UIAutomation.Click Element: appmask['Pane \\'SharePoint - Google Chrome - Name\\'']['Button \\'Close\\''] ClickType: UIAutomation.ClickType.LeftButtonDown OffsetX: -2 OffsetY: -1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]","8"," Search the file having feedback form instruction","Event_2","sharepoint/Microsoftforms/projectonline","Sharepoint"
7,"Recording_1","Process_1","2022-02-21 02:56:25","8","Prepare a form for employees feedback","Button 'New Tab' in Pane 'SharePoint - Google Chrome - Name'","chrome","SharePoint - Google Chrome - Name","[""UIAutomation.PressButton Button: appmask['Pane \\'SharePoint - Google Chrome - Name\\'']['Button \\'New Tab\\'']\n""]","9"," Search the file having feedback form instruction","Event_2","sharepoint/Microsoftforms/projectonline","Sharepoint"
8,"Recording_1","Process_1","2022-02-21 02:56:33","1","Populate text field in window","Edit 'Address and search bar' in Pane 'SharePoint - Google Chrome - Name'; Text:'zoho forms'","chrome","SharePoint - Google Chrome - Name","[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'SharePoint - Google Chrome - Name\\'']['Edit \\'Address and search bar\\''] Text: 'zoho forms' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]","10"," Search the file having feedback form instruction","Event_2","sharepoint/Microsoftforms/projectonline","Microsoftforms"
9,"Recording_1","Process_1","2022-02-21 02:56:34","5","Send keys","TextToSend:'{Return}'","","","['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}'\n""]","11"," Search the file having feedback form instruction","Event_2","sharepoint/Microsoftforms/projectonline","Microsoftforms"
