StepId,RecordingId,ProcessId,TimeStamp,StepName,StepDescription,ApplicationProcessName,ApplicationParentWindowName,AutomationStep,NextStepId,label_EventName,label_EventId,Process_Name,Connectors,duration
0,Recording_98,Process_38,2022-02-17T05:47:08+00:00,Select menu option in window,Microsoft Edge (2) - 3 running windows in Quick Launch Bar,,,"[""UIAutomation.SelectMenuOption Control: appmask['Quick Launch Bar']['Microsoft Edge (2) - 3 running windows']\n""]",2.0,Login to Cloud storage and find the Meeting notes,Event_456,onedriveforbusiness/outlook,onedriveforbusiness,2.0
1,Recording_98,Process_38,2022-02-17T05:47:10+00:00,Click UI element in window,List Item 'New tab  ...  - Microsoft​ Edge' in List 'Task Switcher',,Task Switcher,"[""UIAutomation.Click Element: appmask['List \\'Task Switcher\\'']['List Item \\'New tab  ...  - Microsoft\u200b Edge\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 51 OffsetY: 20 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",3.0,Login to Cloud storage and find the Meeting notes,Event_456,onedriveforbusiness/outlook,onedriveforbusiness,9.0
2,Recording_98,Process_38,2022-02-17T05:47:19+00:00,Populate text field in window,Edit 'Address and search bar' in Window 'New tab and  ...  - Microsoft​ Edge'; Text:'office 365',msedge,New tab and 1 more page - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.PopulateTextField TextField: appmask['Window \\'New tab and  ...  - Microsoft\u200b Edge\\'']['Edit \\'Address and search bar\\''] Text: 'office 365' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",4.0,Login to Cloud storage and find the Meeting notes,Event_456,onedriveforbusiness/outlook,onedriveforbusiness,1.0
3,Recording_98,Process_38,2022-02-17T05:47:20+00:00,Send keys,TextToSend:'{Return}',,,"['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}'\n""]",5.0,Login to Cloud storage and find the Meeting notes,Event_456,onedriveforbusiness/outlook,onedriveforbusiness,3.0
4,Recording_98,Process_38,2022-02-17T05:47:23+00:00,Click UI element in window,Hyperlink 'Office 365 login' in Window 'office 365 -  ...  - Microsoft​ Edge',msedge,office 365 - Search and 1 more page - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.Click Element: appmask['Window \\'office 365 -  ...  - Microsoft\u200b Edge\\'']['Hyperlink \\'Office 365 login\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 15 OffsetY: 1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",6.0,Login to Cloud storage and find the Meeting notes,Event_456,onedriveforbusiness/outlook,onedriveforbusiness,4.0
5,Recording_98,Process_38,2022-02-17T05:47:27+00:00,Click UI element in window,Hyperlink 'OneDrive' in Window 'Microsoft  ...  - Microsoft​ Edge',msedge,Microsoft Office Home and 2 more pages - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.Click Element: appmask['Window \\'Microsoft  ...  - Microsoft\u200b Edge\\'']['Hyperlink \\'OneDrive\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 6 OffsetY: 3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",7.0,Login to Cloud storage and find the Meeting notes,Event_456,onedriveforbusiness/outlook,onedriveforbusiness,9.0
6,Recording_98,Process_38,2022-02-17T05:47:36+00:00,Click UI element in window,Hyperlink 'Project Demo' in Window 'My files -  ...  - Microsoft​ Edge',msedge,My files - OneDrive and 3 more pages - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.Click Element: appmask['Window \\'My files -  ...  - Microsoft\u200b Edge\\'']['Hyperlink \\'Project Demo\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 11 OffsetY: 4 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopCenter\n""]",8.0,Login to Cloud storage and find the Meeting notes,Event_456,onedriveforbusiness/outlook,onedriveforbusiness,9.0
7,Recording_98,Process_38,2022-02-17T05:47:45+00:00,Click UI element in window,Group 'target_c53d1719' in Window 'Project Demo  ...  - Microsoft​ Edge',msedge,Project Demo - OneDrive and 3 more pages - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.Click Element: appmask['Window \\'Project Demo  ...  - Microsoft\u200b Edge\\'']['Group \\'target_c53d1719\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -91 OffsetY: 1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]",9.0,Login to Cloud storage and find the Meeting notes,Event_456,onedriveforbusiness/outlook,onedriveforbusiness,5.0
8,Recording_98,Process_38,2022-02-17T05:47:50+00:00,Select menu option in window,Menu Item 'Download' in Window 'Project Demo  ...  - Microsoft​ Edge',msedge,Project Demo - OneDrive and 3 more pages - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.SelectMenuOption Control: appmask['Window \\'Project Demo  ...  - Microsoft\u200b Edge\\'']['Menu Item \\'Download\\'']\n""]",10.0,Download the meeting notes,Event_457,onedriveforbusiness/outlook,onedriveforbusiness,7.0
9,Recording_98,Process_38,2022-02-17T05:47:57+00:00,Press button in window,Button 'New Tab' in Window 'Project Demo  ...  - Microsoft​ Edge',msedge,Project Demo - OneDrive and 3 more pages - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.PressButton Button: appmask['Window \\'Project Demo  ...  - Microsoft\u200b Edge\\'']['Button \\'New Tab\\'']\n""]",11.0,Login to Mailbox,Event_458,onedriveforbusiness/outlook,Outlook,4.0
10,Recording_98,Process_38,2022-02-17T05:48:01+00:00,Populate text field in window,Edit 'Address and search bar' in Window 'New tab and  ...  - Microsoft​ Edge' 2; Text:'yahoo mail',msedge,New tab and 4 more pages - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.PopulateTextField TextField: appmask['Window \\'New tab and  ...  - Microsoft\u200b Edge\\' 2']['Edit \\'Address and search bar\\''] Text: 'yahoo mail' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",12.0,Login to Mailbox,Event_458,onedriveforbusiness/outlook,Outlook,1.0
11,Recording_98,Process_38,2022-02-17T05:48:02+00:00,Send keys,TextToSend:'{Return}',,,"['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}'\n""]",13.0,Login to Mailbox,Event_458,onedriveforbusiness/outlook,Outlook,2.0
12,Recording_98,Process_38,2022-02-17T05:48:04+00:00,Click UI element in window,Hyperlink 'Yahoo Mail' in Window 'yahoo mail -  ...  - Microsoft​ Edge',msedge,yahoo mail - Search and 4 more pages - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.Click Element: appmask['Window \\'yahoo mail -  ...  - Microsoft\u200b Edge\\'']['Hyperlink \\'Yahoo Mail\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -24 OffsetY: 0 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]",14.0,Login to Mailbox,Event_458,onedriveforbusiness/outlook,Outlook,6.0
13,Recording_98,Process_38,2022-02-17T05:48:10+00:00,Press button in window,Button 'Compose' in Window '(2 unread) -  ...  - Microsoft​ Edge',msedge,(2 unread) - Email@Domain - Yahoo Mail and 5 more pages - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.PressButton Button: appmask['Window \\'(2 unread) -  ...  - Microsoft\u200b Edge\\'']['Button \\'Compose\\'']\n""]",15.0,Prepare a mail,Event_459,onedriveforbusiness/outlook,Outlook,2.0
