"StepId","RecordingId","ProcessId","TimeStamp","DurationSec","StepName","StepDescription","ApplicationProcessName","ApplicationParentWindowName","AutomationStep","NextStepId","label_EventName","label_EventId","Process_Name","Connectors"
0,"Recording_98","Process_38",1645076828,"2","Select menu option in window","Microsoft Edge (2) - 3 running windows in Quick Launch Bar","","","[""UIAutomation.SelectMenuOption Control: appmask['Quick Launch Bar']['Microsoft Edge (2) - 3 running windows']\n""]","2","Login to Cloud storage and find the Meeting notes","Event_456","onedriveforbusiness/outlook","onedriveforbusiness"
1,"Recording_98","Process_38",1645076830,"9","Click UI element in window","List Item 'New tab  ...  - Microsoft​ Edge' in List 'Task Switcher'","","Task Switcher","[""UIAutomation.Click Element: appmask['List \\'Task Switcher\\'']['List Item \\'New tab  ...  - Microsoft\u200b Edge\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 51 OffsetY: 20 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]","3","Login to Cloud storage and find the Meeting notes","Event_456","onedriveforbusiness/outlook","onedriveforbusiness"
2,"Recording_98","Process_38",1645076839,"1","Populate text field in window","Edit 'Address and search bar' in Window 'New tab and  ...  - Microsoft​ Edge'; Text:'office 365'","msedge","New tab and 1 more page - [InPrivate] - Microsoft​ Edge","[""UIAutomation.PopulateTextField TextField: appmask['Window \\'New tab and  ...  - Microsoft\u200b Edge\\'']['Edit \\'Address and search bar\\''] Text: 'office 365' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]","4","Login to Cloud storage and find the Meeting notes","Event_456","onedriveforbusiness/outlook","onedriveforbusiness"
3,"Recording_98","Process_38",1645076840,"3","Send keys","TextToSend:'{Return}'","","","['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}'\n""]","5","Login to Cloud storage and find the Meeting notes","Event_456","onedriveforbusiness/outlook","onedriveforbusiness"
4,"Recording_98","Process_38",1645076843,"4","Click UI element in window","Hyperlink 'Office 365 login' in Window 'office 365 -  ...  - Microsoft​ Edge'","msedge","office 365 - Search and 1 more page - [InPrivate] - Microsoft​ Edge","[""UIAutomation.Click Element: appmask['Window \\'office 365 -  ...  - Microsoft\u200b Edge\\'']['Hyperlink \\'Office 365 login\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 15 OffsetY: 1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]","6","Login to Cloud storage and find the Meeting notes","Event_456","onedriveforbusiness/outlook","onedriveforbusiness"
5,"Recording_98","Process_38",1645076847,"9","Click UI element in window","Hyperlink 'OneDrive' in Window 'Microsoft  ...  - Microsoft​ Edge'","msedge","Microsoft Office Home and 2 more pages - [InPrivate] - Microsoft​ Edge","[""UIAutomation.Click Element: appmask['Window \\'Microsoft  ...  - Microsoft\u200b Edge\\'']['Hyperlink \\'OneDrive\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 6 OffsetY: 3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]","7","Login to Cloud storage and find the Meeting notes","Event_456","onedriveforbusiness/outlook","onedriveforbusiness"
6,"Recording_98","Process_38",1645076856,"9","Click UI element in window","Hyperlink 'Project Demo' in Window 'My files -  ...  - Microsoft​ Edge'","msedge","My files - OneDrive and 3 more pages - [InPrivate] - Microsoft​ Edge","[""UIAutomation.Click Element: appmask['Window \\'My files -  ...  - Microsoft\u200b Edge\\'']['Hyperlink \\'Project Demo\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 11 OffsetY: 4 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopCenter\n""]","8","Login to Cloud storage and find the Meeting notes","Event_456","onedriveforbusiness/outlook","onedriveforbusiness"
7,"Recording_98","Process_38",1645076865,"5","Click UI element in window","Group 'target_c53d1719' in Window 'Project Demo  ...  - Microsoft​ Edge'","msedge","Project Demo - OneDrive and 3 more pages - [InPrivate] - Microsoft​ Edge","[""UIAutomation.Click Element: appmask['Window \\'Project Demo  ...  - Microsoft\u200b Edge\\'']['Group \\'target_c53d1719\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -91 OffsetY: 1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]","9","Login to Cloud storage and find the Meeting notes","Event_456","onedriveforbusiness/outlook","onedriveforbusiness"
8,"Recording_98","Process_38",1645076870,"7","Select menu option in window","Menu Item 'Download' in Window 'Project Demo  ...  - Microsoft​ Edge'","msedge","Project Demo - OneDrive and 3 more pages - [InPrivate] - Microsoft​ Edge","[""UIAutomation.SelectMenuOption Control: appmask['Window \\'Project Demo  ...  - Microsoft\u200b Edge\\'']['Menu Item \\'Download\\'']\n""]","10","Download the meeting notes","Event_457","onedriveforbusiness/outlook","onedriveforbusiness"
9,"Recording_98","Process_38",1645076877,"4","Press button in window","Button 'New Tab' in Window 'Project Demo  ...  - Microsoft​ Edge'","msedge","Project Demo - OneDrive and 3 more pages - [InPrivate] - Microsoft​ Edge","[""UIAutomation.PressButton Button: appmask['Window \\'Project Demo  ...  - Microsoft\u200b Edge\\'']['Button \\'New Tab\\'']\n""]","11","Login to Mailbox","Event_458","onedriveforbusiness/outlook","Outlook"
