StepId,RecordingId,ProcessId,TimeStamp,StepName,StepDescription,ApplicationProcessName,ApplicationParentWindowName,AutomationStep,NextStepId,label_EventName,label_EventId,Process_Name,Connectors,duration
0,Recording_156,Process_25,2021-12-14T09:58:36+00:00,Press button in window,Mail - 1 running window in Quick Launch Bar,,,"[""UIAutomation.PressButton Button: appmask['Quick Launch Bar']['Mail - 1 running window']\n""]",2.0,Open mail box.,Event_709,outlook/projectonline (project roadmap),Outlook,9.0
1,Recording_156,Process_25,2021-12-14T09:58:45+00:00,Populate text field in window,Edit 'Search' in Window 'Inbox - Outlook ‎- Mail'; Text:'bottom performer',ApplicationFrameHost,Inbox - Outlook ‎- Mail,"[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Inbox - Outlook \u200e- Mail\\'']['Edit \\'Search\\''] Text: 'bottom performer' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",3.0,Locate the email having list of bottom performers.,Event_710,outlook/projectonline (project roadmap),Outlook,5.0
2,Recording_156,Process_25,2021-12-14T09:58:50+00:00,Click UI element in window,Text 'bottom performers' in Window 'Inbox - Outlook ‎- Mail',ApplicationFrameHost,Inbox - Outlook ‎- Mail,"[""UIAutomation.Click Element: appmask['Window \\'Inbox - Outlook \u200e- Mail\\'']['Text \\'bottom performers\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 72 OffsetY: 1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",4.0,Locate the email having list of bottom performers.,Event_710,outlook/projectonline (project roadmap),Outlook,3.0
3,Recording_156,Process_25,2021-12-14T09:58:53+00:00,Click UI element in window,"List Item ' Name ...  Regards, Name Surname' in Window 'Inbox - Outlook ‎- Mail'",ApplicationFrameHost,Inbox - Outlook ‎- Mail,"[""UIAutomation.Click Element: appmask['Window \\'Inbox - Outlook \u200e- Mail\\'']['List Item \\' Name ...  Regards, Name Surname\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -29 OffsetY: -5 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",5.0,Locate the email having list of bottom performers.,Event_710,outlook/projectonline (project roadmap),Outlook,6.0
4,Recording_156,Process_25,2021-12-14T09:58:59+00:00,Press button in window,Microsoft Teams - 1 running window in Quick Launch Bar,,,"[""UIAutomation.PressButton Button: appmask['Quick Launch Bar']['Microsoft Teams - 1 running window']\n""]",6.0,Open the roadmap to create tasks.,Event_711,outlook/projectonline (project roadmap),Outlook,3.0
5,Recording_156,Process_25,2021-12-14T09:59:02+00:00,Press button in window,"Button 'Teams Toolbar' in Pane 'General  ...  Teams, Main Window'",Teams,"General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomation.PressButton Button: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Button \\'Teams Toolbar\\'']\n""]",7.0,Open the roadmap to create tasks.,Event_711,outlook/projectonline (project roadmap),Projectonline,5.0
6,Recording_156,Process_25,2021-12-14T09:59:07+00:00,Click UI element in window,"Hyperlink 'Profile  ...  More options' in Pane 'General  ...  Teams, Main Window'",Teams,"General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomation.Click Element: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Hyperlink \\'Profile  ...  More options\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -34 OffsetY: 3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",8.0,Open the roadmap to create tasks.,Event_711,outlook/projectonline (project roadmap),Projectonline,5.0
7,Recording_156,Process_25,2021-12-14T09:59:12+00:00,Press button in window,"Button in Pane 'General  ...  Teams, Main Window'",Teams,"General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomation.PressButton Button: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Button']\n""]",9.0,Open the roadmap to create tasks.,Event_711,outlook/projectonline (project roadmap),Projectonline,5.0
8,Recording_156,Process_25,2021-12-14T09:59:17+00:00,Select menu option in window,"Menu Item 'Bottom Performers New' in Pane 'General  ...  Teams, Main Window'",Teams,"General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomation.SelectMenuOption Control: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Menu Item \\'Bottom Performers New\\'']\n""]",10.0,Open the roadmap to create tasks.,Event_711,outlook/projectonline (project roadmap),Projectonline,10.0
9,Recording_156,Process_25,2021-12-14T09:59:27+00:00,Select menu option in window,"Menu Item 'Add row' in Pane 'General  ...  Teams, Main Window'",Teams,"General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomation.SelectMenuOption Control: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Menu Item \\'Add row\\'']\n""]",11.0,Assign task to lead for the performance improvement of bottom performers.,Event_712,outlook/projectonline (project roadmap),Projectonline,7.0
10,Recording_156,Process_25,2021-12-14T09:59:34+00:00,Populate text field in window,"Edit 'Row title' in Pane 'General  ...  Teams, Main Window'; Text:'Retraining'",Teams,"General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Edit \\'Row title\\''] Text: 'Retraining' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",12.0,Assign task to lead for the performance improvement of bottom performers.,Event_712,outlook/projectonline (project roadmap),Projectonline,3.0
11,Recording_156,Process_25,2021-12-14T09:59:37+00:00,Click UI element in window,"Combo Box 'Owner' in Pane 'General  ...  Teams, Main Window'",Teams,"General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomation.Click Element: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Combo Box \\'Owner\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 29 OffsetY: 4 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",13.0,Assign task to lead for the performance improvement of bottom performers.,Event_712,outlook/projectonline (project roadmap),Projectonline,1.0
12,Recording_156,Process_25,2021-12-14T09:59:38+00:00,Send keys,TextToSend:'Name',,,"['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: 'Name'\n""]",14.0,Assign task to lead for the performance improvement of bottom performers.,Event_712,outlook/projectonline (project roadmap),Projectonline,7.0
13,Recording_156,Process_25,2021-12-14T09:59:45+00:00,Click UI element in window,"List Item 'Name Surname Exe.Lead' in Pane 'General  ...  Teams, Main Window'",Teams,"General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomation.Click Element: appmask['Pane \\'General  ...  Teams, Main Window\\'']['List Item \\'Name Surname Exe.Lead\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 39 OffsetY: -7 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",15.0,Assign task to lead for the performance improvement of bottom performers.,Event_712,outlook/projectonline (project roadmap),Projectonline,2.0
14,Recording_156,Process_25,2021-12-14T09:59:47+00:00,Select menu option in window,"Menu Item 'Connect to a project' in Pane 'General  ...  Teams, Main Window'",Teams,"General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomation.SelectMenuOption Control: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Menu Item \\'Connect to a project\\'']\n""]",16.0,Assign task to lead for the performance improvement of bottom performers.,Event_712,outlook/projectonline (project roadmap),Projectonline,4.0
