"","StepId","RecordingId","ProcessId","TimeStamp","DurationSec","StepName","StepDescription","ApplicationProcessName","ApplicationParentWindowName","AutomationStep","NextStepId","label_EventName","label_EventId","Process_Name","Connectors"
"1",0,"Recording_11","Process_9",2022-02-22 05:35:05,4,"Press button in window","Microsoft Teams - 1 running window in Quick Launch Bar","","","[""UIAutomation.PressButton Button: appmask['Quick Launch Bar']['Microsoft Teams - 1 running window']\n""]",2,"Note down the assigned task","Event_45","Microsoftforms/approvals/projectonline",NA
"2",1,"Recording_11","Process_9",2022-02-22 05:35:09,8,"Press button in window","Button 'Add a tab' in Pane 'General  ...  Teams, Main Window'","Teams","General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomation.PressButton Button: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Button \\'Add a tab\\'']\n""]",3,"Note down the assigned task","Event_45","Microsoftforms/approvals/projectonline",NA
"3",2,"Recording_11","Process_9",2022-02-22 05:35:17,8,"Populate text field in window","Edit 'Search' in Pane 'General  ...  Teams, Main Window'; Text:'project'","Teams","General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Edit \\'Search\\''] Text: 'project' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",4,"Note down the assigned task","Event_45","Microsoftforms/approvals/projectonline",NA
"4",3,"Recording_11","Process_9",2022-02-22 05:35:25,7,"Click UI element in window","List Item 'Project' in Pane 'General  ...  Teams, Main Window'","Teams","General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomation.Click Element: appmask['Pane \\'General  ...  Teams, Main Window\\'']['List Item \\'Project\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -16 OffsetY: -23 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomRight\n""]",5,"Note down the assigned task","Event_45","Microsoftforms/approvals/projectonline",NA
"5",4,"Recording_11","Process_9",2022-02-22 05:35:32,3,"Click UI element in window","List Item in Pane 'General  ...  Teams, Main Window'","Teams","General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomation.Click Element: appmask['Pane \\'General  ...  Teams, Main Window\\'']['List Item'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 2 OffsetY: -6 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",6,"Note down the assigned task","Event_45","Microsoftforms/approvals/projectonline",NA
"6",5,"Recording_11","Process_9",2022-02-22 05:35:35,19,"Press button in window","Button 'Save' in Pane 'General  ...  Teams, Main Window'","Teams","General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomation.PressButton Button: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Button \\'Save\\'']\n""]",7,"Note down the assigned task","Event_45","Microsoftforms/approvals/projectonline",NA
"7",6,"Recording_11","Process_9",2022-02-22 05:35:54,10,"Click UI element in window","Tree in Pane 'General  ...  Teams, Main Window'","Teams","General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomation.Click Element: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Tree'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 9 OffsetY: -15 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomCenter\n""]",8,"Note down the assigned task","Event_45","Microsoftforms/approvals/projectonline",NA
"8",7,"Recording_11","Process_9",2022-02-22 05:36:04,4,"Select menu option in window","Microsoft Edge (2) - 2 running windows in Quick Launch Bar","","","[""UIAutomation.SelectMenuOption Control: appmask['Quick Launch Bar']['Microsoft Edge (2) - 2 running windows']\n""]",9,"Login to the form making app","Event_46","Microsoftforms/approvals/projectonline",NA
"9",8,"Recording_11","Process_9",2022-02-22 05:36:08,7,"Click UI element in window","List Item 'New tab  ...  - Microsoft​ Edge' in List 'Task Switcher'","","Task Switcher","[""UIAutomation.Click Element: appmask['List \\'Task Switcher\\'']['List Item \\'New tab  ...  - Microsoft\u200b Edge\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 47 OffsetY: 6 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",10,"Login to the form making app","Event_46","Microsoftforms/approvals/projectonline",NA
"10",9,"Recording_11","Process_9",2022-02-22 05:36:15,1,"Populate text field in window","Edit 'Address and search bar' in Window 'New tab and  ...  - Microsoft​ Edge'; Text:'microsoft form'","msedge","New tab and 1 more page - [InPrivate] - Microsoft​ Edge","[""UIAutomation.PopulateTextField TextField: appmask['Window \\'New tab and  ...  - Microsoft\u200b Edge\\'']['Edit \\'Address and search bar\\''] Text: 'microsoft form' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",11,"Login to the form making app","Event_46","Microsoftforms/approvals/projectonline",NA
