"","StepId","RecordingId","ProcessId","TimeStamp","DurationSec","StepName","StepDescription","ApplicationProcessName","ApplicationParentWindowName","AutomationStep","NextStepId","label_EventName","label_EventId","Process_Name","Connectors"
"1",0,"Recording_33","Process_9",2022-02-22 05:52:25,3,"Press button in window","Microsoft Teams - 1 running window in Quick Launch Bar","","","[""UIAutomation.PressButton Button: appmask['Quick Launch Bar']['Microsoft Teams - 1 running window']\n""]",2,"Check for the task assigned via project tracking tool","Event_156","Microsoftforms/approvals/projectonline",NA
"2",1,"Recording_33","Process_9",2022-02-22 05:52:28,7,"Press button in window","Button 'Teams Toolbar' in Pane 'General  ...  Teams, Main Window'","Teams","General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomation.PressButton Button: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Button \\'Teams Toolbar\\'']\n""]",3,"Check for the task assigned via project tracking tool","Event_156","Microsoftforms/approvals/projectonline",NA
"3",2,"Recording_33","Process_9",2022-02-22 05:52:35,4,"Click UI element in window","Hyperlink 'Profile  ...  More options' in Pane 'General  ...  Teams, Main Window'","Teams","General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomation.Click Element: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Hyperlink \\'Profile  ...  More options\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -39 OffsetY: 1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",4,"Check for the task assigned via project tracking tool","Event_156","Microsoftforms/approvals/projectonline",NA
"4",3,"Recording_33","Process_9",2022-02-22 05:52:39,4,"Click UI element in window","Group 'Opens Profile  ...  feedback form Tab' in Pane 'General  ...  Teams, Main Window'","Teams","General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomation.Click Element: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Group \\'Opens Profile  ...  feedback form Tab\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 52 OffsetY: 9 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopLeft\n""]",5,"Check for the task assigned via project tracking tool","Event_156","Microsoftforms/approvals/projectonline",NA
"5",4,"Recording_33","Process_9",2022-02-22 05:52:43,7,"Click UI element in window","Group 'Customer feedback form Tab' in Pane 'General  ...  Teams, Main Window'","Teams","General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomation.Click Element: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Group \\'Customer feedback form Tab\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 31 OffsetY: 3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",6,"Check for the task assigned via project tracking tool","Event_156","Microsoftforms/approvals/projectonline",NA
"6",5,"Recording_33","Process_9",2022-02-22 05:52:50,3,"Click UI element in window","Text 'Create template for customer feedback form' in Pane 'General  ...  Teams, Main Window'","Teams","General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomation.Click Element: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Text \\'Create template for customer feedback form\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 45 OffsetY: 1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",7,"Check for the task assigned via project tracking tool","Event_156","Microsoftforms/approvals/projectonline",NA
"7",6,"Recording_33","Process_9",2022-02-22 05:52:53,3,"Click UI element in window","Edit in Pane 'General  ...  Teams, Main Window'","Teams","General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomation.Click Element: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Edit'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 87 OffsetY: 7 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopCenter\n""]",8,"Check for the task assigned via project tracking tool","Event_156","Microsoftforms/approvals/projectonline",NA
"8",7,"Recording_33","Process_9",2022-02-22 05:52:56,4,"Click UI element in window","Text '' in Pane 'General  ...  Teams, Main Window'","Teams","General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomation.Click Element: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Text \\'\ue91c\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -2 OffsetY: -3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",9,"Check for the task assigned via project tracking tool","Event_156","Microsoftforms/approvals/projectonline",NA
"9",8,"Recording_33","Process_9",2022-02-22 05:53:00,2,"Select menu option in window","Google Chrome - 2 running windows in Quick Launch Bar","","","[""UIAutomation.SelectMenuOption Control: appmask['Quick Launch Bar']['Google Chrome - 2 running windows']\n""]",10,"Open online form builder app","Event_157","Microsoftforms/approvals/projectonline",NA
"10",9,"Recording_33","Process_9",2022-02-22 05:53:02,6,"Click UI element in window","List Item 'New Tab - Google Chrome' in List 'Task Switcher'","","Task Switcher","[""UIAutomation.Click Element: appmask['List \\'Task Switcher\\'']['List Item \\'New Tab - Google Chrome\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 40 OffsetY: -32 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomLeft\n""]",11,"Open online form builder app","Event_157","Microsoftforms/approvals/projectonline",NA
