StepId,RecordingId,ProcessId,TimeStamp,StepName,StepDescription,ApplicationProcessName,ApplicationParentWindowName,AutomationStep,NextStepId,label_EventName,label_EventId,Process_Name,Connectors
0,Recording_123,Process_35,2022-02-16T09:00:57+00:00,Press button in window,Google Chrome - 1 running window in Quick Launch Bar,,,"[""UIAutomation.PressButton Button: appmask['Quick Launch Bar']['Google Chrome - 1 running window']\n""]",2.0,Open calender via mailing app ,Event_565,sendmail/googlecalendar,sendmail
1,Recording_123,Process_35,2022-02-16T09:01:00+00:00,Press button in window,Button 'New Tab' in Pane 'Process  ...  Chrome - Name',chrome,Process advisor | Power Automate - Google Chrome - Name,"[""UIAutomation.PressButton Button: appmask['Pane \\'Process  ...  Chrome - Name\\'']['Button \\'New Tab\\'']\n""]",3.0,Open calender via mailing app ,Event_565,sendmail/googlecalendar,sendmail
2,Recording_123,Process_35,2022-02-16T09:01:01+00:00,Click UI element in window,Edit 'Address and search bar' in Pane 'Process  ...  Chrome - Name',chrome,Process advisor | Power Automate - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'Process  ...  Chrome - Name\\'']['Edit \\'Address and search bar\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 201 OffsetY: 7 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopLeft\n""]",4.0,Open calender via mailing app ,Event_565,sendmail/googlecalendar,sendmail
3,Recording_123,Process_35,2022-02-16T09:01:03+00:00,Populate text field in window,Edit 'Address and search bar' in Pane 'Process  ...  Chrome - Name'; Text:'gmail',chrome,Process advisor | Power Automate - Google Chrome - Name,"[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'Process  ...  Chrome - Name\\'']['Edit \\'Address and search bar\\''] Text: 'gmail' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",5.0,Open calender via mailing app ,Event_565,sendmail/googlecalendar,sendmail
4,Recording_123,Process_35,2022-02-16T09:01:04+00:00,Send keys,TextToSend:'{Return}',,,"['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}'\n""]",6.0,Open calender via mailing app ,Event_565,sendmail/googlecalendar,sendmail
5,Recording_123,Process_35,2022-02-16T09:01:08+00:00,Click UI element in window,Hyperlink ' Gmail - Google https://www.google.com › gmail' in Pane 'Process  ...  Chrome - Name',chrome,Process advisor | Power Automate - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'Process  ...  Chrome - Name\\'']['Hyperlink \\' Gmail - Google https://www.google.com › gmail\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 26 OffsetY: 2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",7.0,Open calender via mailing app ,Event_565,sendmail/googlecalendar,sendmail
6,Recording_123,Process_35,2022-02-16T09:01:17+00:00,Click UI element in window,Hyperlink 'Open in new tab' in Pane 'Process  ...  Chrome - Name',chrome,Process advisor | Power Automate - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'Process  ...  Chrome - Name\\'']['Hyperlink \\'Open in new tab\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 1 OffsetY: 0 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",8.0,Prepare next week's meeting invitation mail,Event_566,sendmail/googlecalendar,sendmail
7,Recording_123,Process_35,2022-02-16T09:01:23+00:00,Click UI element in window,Group in Pane 'Process  ...  Chrome - Name',chrome,Process advisor | Power Automate - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'Process  ...  Chrome - Name\\'']['Group'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 128 OffsetY: 4 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",9.0,Prepare next week's meeting invitation mail,Event_566,sendmail/googlecalendar,sendmail
8,Recording_123,Process_35,2022-02-16T09:01:27+00:00,Select menu option in window,Menu Item 'Create' in Pane 'Process  ...  Chrome - Name',chrome,Process advisor | Power Automate - Google Chrome - Name,"[""UIAutomation.SelectMenuOption Control: appmask['Pane \\'Process  ...  Chrome - Name\\'']['Menu Item \\'Create\\'']\n""]",10.0,Prepare next week's meeting invitation mail,Event_566,sendmail/googlecalendar,sendmail
9,Recording_123,Process_35,2022-02-16T09:01:30+00:00,Select menu option in window,Menu Item 'Event' in Pane 'Process  ...  Chrome - Name',chrome,Process advisor | Power Automate - Google Chrome - Name,"[""UIAutomation.SelectMenuOption Control: appmask['Pane \\'Process  ...  Chrome - Name\\'']['Menu Item \\'Event\\'']\n""]",11.0,Prepare next week's meeting invitation mail,Event_566,sendmail/googlecalendar,sendmail
