"","StepId","RecordingId","ProcessId","TimeStamp","DurationSec","StepName","StepDescription","ApplicationProcessName","ApplicationParentWindowName","AutomationStep","NextStepId","label_EventName","label_EventId","Process_Name","Connectors"
"1",0,"Recording_100","Process_39",2022-02-17 06:46:35,4,"Select menu option in window","Microsoft Edge (2) - 2 running windows in Quick Launch Bar","","","[""UIAutomation.SelectMenuOption Control: appmask['Quick Launch Bar']['Microsoft Edge (2) - 2 running windows']\n""]",2,"Find the mail received from Operation Team","Event_465","Outlook/powerbi","Outlook"
"2",1,"Recording_100","Process_39",2022-02-17 06:46:39,3,"Click UI element in window","List Item 'office  ...  - Microsoft​ Edge' in List 'Task Switcher'","","Task Switcher","[""UIAutomation.Click Element: appmask['List \\'Task Switcher\\'']['List Item \\'office  ...  - Microsoft\u200b Edge\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 48 OffsetY: 14 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",3,"Find the mail received from Operation Team","Event_465","Outlook/powerbi","Outlook"
"3",2,"Recording_100","Process_39",2022-02-17 06:46:42,1,"Press button in window","Button 'New Tab' in Window 'office 365 -  ...  - Microsoft​ Edge'","msedge","office 365 - Search - [InPrivate] - Microsoft​ Edge","[""UIAutomation.PressButton Button: appmask['Window \\'office 365 -  ...  - Microsoft\u200b Edge\\'']['Button \\'New Tab\\'']\n""]",4,"Find the mail received from Operation Team","Event_465","Outlook/powerbi","Outlook"
"4",3,"Recording_100","Process_39",2022-02-17 06:46:43,6,"Click UI element in window","Edit 'Address and search bar' in Window 'office 365 -  ...  - Microsoft​ Edge'","msedge","office 365 - Search - [InPrivate] - Microsoft​ Edge","[""UIAutomation.Click Element: appmask['Window \\'office 365 -  ...  - Microsoft\u200b Edge\\'']['Edit \\'Address and search bar\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 112 OffsetY: -7 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomLeft\n""]",5,"Find the mail received from Operation Team","Event_465","Outlook/powerbi","Outlook"
"5",4,"Recording_100","Process_39",2022-02-17 06:46:49,1,"Populate text field in window","Edit 'Address and search bar' in Window 'New tab and  ...  - Microsoft​ Edge'; Text:'yahoo mail'","msedge","New tab and 1 more page - [InPrivate] - Microsoft​ Edge","[""UIAutomation.PopulateTextField TextField: appmask['Window \\'New tab and  ...  - Microsoft\u200b Edge\\'']['Edit \\'Address and search bar\\''] Text: 'yahoo mail' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",6,"Find the mail received from Operation Team","Event_465","Outlook/powerbi","Outlook"
"6",5,"Recording_100","Process_39",2022-02-17 06:46:50,3,"Send keys","TextToSend:'{Return}'","","","['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}'\n""]",7,"Find the mail received from Operation Team","Event_465","Outlook/powerbi","Outlook"
"7",6,"Recording_100","Process_39",2022-02-17 06:46:53,6,"Click UI element in window","Hyperlink 'Yahoo Mail' in Window 'yahoo mail -  ...  - Microsoft​ Edge'","msedge","yahoo mail - Search and 1 more page - [InPrivate] - Microsoft​ Edge","[""UIAutomation.Click Element: appmask['Window \\'yahoo mail -  ...  - Microsoft\u200b Edge\\'']['Hyperlink \\'Yahoo Mail\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -24 OffsetY: -3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]",8,"Find the mail received from Operation Team","Event_465","Outlook/powerbi","Outlook"
"8",7,"Recording_100","Process_39",2022-02-17 06:46:59,5,"Click UI element in window","Data Item 'Project Raw data' in Window '(3 unread) -  ...  - Microsoft​ Edge'","msedge","(3 unread) - Email@Domain - Yahoo Mail and 2 more pages - [InPrivate] - Microsoft​ Edge","[""UIAutomation.Click Element: appmask['Window \\'(3 unread) -  ...  - Microsoft\u200b Edge\\'']['Data Item \\'Project Raw data\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -15 OffsetY: 5 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopCenter\n""]",9,"Find the mail received from Operation Team","Event_465","Outlook/powerbi","Outlook"
"9",8,"Recording_100","Process_39",2022-02-17 06:47:04,8,"Click UI element in window","Group 'Download' in Window '(3 unread) -  ...  - Microsoft​ Edge'","msedge","(3 unread) - Email@Domain - Yahoo Mail and 2 more pages - [InPrivate] - Microsoft​ Edge","[""UIAutomation.Click Element: appmask['Window \\'(3 unread) -  ...  - Microsoft\u200b Edge\\'']['Group \\'Download\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 0 OffsetY: 0 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",10,"Export the Excel file having data","Event_466","Outlook/powerbi","Powerbi"
"10",9,"Recording_100","Process_39",2022-02-17 06:47:12,7,"Click UI element in window","List Item 'Raw Data  ...  download item' in Window '(3 unread) -  ...  - Microsoft​ Edge'","msedge","(3 unread) - Email@Domain - Yahoo Mail and 2 more pages - [InPrivate] - Microsoft​ Edge","[""UIAutomation.Click Element: appmask['Window \\'(3 unread) -  ...  - Microsoft\u200b Edge\\'']['List Item \\'Raw Data  ...  download item\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 102 OffsetY: 2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",11,"Export the Excel file having data","Event_466","Outlook/powerbi","Outlook"
"11",10,"Recording_100","Process_39",2022-02-17 06:47:19,4,"Drag and drop UI element in window","UIAutomation.DragAndDropElementMouseDownOffsetY:1MouseDownOffsetX:16RectangleEdgePointForMouseDown:UIAutomation.RectangleEdgePoint.MiddleLeftControlToDrag:appmask['Window \'Raw Data of  ...  View] - Excel\'']['Data Item \'A3\'']MouseUpOffsetY:0MouseUpOffsetX:2RectangleEdgePointForMouseUp:UIAutomation.RectangleEdgePoint.MiddleLeftControlToDropOver:appmask['Window \'Raw Data of  ...  View] - Excel\'']['Data Item \'D10\'']ClickType:UIAutomation.DragAndDropClickType.LeftClick","","","[""UIAutomation.DragAndDropElement MouseDownOffsetY: 1 MouseDownOffsetX: 16 RectangleEdgePointForMouseDown: UIAutomation.RectangleEdgePoint.MiddleLeft ControlToDrag: appmask['Window \\'Raw Data of  ...  View] - Excel\\'']['Data Item \\'A3\\''] MouseUpOffsetY: 0 MouseUpOffsetX: 2 RectangleEdgePointForMouseUp: UIAutomation.RectangleEdgePoint.MiddleLeft ControlToDropOver: appmask['Window \\'Raw Data of  ...  View] - Excel\\'']['Data Item \\'D10\\''] ClickType: UIAutomation.DragAndDropClickType.LeftClick\n""]",12,"Export the Excel file having data","Event_466","Outlook/powerbi","Outlook"
"12",11,"Recording_100","Process_39",2022-02-17 06:47:23,1,"Drag and drop UI element in window","UIAutomation.DragAndDropElementMouseDownOffsetY:1MouseDownOffsetX:6RectangleEdgePointForMouseDown:UIAutomation.RectangleEdgePoint.MiddleCenterControlToDrag:appmask['Window \'Raw Data of  ...  View] - Excel\'']['Data Item \'A3\'']MouseUpOffsetY:-3MouseUpOffsetX:8RectangleEdgePointForMouseUp:UIAutomation.RectangleEdgePoint.MiddleCenterControlToDropOver:appmask['Window \'Raw Data of  ...  View] - Excel\'']['Data Item \'D10\'']ClickType:UIAutomation.DragAndDropClickType.LeftClick","","","[""UIAutomation.DragAndDropElement MouseDownOffsetY: 1 MouseDownOffsetX: 6 RectangleEdgePointForMouseDown: UIAutomation.RectangleEdgePoint.MiddleCenter ControlToDrag: appmask['Window \\'Raw Data of  ...  View] - Excel\\'']['Data Item \\'A3\\''] MouseUpOffsetY: -3 MouseUpOffsetX: 8 RectangleEdgePointForMouseUp: UIAutomation.RectangleEdgePoint.MiddleCenter ControlToDropOver: appmask['Window \\'Raw Data of  ...  View] - Excel\\'']['Data Item \\'D10\\''] ClickType: UIAutomation.DragAndDropClickType.LeftClick\n""]",13,"Export the Excel file having data","Event_466","Outlook/powerbi","Outlook"
"13",12,"Recording_100","Process_39",2022-02-17 06:47:24,8,"Send keys","TextToSend:'{LControlKey}({C})'","","","['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{LControlKey}({C})'\n""]",14,"Export the Excel file having data","Event_466","Outlook/powerbi","Outlook"
"14",13,"Recording_100","Process_39",2022-02-17 06:47:32,5,"Select menu option in window","Microsoft Edge (2) - 2 running windows in Quick Launch Bar","","","[""UIAutomation.SelectMenuOption Control: appmask['Quick Launch Bar']['Microsoft Edge (2) - 2 running windows']\n""]",15,"Go to the business analytic tool & duplicate the raw data","Event_467","Outlook/powerbi","Powerbi"
"15",14,"Recording_100","Process_39",2022-02-17 06:47:37,2,"Click UI element in window","List Item 'office  ...  - Microsoft​ Edge' in List 'Task Switcher'","","Task Switcher","[""UIAutomation.Click Element: appmask['List \\'Task Switcher\\'']['List Item \\'office  ...  - Microsoft\u200b Edge\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -22 OffsetY: 21 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",16,"Go to the business analytic tool & duplicate the raw data","Event_467","Outlook/powerbi","Powerbi"
"16",15,"Recording_100","Process_39",2022-02-17 06:47:39,4,"Press button in window","Button 'New Tab' in Window '(3 unread) -  ...  - Microsoft​ Edge'","msedge","(3 unread) - Email@Domain - Yahoo Mail and 2 more pages - [InPrivate] - Microsoft​ Edge","[""UIAutomation.PressButton Button: appmask['Window \\'(3 unread) -  ...  - Microsoft\u200b Edge\\'']['Button \\'New Tab\\'']\n""]",17,"Go to the business analytic tool & duplicate the raw data","Event_467","Outlook/powerbi","Powerbi"
"17",16,"Recording_100","Process_39",2022-02-17 06:47:43,3,"Click UI element in window","Edit 'Address and search bar' in Window 'office 365 -  ...  - Microsoft​ Edge'","msedge","office 365 - Search - [InPrivate] - Microsoft​ Edge","[""UIAutomation.Click Element: appmask['Window \\'office 365 -  ...  - Microsoft\u200b Edge\\'']['Edit \\'Address and search bar\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -36 OffsetY: 1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",18,"Go to the business analytic tool & duplicate the raw data","Event_467","Outlook/powerbi","Powerbi"
"18",17,"Recording_100","Process_39",2022-02-17 06:47:46,1,"Populate text field in window","Edit 'Address and search bar' in Window 'New tab and  ...  - Microsoft​ Edge' 2; Text:'power bi'","msedge","New tab and 3 more pages - [InPrivate] - Microsoft​ Edge","[""UIAutomation.PopulateTextField TextField: appmask['Window \\'New tab and  ...  - Microsoft\u200b Edge\\' 2']['Edit \\'Address and search bar\\''] Text: 'power bi' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",19,"Go to the business analytic tool & duplicate the raw data","Event_467","Outlook/powerbi","Powerbi"
"19",18,"Recording_100","Process_39",2022-02-17 06:47:47,6,"Send keys","TextToSend:'{Return}'","","","['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}'\n""]",20,"Go to the business analytic tool & duplicate the raw data","Event_467","Outlook/powerbi","Powerbi"
"20",19,"Recording_100","Process_39",2022-02-17 06:47:53,5,"Click UI element in window","Hyperlink 'Data Visualization | Microsoft Power BI' in Window 'power bi -  ...  - Microsoft​ Edge'","msedge","power bi - Search and 3 more pages - [InPrivate] - Microsoft​ Edge","[""UIAutomation.Click Element: appmask['Window \\'power bi -  ...  - Microsoft\u200b Edge\\'']['Hyperlink \\'Data Visualization | Microsoft Power BI\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -106 OffsetY: -3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]",21,"Go to the business analytic tool & duplicate the raw data","Event_467","Outlook/powerbi","Powerbi"
"21",20,"Recording_100","Process_39",2022-02-17 06:47:58,6,"Click UI element in window","Hyperlink 'Redirects to Power B I product site' in Window 'Data  ...  - Microsoft​ Edge'","msedge","Data Visualization | Microsoft Power BI and 4 more pages - [InPrivate] - Microsoft​ Edge","[""UIAutomation.Click Element: appmask['Window \\'Data  ...  - Microsoft\u200b Edge\\'']['Hyperlink \\'Redirects to Power B I product site\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 4 OffsetY: 2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",22,"Go to the business analytic tool & duplicate the raw data","Event_467","Outlook/powerbi","Powerbi"
"22",21,"Recording_100","Process_39",2022-02-17 06:48:04,4,"Click UI element in window","Hyperlink 'Create' in Window 'Power BI and  ...  - Microsoft​ Edge'","msedge","Power BI and 5 more pages - [InPrivate] - Microsoft​ Edge","[""UIAutomation.Click Element: appmask['Window \\'Power BI and  ...  - Microsoft\u200b Edge\\'']['Hyperlink \\'Create\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 21 OffsetY: -2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",23,"Go to the business analytic tool & duplicate the raw data","Event_467","Outlook/powerbi","Powerbi"
"23",22,"Recording_100","Process_39",2022-02-17 06:48:08,10,"Press button in window","Button 'Paste or manually enter data' in Window 'Power BI and  ...  - Microsoft​ Edge'","msedge","Power BI and 5 more pages - [InPrivate] - Microsoft​ Edge","[""UIAutomation.PressButton Button: appmask['Window \\'Power BI and  ...  - Microsoft\u200b Edge\\'']['Button \\'Paste or manually enter data\\'']\n""]",24,"Go to the business analytic tool & duplicate the raw data","Event_467","Outlook/powerbi","Powerbi"
"24",23,"Recording_100","Process_39",2022-02-17 06:48:18,2,"Click UI element in window","Data Item 'Any Column1' in Window 'Power BI and  ...  - Microsoft​ Edge'","msedge","Power BI and 5 more pages - [InPrivate] - Microsoft​ Edge","[""UIAutomation.Click Element: appmask['Window \\'Power BI and  ...  - Microsoft\u200b Edge\\'']['Data Item \\'Any Column1\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 26 OffsetY: 0 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",25,"Go to the business analytic tool & duplicate the raw data","Event_467","Outlook/powerbi","Powerbi"
"25",24,"Recording_100","Process_39",2022-02-17 06:48:20,22,"Send keys","TextToSend:'{LControlKey}({V})'","","","['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{LControlKey}({V})'\n""]",26,"Go to the business analytic tool & duplicate the raw data","Event_467","Outlook/powerbi","Powerbi"
"26",25,"Recording_100","Process_39",2022-02-17 06:48:42,3,"Press button in window","Button 'mat-button-toggle-button mat-focus-indicator' in Window 'Power BI and  ...  - Microsoft​ Edge'","msedge","Power BI and 5 more pages - [InPrivate] - Microsoft​ Edge","[""UIAutomation.PressButton Button: appmask['Window \\'Power BI and  ...  - Microsoft\u200b Edge\\'']['Button \\'mat-button-toggle-button mat-focus-indicator\\'']\n""]",27,"Go to the business analytic tool & duplicate the raw data","Event_467","Outlook/powerbi","Powerbi"
"27",26,"Recording_100","Process_39",2022-02-17 06:48:45,12,"Select menu option in window","Menu Item 'Create a blank report' in Window 'Power BI and  ...  - Microsoft​ Edge'","msedge","Power BI and 5 more pages - [InPrivate] - Microsoft​ Edge","[""UIAutomation.SelectMenuOption Control: appmask['Window \\'Power BI and  ...  - Microsoft\u200b Edge\\'']['Menu Item \\'Create a blank report\\'']\n""]",28,"Make a BI graphical report of operation data and save it","Event_468","Outlook/powerbi","Powerbi"
"28",27,"Recording_100","Process_39",2022-02-17 06:48:57,5,"Press button in window","Button '' in Window 'Power BI and  ...  - Microsoft​ Edge'","msedge","Power BI and 5 more pages - [InPrivate] - Microsoft​ Edge","[""UIAutomation.PressButton Button: appmask['Window \\'Power BI and  ...  - Microsoft\u200b Edge\\'']['Button \\'\ue8bb\\'']\n""]",29,"Make a BI graphical report of operation data and save it","Event_468","Outlook/powerbi","Powerbi"
"29",28,"Recording_100","Process_39",2022-02-17 06:49:02,3,"Press button in window","Button '' in Window 'Power BI and  ...  - Microsoft​ Edge'","msedge","Power BI and 5 more pages - [InPrivate] - Microsoft​ Edge","[""UIAutomation.PressButton Button: appmask['Window \\'Power BI and  ...  - Microsoft\u200b Edge\\'']['Button \\'\ue70d\\'']\n""]",30,"Make a BI graphical report of operation data and save it","Event_468","Outlook/powerbi","Powerbi"
"30",29,"Recording_100","Process_39",2022-02-17 06:49:05,1,"Click UI element in window","Text 'pbi-checkbox-label' in Window 'Power BI and  ...  - Microsoft​ Edge'","msedge","Power BI and 5 more pages - [InPrivate] - Microsoft​ Edge","[""UIAutomation.Click Element: appmask['Window \\'Power BI and  ...  - Microsoft\u200b Edge\\'']['Text \\'pbi-checkbox-label\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -2 OffsetY: -2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomRight\n""]",31,"Make a BI graphical report of operation data and save it","Event_468","Outlook/powerbi","Powerbi"
"31",30,"Recording_100","Process_39",2022-02-17 06:49:06,1,"Click UI element in window","Text 'pbi-checkbox-label' 2 in Window 'Power BI and  ...  - Microsoft​ Edge'","msedge","Power BI and 5 more pages - [InPrivate] - Microsoft​ Edge","[""UIAutomation.Click Element: appmask['Window \\'Power BI and  ...  - Microsoft\u200b Edge\\'']['Text \\'pbi-checkbox-label\\' 2'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 0 OffsetY: -1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]",32,"Make a BI graphical report of operation data and save it","Event_468","Outlook/powerbi","Powerbi"
"32",31,"Recording_100","Process_39",2022-02-17 06:49:07,1,"Click UI element in window","Text 'pbi-checkbox-label' 3 in Window 'Power BI and  ...  - Microsoft​ Edge'","msedge","Power BI and 5 more pages - [InPrivate] - Microsoft​ Edge","[""UIAutomation.Click Element: appmask['Window \\'Power BI and  ...  - Microsoft\u200b Edge\\'']['Text \\'pbi-checkbox-label\\' 3'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -2 OffsetY: 1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]",33,"Make a BI graphical report of operation data and save it","Event_468","Outlook/powerbi","Powerbi"
"33",32,"Recording_100","Process_39",2022-02-17 06:49:08,11,"Click UI element in window","Text 'pbi-checkbox-label' 4 in Window 'Power BI and  ...  - Microsoft​ Edge'","msedge","Power BI and 5 more pages - [InPrivate] - Microsoft​ Edge","[""UIAutomation.Click Element: appmask['Window \\'Power BI and  ...  - Microsoft\u200b Edge\\'']['Text \\'pbi-checkbox-label\\' 4'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -2 OffsetY: -2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]",34,"Make a BI graphical report of operation data and save it","Event_468","Outlook/powerbi","Powerbi"
"34",33,"Recording_100","Process_39",2022-02-17 06:49:19,6,"Press button in window","Button 'Line chart' in Window 'Power BI and  ...  - Microsoft​ Edge'","msedge","Power BI and 5 more pages - [InPrivate] - Microsoft​ Edge","[""UIAutomation.PressButton Button: appmask['Window \\'Power BI and  ...  - Microsoft\u200b Edge\\'']['Button \\'Line chart\\'']\n""]",35,"Make a BI graphical report of operation data and save it","Event_468","Outlook/powerbi","Powerbi"
"35",34,"Recording_100","Process_39",2022-02-17 06:49:25,1,"Drag and drop UI element in window","Group 'selected bringToFront transformElement resizing' in Group 'selected bringToFront transformElement' in Window 'Power BI and  ...  - Microsoft​ Edge'","msedge","Power BI and 5 more pages - [InPrivate] - Microsoft​ Edge","[""UIAutomation.DragAndDropElement MouseDownOffsetY: -5 MouseDownOffsetX: -4 RectangleEdgePointForMouseDown: UIAutomation.RectangleEdgePoint.BottomRight ControlToDrag: appmask['Window \\'Power BI and  ...  - Microsoft\u200b Edge\\'']['Group \\'selected bringToFront transformElement\\''] MouseUpOffsetY: -4 MouseUpOffsetX: -4 RectangleEdgePointForMouseUp: UIAutomation.RectangleEdgePoint.BottomRight ControlToDropOver: appmask['Window \\'Power BI and  ...  - Microsoft\u200b Edge\\'']['Group \\'selected bringToFront transformElement resizing\\''] ClickType: UIAutomation.DragAndDropClickType.LeftClick\n""]",36,"Make a BI graphical report of operation data and save it","Event_468","Outlook/powerbi","Powerbi"
