"RecordingId","ProcessId","TimeStamp","StepName","StepDescription","ApplicationProcessName","ApplicationParentWindowName","AutomationStep","NextStepId","label_EventName","label_EventId","Process_Name","Connectors"
"Recording_104","Process_40","2022-02-17T09:23:27+00:00","Press button in window","Power BI Desktop in Quick Launch Bar","","","[""UIAutomation.PressButton Button: appmask['Quick Launch Bar']['Power BI Desktop']\n""]","2","Login to BI applicataion","Event_485","powerbi/outlook","Powerbi"
"Recording_104","Process_40","2022-02-17T09:23:41+00:00","Press button in window","Button 'Close' in Window 'Untitled - Power BI Desktop'","PBIDesktop","Untitled - Power BI Desktop","[""UIAutomation.PressButton Button: appmask['Window \\'Untitled - Power BI Desktop\\'']['Button \\'Close\\'']\n""]","4","Login to BI applicataion","Event_485","powerbi/outlook","Powerbi"
"Recording_104","Process_40","2022-02-17T09:23:43+00:00","Send keys","TextToSend:'janu'","","","['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: 'janu'\n""]","5","Search for the graph of speed data","Event_486","powerbi/outlook","Powerbi"
"Recording_104","Process_40","2022-02-17T09:23:48+00:00","Select menu option in window","Menu Item 'Project Data_january.pbix' in Window 'Untitled - Power BI Desktop'","PBIDesktop","Untitled - Power BI Desktop","[""UIAutomation.SelectMenuOption Control: appmask['Window \\'Untitled - Power BI Desktop\\'']['Menu Item \\'Project Data_january.pbix\\'']\n""]","6","Search for the graph of speed data","Event_486","powerbi/outlook","Powerbi"
"Recording_104","Process_40","2022-02-17T09:24:02+00:00","Drag and drop UI element in window","Text 'File' in Image in Window 'Project Data_january - Power BI Desktop'","PBIDesktop","Project Data_january - Power BI Desktop","[""UIAutomation.DragAndDropElement MouseDownOffsetY: 14 MouseDownOffsetX: 25 RectangleEdgePointForMouseDown: UIAutomation.RectangleEdgePoint.TopLeft ControlToDrag: appmask['Window \\'Project Data_january - Power BI Desktop\\'']['Image'] MouseUpOffsetY: -5 MouseUpOffsetX: 0 RectangleEdgePointForMouseUp: UIAutomation.RectangleEdgePoint.TopLeft ControlToDropOver: appmask['Window \\'Project Data_january - Power BI Desktop\\'']['Text \\'File\\''] ClickType: UIAutomation.DragAndDropClickType.LeftClick\n""]","7","Export and Save graph in pdf format","Event_487","powerbi/outlook","Powerbi"
"Recording_104","Process_40","2022-02-17T09:24:08+00:00","Click UI element in window","Group 'Export to PDF' in Window 'Project Data_january - Power BI Desktop'","PBIDesktop","Project Data_january - Power BI Desktop","[""UIAutomation.Click Element: appmask['Window \\'Project Data_january - Power BI Desktop\\'']['Group \\'Export to PDF\\''] ClickType: UIAutomation.ClickType.LeftButtonUp OffsetX: 26 OffsetY: -9 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]","8","Export and Save graph in pdf format","Event_487","powerbi/outlook","Powerbi"
"Recording_104","Process_40","2022-02-17T09:24:25+00:00","Move window","Pane 'Project Data_january.pdf - Google Chrome - Name'","chrome","Project Data_january.pdf - Google Chrome - Name","[""UIAutomation.MoveWindow.Move Window: appmask['Pane \\'Project Data_january.pdf - Google Chrome - Name\\''] X: 18 Y: 4\n""]","9","Export and Save graph in pdf format","Event_487","powerbi/outlook","Powerbi"
"Recording_104","Process_40","2022-02-17T09:24:29+00:00","Click UI element in window","Button 'Download' in Pane 'Project Data_january.pdf - Google Chrome - Name'","chrome","Project Data_january.pdf - Google Chrome - Name","[""UIAutomation.Click Element: appmask['Pane \\'Project Data_january.pdf - Google Chrome - Name\\'']['Button \\'Download\\''] ClickType: UIAutomation.ClickType.LeftButtonUp OffsetX: -4 OffsetY: -2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]","10","Export and Save graph in pdf format","Event_487","powerbi/outlook","Powerbi"
"Recording_104","Process_40","2022-02-17T09:24:34+00:00","Click UI element in window","Button 'Save' in Pane 'Project Data_january.pdf - Google Chrome - Name'","chrome","Project Data_january.pdf - Google Chrome - Name","[""UIAutomation.Click Element: appmask['Pane \\'Project Data_january.pdf - Google Chrome - Name\\'']['Button \\'Save\\''] ClickType: UIAutomation.ClickType.LeftButtonUp OffsetX: 11 OffsetY: -8 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomLeft\n""]","11","Export and Save graph in pdf format","Event_487","powerbi/outlook","Powerbi"
"Recording_104","Process_40","2022-02-17T09:24:53+00:00","Drag and drop UI element in window","Hyperlink 'Gmail' in Button 'New Tab' in Pane 'Project Data_january.pdf - Google Chrome - Name'","chrome","Project Data_january.pdf - Google Chrome - Name","[""UIAutomation.DragAndDropElement MouseDownOffsetY: -2 MouseDownOffsetX: -2 RectangleEdgePointForMouseDown: UIAutomation.RectangleEdgePoint.MiddleCenter ControlToDrag: appmask['Pane \\'Project Data_january.pdf - Google Chrome - Name\\'']['Button \\'New Tab\\''] MouseUpOffsetY: -7 MouseUpOffsetX: 3 RectangleEdgePointForMouseUp: UIAutomation.RectangleEdgePoint.MiddleCenter ControlToDropOver: appmask['Pane \\'Project Data_january.pdf - Google Chrome - Name\\'']['Hyperlink \\'Gmail\\''] ClickType: UIAutomation.DragAndDropClickType.LeftClick\n""]","12"," Go to the Mail app","Event_488","powerbi/outlook","Outlook"
