StepId,RecordingId,ProcessId,TimeStamp,StepName,StepDescription,ApplicationProcessName,ApplicationParentWindowName,AutomationStep,NextStepId,label_EventName,label_EventId,duration
0,Recording_74,Process_25,2022-01-10T09:23:20+00:00,Select menu option in window,Firefox - 2 running windows in Quick Launch Bar,,,"[""UIAutomation.SelectMenuOption Control: appmask['Quick Launch Bar']['Firefox - 2 running windows']\n""]",2.0,Open mail box.,Event_368,3.0
1,Recording_74,Process_25,2022-01-10T09:23:23+00:00,Click UI element in window,List Item 'Mozilla Firefox (Private Browsing)' in List 'Task Switcher',,Task Switcher,"[""UIAutomation.Click Element: appmask['List \\'Task Switcher\\'']['List Item \\'Mozilla Firefox (Private Browsing)\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 36 OffsetY: -48 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomLeft\n""]",3.0,Open mail box.,Event_368,2.0
2,Recording_74,Process_25,2022-01-10T09:23:25+00:00,Press button in window,Button 'Open a new tab (Ctrl+T)' in Window 'Mozilla Firefox (Private Browsing)',firefox,Mozilla Firefox (Private Browsing),"[""UIAutomation.PressButton Button: appmask['Window \\'Mozilla Firefox (Private Browsing)\\'']['Button \\'Open a new tab (Ctrl+T)\\'']\n""]",4.0,Open mail box.,Event_368,9.0
3,Recording_74,Process_25,2022-01-10T09:23:34+00:00,Populate text field in window,Edit 'Search with Google or enter address' in Window 'Mozilla Firefox (Private Browsing)'; Text:'yahho mail',firefox,Mozilla Firefox (Private Browsing),"[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Mozilla Firefox (Private Browsing)\\'']['Edit \\'Search with Google or enter address\\''] Text: 'yahho mail' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",5.0,Open mail box.,Event_368,1.0
4,Recording_74,Process_25,2022-01-10T09:23:35+00:00,Send keys,TextToSend:'{Return}',,,"['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}'\n""]",6.0,Open mail box.,Event_368,4.0
5,Recording_74,Process_25,2022-01-10T09:23:39+00:00,Click UI element in window,Hyperlink 'Yahoo Mailhttps://in.mail.yahoo.com' in Window 'yahho mail -  ...  (Private Browsing)',firefox,yahho mail - Google Search — Mozilla Firefox (Private Browsing),"[""UIAutomation.Click Element: appmask['Window \\'yahho mail -  ...  (Private Browsing)\\'']['Hyperlink \\'Yahoo Mailhttps://in.mail.yahoo.com\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -13 OffsetY: 6 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",7.0,Open mail box.,Event_368,6.0
6,Recording_74,Process_25,2022-01-10T09:23:45+00:00,Click UI element in window,Data Item 'FW: Bottom Performer List' in Window '(1 unread) -  ...  (Private Browsing)',firefox,(1 unread) - Email@Domain - Yahoo Mail — Mozilla Firefox (Private Browsing),"[""UIAutomation.Click Element: appmask['Window \\'(1 unread) -  ...  (Private Browsing)\\'']['Data Item \\'FW: Bottom Performer List\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 45 OffsetY: 0 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomLeft\n""]",8.0,Locate the email having list of bottom performers.,Event_369,7.0
7,Recording_74,Process_25,2022-01-10T09:23:52+00:00,Press button in window,Button 'Open a new tab (Ctrl+T)' in Window 'Name ...  (Private Browsing)',firefox,Email@Domain - Yahoo Mail — Mozilla Firefox (Private Browsing),"[""UIAutomation.PressButton Button: appmask['Window \\'Name ...  (Private Browsing)\\'']['Button \\'Open a new tab (Ctrl+T)\\'']\n""]",9.0,Open the roadmap to create tasks.,Event_370,6.0
8,Recording_74,Process_25,2022-01-10T09:23:58+00:00,Populate text field in window,Edit 'Search with Google or enter address' in Window 'Mozilla Firefox (Private Browsing)'; Text:'teams web',firefox,Mozilla Firefox (Private Browsing),"[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Mozilla Firefox (Private Browsing)\\'']['Edit \\'Search with Google or enter address\\''] Text: 'teams web' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",10.0,Open the roadmap to create tasks.,Event_370,1.0
9,Recording_74,Process_25,2022-01-10T09:23:59+00:00,Send keys,TextToSend:'{Return}',,,"['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}'\n""]",11.0,Open the roadmap to create tasks.,Event_370,3.0
10,Recording_74,Process_25,2022-01-10T09:24:02+00:00,Click UI element in window,Hyperlink 'Microsoft  ...  › en-in › log-in' in Window 'teams web -  ...  (Private Browsing)',firefox,teams web - Google Search — Mozilla Firefox (Private Browsing),"[""UIAutomation.Click Element: appmask['Window \\'teams web -  ...  (Private Browsing)\\'']['Hyperlink \\'Microsoft  ...  › en-in › log-in\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -49 OffsetY: 3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]",12.0,Open the roadmap to create tasks.,Event_370,4.0
11,Recording_74,Process_25,2022-01-10T09:24:06+00:00,Click UI element in window,Hyperlink 'Sign in and get started with Microsoft Teams' in Window 'Microsoft  ...  (Private Browsing)',firefox,Microsoft Teams Sign-In | Teams Login Page — Mozilla Firefox (Private Browsing),"[""UIAutomation.Click Element: appmask['Window \\'Microsoft  ...  (Private Browsing)\\'']['Hyperlink \\'Sign in and get started with Microsoft Teams\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -60 OffsetY: 9 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopRight\n""]",13.0,Open the roadmap to create tasks.,Event_370,18.0
12,Recording_74,Process_25,2022-01-10T09:24:24+00:00,Select menu option in window,Menu Item 'More added apps Toolbar' in Window 'Microsoft  ...  (Private Browsing)' 2,firefox,Microsoft Teams — Mozilla Firefox (Private Browsing),"[""UIAutomation.SelectMenuOption Control: appmask['Window \\'Microsoft  ...  (Private Browsing)\\' 2']['Menu Item \\'More added apps Toolbar\\'']\n""]",14.0,Open the roadmap to create tasks.,Event_370,7.0
13,Recording_74,Process_25,2022-01-10T09:24:31+00:00,Populate text field in window,Edit 'Search for apps' in Window 'Microsoft  ...  (Private Browsing)' 2; Text:'road',firefox,Microsoft Teams — Mozilla Firefox (Private Browsing),"[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Microsoft  ...  (Private Browsing)\\' 2']['Edit \\'Search for apps\\''] Text: 'road' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",15.0,Open the roadmap to create tasks.,Event_370,5.0
14,Recording_74,Process_25,2022-01-10T09:24:36+00:00,Select menu option in window,Menu Item 'App searching results' in Window 'Microsoft  ...  (Private Browsing)' 2,firefox,Microsoft Teams — Mozilla Firefox (Private Browsing),"[""UIAutomation.SelectMenuOption Control: appmask['Window \\'Microsoft  ...  (Private Browsing)\\' 2']['Menu Item \\'App searching results\\'']\n""]",16.0,Open the roadmap to create tasks.,Event_370,3.0
