"","StepId","RecordingId","ProcessId","TimeStamp","DurationSec","StepName","StepDescription","ApplicationProcessName","ApplicationParentWindowName","AutomationStep","NextStepId","label_EventName","label_EventId","Process_Name","Connectors"
"1",0,"Recording_119","Process_32",2022-02-16 04:53:20,6,"Press button in window","Firefox - 1 running window in Quick Launch Bar","","","[""UIAutomation.PressButton Button: appmask['Quick Launch Bar']['Firefox - 1 running window']\n""]",2,"Go to the online form app","Event_549","Microsoftforms/conversionservice","Microsoftforms"
"2",1,"Recording_119","Process_32",2022-02-16 04:53:26,1,"Populate text field in window","Edit 'Search with Google or enter address' in Window 'Mozilla Firefox'; Text:'Google.com/'","firefox","Mozilla Firefox","[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Mozilla Firefox\\'']['Edit \\'Search with Google or enter address\\''] Text: 'Google.com/' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",3,"Go to the online form app","Event_549","Microsoftforms/conversionservice","Microsoftforms"
"3",2,"Recording_119","Process_32",2022-02-16 04:53:27,4,"Send keys","TextToSend:'{Return}'","","","['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}'\n""]",4,"Go to the online form app","Event_549","Microsoftforms/conversionservice","Microsoftforms"
"4",3,"Recording_119","Process_32",2022-02-16 04:53:31,5,"Press button in window","Button 'Google apps' in Window 'Google — Mozilla Firefox'","firefox","Google — Mozilla Firefox","[""UIAutomation.PressButton Button: appmask['Window \\'Google — Mozilla Firefox\\'']['Button \\'Google apps\\'']\n""]",5,"Go to the online form app","Event_549","Microsoftforms/conversionservice","Microsoftforms"
"5",4,"Recording_119","Process_32",2022-02-16 04:53:36,6,"Click UI element in window","Hyperlink 'Forms' in Window 'Google — Mozilla Firefox'","firefox","Google — Mozilla Firefox","[""UIAutomation.Click Element: appmask['Window \\'Google — Mozilla Firefox\\'']['Hyperlink \\'Forms\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -6 OffsetY: -3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",6,"Go to the online form app","Event_549","Microsoftforms/conversionservice","Microsoftforms"
"6",5,"Recording_119","Process_32",2022-02-16 04:53:42,6,"Click UI element in window","List Item 'Leave  ...  Popup button.' in Window 'Google Forms — Mozilla Firefox'","firefox","Google Forms — Mozilla Firefox","[""UIAutomation.Click Element: appmask['Window \\'Google Forms — Mozilla Firefox\\'']['List Item \\'Leave  ...  Popup button.\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 238 OffsetY: 6 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",7,"Locate and save Leave Application form","Event_550","Microsoftforms/conversionservice","Microsoftforms"
"7",6,"Recording_119","Process_32",2022-02-16 04:53:48,4,"Select menu option in window","Menu Item 'More' in Window 'Leave Survey - Google Forms — Mozilla Firefox'","firefox","Leave Survey - Google Forms — Mozilla Firefox","[""UIAutomation.SelectMenuOption Control: appmask['Window \\'Leave Survey - Google Forms — Mozilla Firefox\\'']['Menu Item \\'More\\'']\n""]",8,"Locate and save Leave Application form","Event_550","Microsoftforms/conversionservice","Microsoftforms"
"8",7,"Recording_119","Process_32",2022-02-16 04:53:52,4,"Select menu option in window","Menu Item 'Print' in Window 'Leave Survey - Google Forms — Mozilla Firefox'","firefox","Leave Survey - Google Forms — Mozilla Firefox","[""UIAutomation.SelectMenuOption Control: appmask['Window \\'Leave Survey - Google Forms — Mozilla Firefox\\'']['Menu Item \\'Print\\'']\n""]",9,"Locate and save Leave Application form","Event_550","Microsoftforms/conversionservice","Microsoftforms"
"9",8,"Recording_119","Process_32",2022-02-16 04:53:56,2,"Click UI element in window","Combo Box 'Destination' in Window 'Leave Survey — Mozilla Firefox'","firefox","Leave Survey — Mozilla Firefox","[""UIAutomation.Click Element: appmask['Window \\'Leave Survey — Mozilla Firefox\\'']['Combo Box \\'Destination\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 26 OffsetY: 2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",10,"Locate and save Leave Application form","Event_550","Microsoftforms/conversionservice","Microsoftforms"
"10",9,"Recording_119","Process_32",2022-02-16 04:53:58,9,"Click UI element in window","Combo Box 'Destination'","","Destination","[""UIAutomation.Click Element: appmask['Combo Box \\'Destination\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -6 OffsetY: -28 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomCenter\n""]",11,"Locate and save Leave Application form","Event_550","Microsoftforms/conversionservice","Microsoftforms"
"11",10,"Recording_119","Process_32",2022-02-16 04:54:07,7,"Press button in window","Button 'Print' in Window 'Leave Survey — Mozilla Firefox'","firefox","Leave Survey — Mozilla Firefox","[""UIAutomation.PressButton Button: appmask['Window \\'Leave Survey — Mozilla Firefox\\'']['Button \\'Print\\'']\n""]",12,"Locate and save Leave Application form","Event_550","Microsoftforms/conversionservice","Microsoftforms"
"12",11,"Recording_119","Process_32",2022-02-16 04:54:14,4,"Populate text field in window","Edit 'File name:' in Window 'Leave Survey — Mozilla Firefox'; Text:'Leave Form'","firefox","Leave Survey — Mozilla Firefox","[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Leave Survey — Mozilla Firefox\\'']['Edit \\'File name:\\''] Text: 'Leave Form' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",13,"Locate and save Leave Application form","Event_550","Microsoftforms/conversionservice","Microsoftforms"
"13",12,"Recording_119","Process_32",2022-02-16 04:54:18,4,"Press button in window","Button 'Save' in Window 'Leave Survey — Mozilla Firefox'","firefox","Leave Survey — Mozilla Firefox","[""UIAutomation.PressButton Button: appmask['Window \\'Leave Survey — Mozilla Firefox\\'']['Button \\'Save\\'']\n""]",14,"Locate and save Leave Application form","Event_550","Microsoftforms/conversionservice","Microsoftforms"
"14",13,"Recording_119","Process_32",2022-02-16 04:54:22,7,"Press button in window","Button 'Open a new tab (Ctrl+T)' in Window 'Leave Survey — Mozilla Firefox'","firefox","Leave Survey — Mozilla Firefox","[""UIAutomation.PressButton Button: appmask['Window \\'Leave Survey — Mozilla Firefox\\'']['Button \\'Open a new tab (Ctrl+T)\\'']\n""]",15,"Open the converter","Event_551","Microsoftforms/conversionservice","Conversionservice"
"15",14,"Recording_119","Process_32",2022-02-16 04:54:29,1,"Populate text field in window","Edit 'Search with Google or enter address' in Window 'Mozilla Firefox'; Text:'Adobe converrter'","firefox","Mozilla Firefox","[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Mozilla Firefox\\'']['Edit \\'Search with Google or enter address\\''] Text: 'Adobe converrter' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",16,"Open the converter","Event_551","Microsoftforms/conversionservice","Conversionservice"
"16",15,"Recording_119","Process_32",2022-02-16 04:54:30,5,"Send keys","TextToSend:'{Return}'","","","['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}'\n""]",17,"Open the converter","Event_551","Microsoftforms/conversionservice","Conversionservice"
"17",16,"Recording_119","Process_32",2022-02-16 04:54:35,10,"Click UI element in window","Hyperlink 'Convert  ...  › convert-pdf' in Window 'Adobe converrter - Google Search — Mozilla Firefox'","firefox","Adobe converrter - Google Search — Mozilla Firefox","[""UIAutomation.Click Element: appmask['Window \\'Adobe converrter - Google Search — Mozilla Firefox\\'']['Hyperlink \\'Convert  ...  › convert-pdf\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 7 OffsetY: -8 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomCenter\n""]",18,"Open the converter","Event_551","Microsoftforms/conversionservice","Conversionservice"
"18",17,"Recording_119","Process_32",2022-02-16 04:54:45,6,"Select tab in window","Tab Item 'Convert' in Window 'Adobe Acrobat — Mozilla Firefox'","firefox","Adobe Acrobat — Mozilla Firefox","[""UIAutomation.SelectTab Tab: appmask['Window \\'Adobe Acrobat — Mozilla Firefox\\'']['Tab Item \\'Convert\\'']\n""]",19,"Open the converter","Event_551","Microsoftforms/conversionservice","Conversionservice"
"19",18,"Recording_119","Process_32",2022-02-16 04:54:51,4,"Click UI element in window","UI Custom in Window 'Adobe Acrobat Convert — Mozilla Firefox'","firefox","Adobe Acrobat Convert — Mozilla Firefox","[""UIAutomation.Click Element: appmask['Window \\'Adobe Acrobat Convert — Mozilla Firefox\\'']['UI Custom'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -22 OffsetY: 51 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopCenter\n""]",20,"Open the converter","Event_551","Microsoftforms/conversionservice","Conversionservice"
"20",19,"Recording_119","Process_32",2022-02-16 04:54:55,4,"Click UI element in window","Hyperlink 'Add a file from your device' in Window 'Adobe Acrobat Convert — Mozilla Firefox'","firefox","Adobe Acrobat Convert — Mozilla Firefox","[""UIAutomation.Click Element: appmask['Window \\'Adobe Acrobat Convert — Mozilla Firefox\\'']['Hyperlink \\'Add a file from your device\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -13 OffsetY: 1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",21," Browse the saved PDF file of Leave Application form","Event_552","Microsoftforms/conversionservice","Conversionservice"
"21",20,"Recording_119","Process_32",2022-02-16 04:54:59,3,"Click UI element in window","Edit 'Name' in Window 'Adobe Acrobat Convert — Mozilla Firefox'","firefox","Adobe Acrobat Convert — Mozilla Firefox","[""UIAutomation.Click Element: appmask['Window \\'Adobe Acrobat Convert — Mozilla Firefox\\'']['Edit \\'Name\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 54 OffsetY: -1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",22," Browse the saved PDF file of Leave Application form","Event_552","Microsoftforms/conversionservice","Conversionservice"
"22",21,"Recording_119","Process_32",2022-02-16 04:55:02,7,"Press button in window","Button 'Open' in Window 'Adobe Acrobat Convert — Mozilla Firefox'","firefox","Adobe Acrobat Convert — Mozilla Firefox","[""UIAutomation.PressButton Button: appmask['Window \\'Adobe Acrobat Convert — Mozilla Firefox\\'']['Button \\'Open\\'']\n""]",23," Browse the saved PDF file of Leave Application form","Event_552","Microsoftforms/conversionservice","Conversionservice"
