StepId,RecordingId,ProcessId,TimeStamp,StepName,StepDescription,ApplicationProcessName,ApplicationParentWindowName,AutomationStep,NextStepId,label_EventName,label_EventId,Process_Name,Connectors
0,Recording_80,Process_24,2022-01-10T05:48:24+00:00,Press button in window,Microsoft Teams - 1 running window in Quick Launch Bar,,,"[""UIAutomation.PressButton Button: appmask['Quick Launch Bar']['Microsoft Teams - 1 running window']\n""]",2.0,Go to approval app.,Event_391,Notifications/approvals,Approvals
1,Recording_80,Process_24,2022-01-10T05:48:30+00:00,Select menu option in window,"Menu Item 'More added apps Toolbar' in Pane 'Approvals | Microsoft Teams, Main Window'",Teams,"Approvals | Microsoft Teams, Main Window","[""UIAutomation.SelectMenuOption Control: appmask['Pane \\'Approvals | Microsoft Teams, Main Window\\'']['Menu Item \\'More added apps Toolbar\\'']\n""]",3.0,Go to approval app.,Event_391,Notifications/approvals,Approvals
2,Recording_80,Process_24,2022-01-10T05:48:44+00:00,Click UI element in window,"List Item 'OneNote  ...  more actions' in Pane 'Approvals | Microsoft Teams, Main Window'",Teams,"Approvals | Microsoft Teams, Main Window","[""UIAutomation.Click Element: appmask['Pane \\'Approvals | Microsoft Teams, Main Window\\'']['List Item \\'OneNote  ...  more actions\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 17 OffsetY: 11 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",4.0,Go to approval app.,Event_391,Notifications/approvals,Approvals
3,Recording_80,Process_24,2022-01-10T05:48:48+00:00,Populate text field in window,"Edit 'Search for apps' in Pane 'Approvals | Microsoft Teams, Main Window'; Text:'appro'",Teams,"Approvals | Microsoft Teams, Main Window","[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'Approvals | Microsoft Teams, Main Window\\'']['Edit \\'Search for apps\\''] Text: 'appro' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",5.0,Go to approval app.,Event_391,Notifications/approvals,Approvals
4,Recording_80,Process_24,2022-01-10T05:48:55+00:00,Select menu option in window,"Menu Item 'App searching results Approvals Toolbar' in Pane 'Approvals | Microsoft Teams, Main Window'",Teams,"Approvals | Microsoft Teams, Main Window","[""UIAutomation.SelectMenuOption Control: appmask['Pane \\'Approvals | Microsoft Teams, Main Window\\'']['Menu Item \\'App searching results Approvals Toolbar\\'']\n""]",6.0,Go to approval app.,Event_391,Notifications/approvals,Approvals
5,Recording_80,Process_24,2022-01-10T05:49:03+00:00,Press button in window,"Button 'New approval request' in Pane 'Approvals | Microsoft Teams, Main Window'",Teams,"Approvals | Microsoft Teams, Main Window","[""UIAutomation.PressButton Button: appmask['Pane \\'Approvals | Microsoft Teams, Main Window\\'']['Button \\'New approval request\\'']\n""]",7.0, Create a request for accessing ISMS document,Event_392,Notifications/approvals,Approvals
6,Recording_80,Process_24,2022-01-10T05:49:07+00:00,Click UI element in window,"List Item 'Basic request' in Pane 'Approvals | Microsoft Teams, Main Window'",Teams,"Approvals | Microsoft Teams, Main Window","[""UIAutomation.Click Element: appmask['Pane \\'Approvals | Microsoft Teams, Main Window\\'']['List Item \\'Basic request\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -46 OffsetY: 11 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopRight\n""]",8.0, Create a request for accessing ISMS document,Event_392,Notifications/approvals,Approvals
7,Recording_80,Process_24,2022-01-10T05:49:10+00:00,Click UI element in window,"Data Item 'Approved' in Pane 'Approvals | Microsoft Teams, Main Window'",Teams,"Approvals | Microsoft Teams, Main Window","[""UIAutomation.Click Element: appmask['Pane \\'Approvals | Microsoft Teams, Main Window\\'']['Data Item \\'Approved\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -7 OffsetY: 0 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopCenter\n""]",9.0, Create a request for accessing ISMS document,Event_392,Notifications/approvals,Approvals
8,Recording_80,Process_24,2022-01-10T05:49:19+00:00,Populate text field in window,"Edit 'Name of request' in Pane 'Approvals | Microsoft Teams, Main Window'; Text:'Need to access ISMS Docs'",Teams,"Approvals | Microsoft Teams, Main Window","[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'Approvals | Microsoft Teams, Main Window\\'']['Edit \\'Name of request\\''] Text: 'Need to access ISMS Docs' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",10.0, Create a request for accessing ISMS document,Event_392,Notifications/approvals,Approvals
9,Recording_80,Process_24,2022-01-10T05:49:22+00:00,Click UI element in window,"Data Item 'Business Tip to Delhi' in Pane 'Approvals | Microsoft Teams, Main Window'",Teams,"Approvals | Microsoft Teams, Main Window","[""UIAutomation.Click Element: appmask['Pane \\'Approvals | Microsoft Teams, Main Window\\'']['Data Item \\'Business Tip to Delhi\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 21 OffsetY: -4 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomCenter\n""]",11.0, Create a request for accessing ISMS document,Event_392,Notifications/approvals,Approvals
